"","age_ce","estimate","lower_ci","upper_ci"
"479",478,-0.395514516477893,-0.64492506529666,-0.146103967428855
"480",479,-0.395888630418249,-0.645087629813417,-0.146689630844293
"481",480,-0.396262744358605,-0.645250194330173,-0.147275294259732
"482",481,-0.396636858298961,-0.64541275884693,-0.147860957675171
"483",482,-0.397010972239317,-0.645575323363687,-0.14844662109061
"484",483,-0.397308058760675,-0.645659624919458,-0.148956492601891
"485",484,-0.397536086292285,-0.645673759759396,-0.149398412825173
"486",485,-0.397764113823895,-0.645687894599334,-0.149840333048456
"487",486,-0.397992141355505,-0.645702029439271,-0.150282253271739
"488",487,-0.398220168887115,-0.645716164279209,-0.150724173495021
"489",488,-0.398448196418725,-0.645730299119146,-0.151166093718304
"490",489,-0.398676223950335,-0.645744433959084,-0.151608013941586
"491",490,-0.398904251481945,-0.645758568799021,-0.152049934164869
"492",491,-0.399132279013555,-0.645772703638959,-0.152491854388152
"493",492,-0.399360306545165,-0.645786838478896,-0.152933774611434
"494",493,-0.399588334076775,-0.645800973318834,-0.153375694834717
"495",494,-0.399816361608385,-0.645815108158771,-0.153817615057999
"496",495,-0.400044389139995,-0.645829242998709,-0.154259535281282
"497",496,-0.400272416671606,-0.645843377838647,-0.154701455504565
"498",497,-0.400500444203216,-0.645857512678584,-0.155143375727847
"499",498,-0.400728471734826,-0.645871647518522,-0.15558529595113
"500",499,-0.400956499266436,-0.645885782358459,-0.156027216174412
"501",500,-0.401184526798046,-0.645899917198397,-0.156469136397695
"502",501,-0.401412554329656,-0.645914052038334,-0.156911056620978
"503",502,-0.401624400919236,-0.645911676010669,-0.157337125822467
"504",503,-0.401696296006232,-0.645766494902457,-0.157626097053188
"505",504,-0.401768191093228,-0.645621313794244,-0.157915068283909
"506",505,-0.401840086180224,-0.645476132686031,-0.158204039514631
"507",506,-0.40191198126722,-0.645330951577819,-0.158493010745352
"508",507,-0.401983876354216,-0.645185770469606,-0.158781981976073
"509",508,-0.402055771441212,-0.645040589361393,-0.159070953206794
"510",509,-0.402127666528208,-0.64489540825318,-0.159359924437515
"511",510,-0.402199561615204,-0.644750227144968,-0.159648895668236
"512",511,-0.402271456702201,-0.644605046036755,-0.159937866898958
"513",512,-0.402343351789197,-0.644459864928542,-0.160226838129679
"514",513,-0.402415246876193,-0.64431468382033,-0.1605158093604
"515",514,-0.402487141963189,-0.644169502712117,-0.160804780591121
"516",515,-0.402559037050185,-0.644024321603904,-0.161093751821842
"517",516,-0.402630932137181,-0.643879140495692,-0.161382723052563
"518",517,-0.402702827224177,-0.643733959387479,-0.161671694283285
"519",518,-0.402774722311173,-0.643588778279266,-0.161960665514006
"520",519,-0.402846617398169,-0.643443597171053,-0.162249636744727
"521",520,-0.402918512485165,-0.643298416062841,-0.162538607975448
"522",521,-0.402990407572161,-0.643153234954628,-0.162827579206169
"523",522,-0.40296574711621,-0.642911148879704,-0.163020344387724
"524",523,-0.402895648757694,-0.642623460467503,-0.163167836134378
"525",524,-0.402825550399179,-0.642335772055303,-0.163315327881031
"526",525,-0.402755452040663,-0.642048083643102,-0.163462819627685
"527",526,-0.402685353682148,-0.641760395230902,-0.163610311374338
"528",527,-0.402615255323633,-0.641472706818701,-0.163757803120991
"529",528,-0.402545156965117,-0.641185018406501,-0.163905294867645
"530",529,-0.402475058606602,-0.6408973299943,-0.164052786614298
"531",530,-0.402404960248087,-0.6406096415821,-0.164200278360952
"532",531,-0.402334861889571,-0.640321953169899,-0.164347770107605
"533",532,-0.402264763531056,-0.640034264757699,-0.164495261854258
"534",533,-0.40219466517254,-0.639746576345498,-0.164642753600912
"535",534,-0.402124566814025,-0.639458887933298,-0.164790245347565
"536",535,-0.40205446845551,-0.639171199521097,-0.164937737094219
"537",536,-0.401984370096994,-0.638883511108897,-0.165085228840872
"538",537,-0.401914271738479,-0.638595822696696,-0.165232720587525
"539",538,-0.401844173379964,-0.638308134284496,-0.165380212334179
"540",539,-0.401774075021448,-0.638020445872296,-0.165527704080832
"541",540,-0.401703976662933,-0.637732757460095,-0.165675195827486
"542",541,-0.401604710534794,-0.637415600182438,-0.165793820900348
"543",542,-0.401420837349767,-0.637012962458103,-0.165828712306113
"544",543,-0.40123696416474,-0.636610324733767,-0.165863603711878
"545",544,-0.401053090979712,-0.636207687009432,-0.165898495117643
"546",545,-0.400869217794685,-0.635805049285096,-0.165933386523408
"547",546,-0.400685344609658,-0.635402411560761,-0.165968277929173
"548",547,-0.400501471424631,-0.634999773836425,-0.166003169334938
"549",548,-0.400317598239604,-0.63459713611209,-0.166038060740703
"550",549,-0.400133725054577,-0.634194498387754,-0.166072952146468
"551",550,-0.39994985186955,-0.633791860663418,-0.166107843552233
"552",551,-0.399765978684523,-0.633389222939083,-0.166142734957998
"553",552,-0.399582105499496,-0.632986585214747,-0.166177626363763
"554",553,-0.399398232314469,-0.632583947490412,-0.166212517769528
"555",554,-0.399214359129442,-0.632181309766076,-0.166247409175293
"556",555,-0.399030485944414,-0.63177867204174,-0.166282300581058
"557",556,-0.398846612759387,-0.631376034317405,-0.166317191986823
"558",557,-0.39866273957436,-0.63097339659307,-0.166352083392588
"559",558,-0.398478866389333,-0.630570758868734,-0.166386974798353
"560",559,-0.398294993204306,-0.630168121144398,-0.166421866204118
"561",560,-0.398111120019279,-0.629765483420063,-0.166456757609883
"562",561,-0.397861607896904,-0.629295911719353,-0.166427304988712
"563",562,-0.397598910634662,-0.628812894739422,-0.16638492734119
"564",563,-0.397336213372419,-0.628329877759491,-0.166342549693668
"565",564,-0.397073516110176,-0.62784686077956,-0.166300172046147
"566",565,-0.396810818847933,-0.627363843799629,-0.166257794398625
"567",566,-0.39654812158569,-0.626880826819698,-0.166215416751103
"568",567,-0.396285424323448,-0.626397809839767,-0.166173039103581
"569",568,-0.396022727061205,-0.625914792859836,-0.166130661456059
"570",569,-0.395760029798962,-0.625431775879905,-0.166088283808538
"571",570,-0.39549733253672,-0.624948758899973,-0.166045906161016
"572",571,-0.395234635274477,-0.624465741920042,-0.166003528513494
"573",572,-0.394971938012234,-0.623982724940111,-0.165961150865972
"574",573,-0.394709240749991,-0.62349970796018,-0.16591877321845
"575",574,-0.394446543487748,-0.623016690980249,-0.165876395570929
"576",575,-0.394183846225506,-0.622533674000318,-0.165834017923407
"577",576,-0.393921148963263,-0.622050657020387,-0.165791640275885
"578",577,-0.39365845170102,-0.621567640040456,-0.165749262628363
"579",578,-0.393395754438777,-0.621084623060525,-0.165706884980841
"580",579,-0.393133057176535,-0.620601606080594,-0.165664507333319
"581",580,-0.392852877833416,-0.620101028439313,-0.165604726269641
"582",581,-0.392547446605195,-0.619575085407844,-0.165519806947636
"583",582,-0.392242015376974,-0.619049142376374,-0.165434887625631
"584",583,-0.391936584148752,-0.618523199344905,-0.165349968303625
"585",584,-0.391631152920531,-0.617997256313435,-0.16526504898162
"586",585,-0.39132572169231,-0.617471313281966,-0.165180129659614
"587",586,-0.391020290464089,-0.616945370250496,-0.165095210337609
"588",587,-0.390714859235868,-0.616419427219027,-0.165010291015604
"589",588,-0.390409428007647,-0.615893484187557,-0.164925371693598
"590",589,-0.390103996779426,-0.615367541156088,-0.164840452371593
"591",590,-0.389798565551205,-0.614841598124618,-0.164755533049587
"592",591,-0.389493134322983,-0.614315655093149,-0.164670613727582
"593",592,-0.389187703094762,-0.613789712061679,-0.164585694405576
"594",593,-0.388882271866541,-0.61326376903021,-0.164500775083571
"595",594,-0.38857684063832,-0.61273782599874,-0.164415855761566
"596",595,-0.388271409410099,-0.612211882967271,-0.16433093643956
"597",596,-0.387965978181878,-0.611685939935801,-0.164246017117555
"598",597,-0.387660546953657,-0.611159996904332,-0.164161097795549
"599",598,-0.387355115725436,-0.610634053872862,-0.164076178473544
"600",599,-0.387049684497214,-0.610108110841393,-0.163991259151539
"601",600,-0.386734948921802,-0.609573006546151,-0.163896892246717
"602",601,-0.386420076017206,-0.609037767033592,-0.163802385898601
"603",602,-0.386105203112611,-0.608502527521034,-0.163707879550485
"604",603,-0.385790330208015,-0.607967288008475,-0.16361337320237
"605",604,-0.38547545730342,-0.607432048495916,-0.163518866854254
"606",605,-0.385160584398824,-0.606896808983357,-0.163424360506138
"607",606,-0.384845711494228,-0.606361569470798,-0.163329854158022
"608",607,-0.384530838589633,-0.605826329958239,-0.163235347809906
"609",608,-0.384215965685037,-0.60529109044568,-0.16314084146179
"610",609,-0.383901092780442,-0.604755850933122,-0.163046335113674
"611",610,-0.383586219875846,-0.604220611420563,-0.162951828765558
"612",611,-0.383271346971251,-0.603685371908004,-0.162857322417442
"613",612,-0.382956474066655,-0.603150132395445,-0.162762816069326
"614",613,-0.382641601162059,-0.602614892882886,-0.16266830972121
"615",614,-0.382326728257464,-0.602079653370327,-0.162573803373094
"616",615,-0.382011855352868,-0.601544413857769,-0.162479297024978
"617",616,-0.381696982448273,-0.60100917434521,-0.162384790676862
"618",617,-0.381382109543677,-0.600473934832651,-0.162290284328746
"619",618,-0.381067236639082,-0.599938695320092,-0.16219577798063
"620",619,-0.380764389065716,-0.59941390038224,-0.162114877749193
"621",620,-0.380470920479299,-0.598897251542651,-0.162044589415948
"622",621,-0.380177451892882,-0.598380602703062,-0.161974301082703
"623",622,-0.379883983306465,-0.597863953863473,-0.161904012749458
"624",623,-0.379590514720048,-0.597347305023884,-0.161833724416212
"625",624,-0.379297046133631,-0.596830656184295,-0.161763436082967
"626",625,-0.379003577547214,-0.596314007344706,-0.161693147749722
"627",626,-0.378710108960797,-0.595797358505117,-0.161622859416477
"628",627,-0.37841664037438,-0.595280709665527,-0.161552571083232
"629",628,-0.378123171787963,-0.594764060825938,-0.161482282749987
"630",629,-0.377829703201546,-0.594247411986349,-0.161411994416742
"631",630,-0.377536234615128,-0.59373076314676,-0.161341706083497
"632",631,-0.377242766028711,-0.593214114307171,-0.161271417750251
"633",632,-0.376949297442294,-0.592697465467582,-0.161201129417006
"634",633,-0.376655828855877,-0.592180816627993,-0.161130841083761
"635",634,-0.37636236026946,-0.591664167788404,-0.161060552750516
"636",635,-0.376068891683043,-0.591147518948815,-0.160990264417271
"637",636,-0.375775423096626,-0.590630870109226,-0.160919976084026
"638",637,-0.375481954510209,-0.590114221269637,-0.160849687750781
"639",638,-0.375193826606325,-0.589602989156951,-0.160784664062813
"640",639,-0.374939007645283,-0.589125540263111,-0.160752475086053
"641",640,-0.374684188684241,-0.588648091369271,-0.160720286109292
"642",641,-0.374429369723199,-0.588170642475431,-0.160688097132531
"643",642,-0.374174550762157,-0.587693193581591,-0.160655908155771
"644",643,-0.373919731801114,-0.587215744687751,-0.16062371917901
"645",644,-0.373664912840072,-0.586738295793911,-0.160591530202249
"646",645,-0.37341009387903,-0.586260846900071,-0.160559341225489
"647",646,-0.373155274917988,-0.585783398006231,-0.160527152248728
"648",647,-0.372900455956946,-0.585305949112391,-0.160494963271968
"649",648,-0.372645636995904,-0.584828500218551,-0.160462774295207
"650",649,-0.372390818034862,-0.584351051324711,-0.160430585318446
"651",650,-0.372135999073819,-0.583873602430871,-0.160398396341686
"652",651,-0.371881180112777,-0.583396153537031,-0.160366207364925
"653",652,-0.371626361151735,-0.582918704643191,-0.160334018388164
"654",653,-0.371371542190693,-0.582441255749351,-0.160301829411404
"655",654,-0.371116723229651,-0.581963806855511,-0.160269640434643
"656",655,-0.370861904268609,-0.581486357961671,-0.160237451457882
"657",656,-0.370607085307566,-0.581008909067831,-0.160205262481122
"658",657,-0.370352266346524,-0.580531460173991,-0.160173073504361
"659",658,-0.370130582556717,-0.58008922805803,-0.160171938018617
"660",659,-0.36992213600222,-0.579661064762548,-0.160183208153621
"661",660,-0.369713689447723,-0.579232901467066,-0.160194478288626
"662",661,-0.369505242893227,-0.578804738171584,-0.160205748423631
"663",662,-0.36929679633873,-0.578376574876103,-0.160217018558635
"664",663,-0.369088349784233,-0.577948411580621,-0.16022828869364
"665",664,-0.368879903229736,-0.577520248285139,-0.160239558828644
"666",665,-0.36867145667524,-0.577092084989657,-0.160250828963649
"667",666,-0.368463010120743,-0.576663921694175,-0.160262099098654
"668",667,-0.368254563566246,-0.576235758398693,-0.160273369233658
"669",668,-0.368046117011749,-0.575807595103211,-0.160284639368663
"670",669,-0.367837670457252,-0.575379431807729,-0.160295909503667
"671",670,-0.367629223902755,-0.574951268512248,-0.160307179638672
"672",671,-0.367420777348259,-0.574523105216766,-0.160318449773677
"673",672,-0.367212330793762,-0.574094941921284,-0.160329719908681
"674",673,-0.367003884239265,-0.573666778625802,-0.160340990043686
"675",674,-0.366795437684768,-0.57323861533032,-0.16035226017869
"676",675,-0.366586991130271,-0.572810452034838,-0.160363530313695
"677",676,-0.366378544575775,-0.572382288739356,-0.160374800448699
"678",677,-0.366183930865665,-0.571969180072046,-0.160398681659284
"679",678,-0.366023034728608,-0.571592767077074,-0.160453302380142
"680",679,-0.365862138591551,-0.571216354082102,-0.160507923101
"681",680,-0.365701242454494,-0.570839941087131,-0.160562543821858
"682",681,-0.365540346317437,-0.570463528092159,-0.160617164542715
"683",682,-0.36537945018038,-0.570087115097187,-0.160671785263573
"684",683,-0.365218554043323,-0.569710702102216,-0.160726405984431
"685",684,-0.365057657906266,-0.569334289107244,-0.160781026705289
"686",685,-0.364896761769209,-0.568957876112272,-0.160835647426147
"687",686,-0.364735865632152,-0.5685814631173,-0.160890268147004
"688",687,-0.364574969495096,-0.568205050122329,-0.160944888867862
"689",688,-0.364414073358039,-0.567828637127357,-0.16099950958872
"690",689,-0.364253177220982,-0.567452224132385,-0.161054130309578
"691",690,-0.364092281083925,-0.567075811137414,-0.161108751030436
"692",691,-0.363931384946868,-0.566699398142442,-0.161163371751294
"693",692,-0.363770488809811,-0.56632298514747,-0.161217992472151
"694",693,-0.363609592672754,-0.565946572152499,-0.161272613193009
"695",694,-0.363448696535697,-0.565570159157527,-0.161327233913867
"696",695,-0.36328780039864,-0.565193746162555,-0.161381854634725
"697",696,-0.363126904261583,-0.564817333167584,-0.161436475355583
"698",697,-0.363004105006806,-0.564485928721896,-0.161522281247066
"699",698,-0.36288713607869,-0.564161412360722,-0.161612859700525
"700",699,-0.362770167150575,-0.563836895999548,-0.161703438153983
"701",700,-0.362653198222459,-0.563512379638374,-0.161794016607442
"702",701,-0.362536229294343,-0.563187863277201,-0.1618845950609
"703",702,-0.362419260366227,-0.562863346916027,-0.161975173514359
"704",703,-0.362302291438112,-0.562538830554853,-0.162065751967818
"705",704,-0.362185322509996,-0.562214314193679,-0.162156330421276
"706",705,-0.36206835358188,-0.561889797832506,-0.162246908874735
"707",706,-0.361951384653764,-0.561565281471332,-0.162337487328193
"708",707,-0.361834415725648,-0.561240765110158,-0.162428065781652
"709",708,-0.361717446797533,-0.560916248748984,-0.16251864423511
"710",709,-0.361600477869417,-0.560591732387811,-0.162609222688569
"711",710,-0.361483508941301,-0.560267216026637,-0.162699801142027
"712",711,-0.361366540013185,-0.559942699665463,-0.162790379595486
"713",712,-0.36124957108507,-0.559618183304289,-0.162880958048944
"714",713,-0.361132602156954,-0.559293666943116,-0.162971536502403
"715",714,-0.361015633228838,-0.558969150581942,-0.163062114955861
"716",715,-0.360898664300722,-0.558644634220768,-0.16315269340932
"717",716,-0.360799432189202,-0.558341481641867,-0.163257381759378
"718",717,-0.360722443823069,-0.558065121386763,-0.163379765333699
"719",718,-0.360645455456936,-0.55778876113166,-0.163502148908021
"720",719,-0.360568467090804,-0.557512400876556,-0.163624532482342
"721",720,-0.360491478724671,-0.557236040621452,-0.163746916056664
"722",721,-0.360414490358538,-0.556959680366349,-0.163869299630985
"723",722,-0.360337501992405,-0.556683320111245,-0.163991683205307
"724",723,-0.360260513626272,-0.556406959856141,-0.164114066779628
"725",724,-0.360183525260139,-0.556130599601038,-0.16423645035395
"726",725,-0.360106536894006,-0.555854239345934,-0.164358833928271
"727",726,-0.360029548527873,-0.555577879090831,-0.164481217502593
"728",727,-0.35995256016174,-0.555301518835727,-0.164603601076914
"729",728,-0.359875571795608,-0.555025158580623,-0.164725984651236
"730",729,-0.359798583429475,-0.55474879832552,-0.164848368225557
"731",730,-0.359721595063342,-0.554472438070416,-0.164970751799879
"732",731,-0.359644606697209,-0.554196077815312,-0.1650931353742
"733",732,-0.359567618331076,-0.553919717560209,-0.165215518948522
"734",733,-0.359490629964943,-0.553643357305105,-0.165337902522843
"735",734,-0.35941364159881,-0.553366997050001,-0.165460286097165
"736",735,-0.359337415645029,-0.553091549066936,-0.165583282223122
"737",736,-0.359298547896478,-0.552860802413735,-0.165736293379221
"738",737,-0.359259680147926,-0.552630055760533,-0.165889304535319
"739",738,-0.359220812399375,-0.552399309107332,-0.166042315691418
"740",739,-0.359181944650824,-0.552168562454131,-0.166195326847517
"741",740,-0.359143076902272,-0.55193781580093,-0.166348338003615
"742",741,-0.359104209153721,-0.551707069147728,-0.166501349159714
"743",742,-0.35906534140517,-0.551476322494527,-0.166654360315813
"744",743,-0.359026473656619,-0.551245575841326,-0.166807371471911
"745",744,-0.358987605908067,-0.551014829188124,-0.16696038262801
"746",745,-0.358948738159516,-0.550784082534923,-0.167113393784109
"747",746,-0.358909870410965,-0.550553335881722,-0.167266404940208
"748",747,-0.358871002662413,-0.55032258922852,-0.167419416096306
"749",748,-0.358832134913862,-0.550091842575319,-0.167572427252405
"750",749,-0.358793267165311,-0.549861095922118,-0.167725438408504
"751",750,-0.358754399416759,-0.549630349268917,-0.167878449564602
"752",751,-0.358715531668208,-0.549399602615715,-0.168031460720701
"753",752,-0.358676663919657,-0.549168855962514,-0.1681844718768
"754",753,-0.358637796171106,-0.548938109309313,-0.168337483032898
"755",754,-0.358598928422554,-0.548707362656112,-0.168490494188997
"756",755,-0.358582676630584,-0.548500872426874,-0.168664480803591
"757",756,-0.358581731956834,-0.548310799630517,-0.168852664200964
"758",757,-0.358580787283084,-0.548120726834161,-0.169040847598337
"759",758,-0.358579842609334,-0.547930654037805,-0.16922903099571
"760",759,-0.358578897935585,-0.547740581241449,-0.169417214393083
"761",760,-0.358577953261835,-0.547550508445092,-0.169605397790456
"762",761,-0.358577008588085,-0.547360435648736,-0.169793581187829
"763",762,-0.358576063914335,-0.54717036285238,-0.169981764585202
"764",763,-0.358575119240585,-0.546980290056023,-0.170169947982575
"765",764,-0.358574174566835,-0.546790217259667,-0.170358131379948
"766",765,-0.358573229893086,-0.546600144463311,-0.170546314777321
"767",766,-0.358572285219336,-0.546410071666954,-0.170734498174694
"768",767,-0.358571340545586,-0.546219998870598,-0.170922681572067
"769",768,-0.358570395871836,-0.546029926074242,-0.17111086496944
"770",769,-0.358569451198086,-0.545839853277885,-0.171299048366813
"771",770,-0.358568506524337,-0.545649780481529,-0.171487231764186
"772",771,-0.358567561850587,-0.545459707685173,-0.171675415161559
"773",772,-0.358566617176837,-0.545269634888816,-0.171863598558932
"774",773,-0.358565672503087,-0.54507956209246,-0.172051781956305
"775",774,-0.35857165250307,-0.544896579637652,-0.172246724377381
"776",775,-0.35861079810897,-0.544747556251917,-0.172474039026399
"777",776,-0.35864994371487,-0.544598532866183,-0.172701353675418
"778",777,-0.35868908932077,-0.544449509480448,-0.172928668324436
"779",778,-0.35872823492667,-0.544300486094713,-0.173155982973454
"780",779,-0.35876738053257,-0.544151462708978,-0.173383297622473
"781",780,-0.35880652613847,-0.544002439323243,-0.173610612271491
"782",781,-0.35884567174437,-0.543853415937509,-0.173837926920509
"783",782,-0.35888481735027,-0.543704392551774,-0.174065241569528
"784",783,-0.35892396295617,-0.543555369166039,-0.174292556218546
"785",784,-0.35896310856207,-0.543406345780304,-0.174519870867564
"786",785,-0.35900225416797,-0.54325732239457,-0.174747185516583
"787",786,-0.35904139977387,-0.543108299008835,-0.174974500165601
"788",787,-0.35908054537977,-0.5429592756231,-0.175201814814619
"789",788,-0.35911969098567,-0.542810252237365,-0.175429129463638
"790",789,-0.35915883659157,-0.54266122885163,-0.175656444112656
"791",790,-0.359197982197469,-0.542512205465896,-0.175883758761674
"792",791,-0.359237127803369,-0.542363182080161,-0.176111073410693
"793",792,-0.359276273409269,-0.542214158694426,-0.176338388059711
"794",793,-0.359315419015169,-0.542065135308691,-0.176565702708729
"795",794,-0.359387044903818,-0.54194894165179,-0.176825148155846
"796",795,-0.359469550105213,-0.541843744355053,-0.177095355855372
"797",796,-0.359552055306608,-0.541738547058316,-0.177365563554899
"798",797,-0.359634560508003,-0.54163334976158,-0.177635771254425
"799",798,-0.359717065709397,-0.541528152464843,-0.177905978953952
"800",799,-0.359799570910792,-0.541422955168106,-0.178176186653478
"801",800,-0.359882076112187,-0.541317757871369,-0.178446394353005
"802",801,-0.359964581313582,-0.541212560574632,-0.178716602052531
"803",802,-0.360047086514977,-0.541107363277896,-0.178986809752058
"804",803,-0.360129591716372,-0.541002165981159,-0.179257017451584
"805",804,-0.360212096917766,-0.540896968684422,-0.179527225151111
"806",805,-0.360294602119161,-0.540791771387685,-0.179797432850637
"807",806,-0.360377107320556,-0.540686574090948,-0.180067640550164
"808",807,-0.360459612521951,-0.540581376794211,-0.18033784824969
"809",808,-0.360542117723346,-0.540476179497475,-0.180608055949217
"810",809,-0.360624622924741,-0.540370982200738,-0.180878263648743
"811",810,-0.360707128126135,-0.540265784904001,-0.18114847134827
"812",811,-0.36078963332753,-0.540160587607264,-0.181418679047796
"813",812,-0.360872138528925,-0.540055390310527,-0.181688886747323
"814",813,-0.360969660128619,-0.539965206868381,-0.181974113388857
"815",814,-0.361098305036882,-0.539906141462659,-0.182290468611105
"816",815,-0.361226949945145,-0.539847076056937,-0.182606823833353
"817",816,-0.361355594853408,-0.539788010651215,-0.182923179055601
"818",817,-0.361484239761671,-0.539728945245493,-0.183239534277849
"819",818,-0.361612884669934,-0.539669879839771,-0.183555889500097
"820",819,-0.361741529578197,-0.539610814434049,-0.183872244722345
"821",820,-0.36187017448646,-0.539551749028327,-0.184188599944593
"822",821,-0.361998819394723,-0.539492683622605,-0.184504955166841
"823",822,-0.362127464302986,-0.539433618216884,-0.184821310389089
"824",823,-0.362256109211249,-0.539374552811162,-0.185137665611337
"825",824,-0.362384754119512,-0.53931548740544,-0.185454020833585
"826",825,-0.362513399027776,-0.539256421999718,-0.185770376055833
"827",826,-0.362642043936039,-0.539197356593996,-0.186086731278081
"828",827,-0.362770688844302,-0.539138291188274,-0.186403086500329
"829",828,-0.362899333752565,-0.539079225782552,-0.186719441722577
"830",829,-0.363027978660828,-0.53902016037683,-0.187035796944825
"831",830,-0.363156623569091,-0.538961094971108,-0.187352152167073
"832",831,-0.363285268477354,-0.538902029565386,-0.187668507389321
"833",832,-0.363413913385617,-0.538842964159665,-0.187984862611569
"834",833,-0.363585684338207,-0.538824592240341,-0.188346776389644
"835",834,-0.36376215047462,-0.53881065066936,-0.188713650181966
"836",835,-0.363938616611032,-0.53879670909838,-0.189080523974288
"837",836,-0.364115082747444,-0.538782767527399,-0.18944739776661
"838",837,-0.364291548883857,-0.538768825956418,-0.189814271558932
"839",838,-0.364468015020269,-0.538754884385437,-0.190181145351254
"840",839,-0.364644481156681,-0.538740942814456,-0.190548019143575
"841",840,-0.364820947293094,-0.538727001243475,-0.190914892935897
"842",841,-0.364997413429506,-0.538713059672494,-0.191281766728219
"843",842,-0.365173879565918,-0.538699118101514,-0.191648640520541
"844",843,-0.365350345702331,-0.538685176530533,-0.192015514312863
"845",844,-0.365526811838743,-0.538671234959552,-0.192382388105185
"846",845,-0.365703277975155,-0.538657293388571,-0.192749261897507
"847",846,-0.365879744111568,-0.53864335181759,-0.193116135689829
"848",847,-0.36605621024798,-0.53862941024661,-0.193483009482151
"849",848,-0.366232676384392,-0.538615468675629,-0.193849883274473
"850",849,-0.366409142520805,-0.538601527104648,-0.194216757066794
"851",850,-0.366585608657217,-0.538587585533667,-0.194583630859116
"852",851,-0.36676207479363,-0.538573643962686,-0.194950504651438
"853",852,-0.36696122749625,-0.53857975960177,-0.195342694439968
"854",853,-0.367185137004032,-0.538607762750717,-0.195762510409551
"855",854,-0.367409046511813,-0.538635765899663,-0.196182326379135
"856",855,-0.367632956019595,-0.53866376904861,-0.196602142348719
"857",856,-0.367856865527377,-0.538691772197557,-0.197021958318303
"858",857,-0.368080775035158,-0.538719775346504,-0.197441774287887
"859",858,-0.36830468454294,-0.538747778495451,-0.197861590257471
"860",859,-0.368528594050722,-0.538775781644397,-0.198281406227055
"861",860,-0.368752503558503,-0.538803784793344,-0.198701222196638
"862",861,-0.368976413066285,-0.538831787942291,-0.199121038166222
"863",862,-0.369200322574067,-0.538859791091238,-0.199540854135806
"864",863,-0.369424232081848,-0.538887794240185,-0.19996067010539
"865",864,-0.36964814158963,-0.538915797389132,-0.200380486074974
"866",865,-0.369872051097412,-0.538943800538078,-0.200800302044558
"867",866,-0.370095960605194,-0.538971803687025,-0.201220118014142
"868",867,-0.370319870112975,-0.538999806835972,-0.201639933983726
"869",868,-0.370543779620757,-0.539027809984919,-0.202059749953309
"870",869,-0.370767689128539,-0.539055813133866,-0.202479565922893
"871",870,-0.37099159863632,-0.539083816282813,-0.202899381892477
"872",871,-0.371217885224095,-0.539114165039968,-0.203321606402607
"873",872,-0.371485374894928,-0.539185171364427,-0.203785579316844
"874",873,-0.371752864565759,-0.539256177688887,-0.204249552231081
"875",874,-0.372020354236591,-0.539327184013346,-0.204713525145318
"876",875,-0.372287843907423,-0.539398190337806,-0.205177498059555
"877",876,-0.372555333578255,-0.539469196662265,-0.205641470973792
"878",877,-0.372822823249087,-0.539540202986725,-0.206105443888029
"879",878,-0.373090312919919,-0.539611209311184,-0.206569416802267
"880",879,-0.373357802590751,-0.539682215635644,-0.207033389716504
"881",880,-0.373625292261583,-0.539753221960104,-0.207497362630741
"882",881,-0.373892781932415,-0.539824228284563,-0.207961335544978
"883",882,-0.374160271603247,-0.539895234609023,-0.208425308459215
"884",883,-0.374427761274079,-0.539966240933482,-0.208889281373452
"885",884,-0.374695250944911,-0.540037247257942,-0.209353254287689
"886",885,-0.374962740615743,-0.540108253582401,-0.209817227201926
"887",886,-0.375230230286575,-0.540179259906861,-0.210281200116163
"888",887,-0.375497719957407,-0.54025026623132,-0.2107451730304
"889",888,-0.375765209628239,-0.54032127255578,-0.211209145944637
"890",889,-0.376032699299071,-0.540392278880239,-0.211673118858874
"891",890,-0.376300188969903,-0.540463285204699,-0.212137091773111
"892",891,-0.376590689450918,-0.540560261372294,-0.212621116529541
"893",892,-0.376894651592712,-0.54067243027826,-0.213116871907164
"894",893,-0.377198613734507,-0.540784599184226,-0.213612627284788
"895",894,-0.377502575876302,-0.540896768090192,-0.214108382662411
"896",895,-0.377806538018096,-0.541008936996158,-0.214604138040035
"897",896,-0.378110500159891,-0.541121105902124,-0.215099893417658
"898",897,-0.378414462301686,-0.54123327480809,-0.215595648795282
"899",898,-0.37871842444348,-0.541345443714055,-0.216091404172905
"900",899,-0.379022386585275,-0.541457612620021,-0.216587159550528
"901",900,-0.37932634872707,-0.541569781525987,-0.217082914928152
"902",901,-0.379630310868864,-0.541681950431953,-0.217578670305775
"903",902,-0.379934273010659,-0.541794119337919,-0.218074425683399
"904",903,-0.380238235152454,-0.541906288243885,-0.218570181061022
"905",904,-0.380542197294248,-0.542018457149851,-0.219065936438646
"906",905,-0.380846159436043,-0.542130626055817,-0.219561691816269
"907",906,-0.381150121577838,-0.542242794961783,-0.220057447193892
"908",907,-0.381454083719632,-0.542354963867749,-0.220553202571516
"909",908,-0.381758045861427,-0.542467132773714,-0.221048957949139
"910",909,-0.382062008003222,-0.54257930167968,-0.221544713326763
"911",910,-0.382371550301137,-0.542697594642854,-0.222045504980761
"912",911,-0.382702434213351,-0.542839309399982,-0.22256555815103
"913",912,-0.383033318125566,-0.54298102415711,-0.223085611321299
"914",913,-0.383364202037781,-0.543122738914239,-0.223605664491567
