"","age_ce","estimate","lower_ci","upper_ci"
"915",914,-0.383695085949996,-0.543264453671367,-0.224125717661836
"916",915,-0.38402596986221,-0.543406168428495,-0.224645770832105
"917",916,-0.384356853774425,-0.543547883185623,-0.225165824002374
"918",917,-0.38468773768664,-0.543689597942751,-0.225685877172643
"919",918,-0.385018621598855,-0.543831312699879,-0.226205930342911
"920",919,-0.38534950551107,-0.543973027457007,-0.22672598351318
"921",920,-0.385680389423284,-0.544114742214136,-0.227246036683449
"922",921,-0.386011273335499,-0.544256456971264,-0.227766089853718
"923",922,-0.386342157247714,-0.544398171728392,-0.228286143023987
"924",923,-0.386673041159929,-0.54453988648552,-0.228806196194255
"925",924,-0.387003925072144,-0.544681601242648,-0.229326249364524
"926",925,-0.387334808984358,-0.544823315999776,-0.229846302534793
"927",926,-0.387665692896573,-0.544965030756904,-0.230366355705062
"928",927,-0.387996576808788,-0.545106745514032,-0.23088640887533
"929",928,-0.388327460721003,-0.545248460271161,-0.231406462045599
"930",929,-0.388658344633218,-0.545390175028289,-0.231926515215868
"931",930,-0.388999060421669,-0.545544754104604,-0.23245336769839
"932",931,-0.389342490817502,-0.545702885053928,-0.232982097489248
"933",932,-0.389685921213336,-0.545861016003252,-0.233510827280107
"934",933,-0.390029351609169,-0.546019146952576,-0.234039557070966
"935",934,-0.390372782005002,-0.5461772779019,-0.234568286861825
"936",935,-0.390716212400835,-0.546335408851223,-0.235097016652684
"937",936,-0.391059642796668,-0.546493539800547,-0.235625746443543
"938",937,-0.391403073192502,-0.546651670749871,-0.236154476234402
"939",938,-0.391746503588335,-0.546809801699195,-0.236683206025261
"940",939,-0.392089933984168,-0.546967932648519,-0.23721193581612
"941",940,-0.392433364380001,-0.547126063597842,-0.237740665606979
"942",941,-0.392776794775834,-0.547284194547166,-0.238269395397838
"943",942,-0.393120225171668,-0.54744232549649,-0.238798125188697
"944",943,-0.393463655567501,-0.547600456445814,-0.239326854979556
"945",944,-0.393807085963334,-0.547758587395137,-0.239855584770415
"946",945,-0.394150516359167,-0.547916718344461,-0.240384314561273
"947",946,-0.394493946755,-0.548074849293785,-0.240913044352132
"948",947,-0.394837377150834,-0.548232980243109,-0.241441774142991
"949",948,-0.395180807546667,-0.548391111192433,-0.24197050393385
"950",949,-0.395522221223867,-0.548549619513793,-0.24249482293394
"951",950,-0.395860049623496,-0.548708798718775,-0.243011300528218
"952",951,-0.396197878023126,-0.548867977923756,-0.243527778122496
"953",952,-0.396535706422756,-0.549027157128738,-0.244044255716774
"954",953,-0.396873534822385,-0.549186336333719,-0.244560733311052
"955",954,-0.397211363222015,-0.5493455155387,-0.245077210905329
"956",955,-0.397549191621645,-0.549504694743682,-0.245593688499607
"957",956,-0.397887020021274,-0.549663873948663,-0.246110166093885
"958",957,-0.398224848420904,-0.549823053153645,-0.246626643688163
"959",958,-0.398562676820533,-0.549982232358626,-0.247143121282441
"960",959,-0.398900505220163,-0.550141411563607,-0.247659598876719
"961",960,-0.399238333619793,-0.550300590768589,-0.248176076470997
"962",961,-0.399576162019422,-0.55045976997357,-0.248692554065274
"963",962,-0.399913990419052,-0.550618949178552,-0.249209031659552
"964",963,-0.400251818818682,-0.550778128383533,-0.24972550925383
"965",964,-0.400589647218311,-0.550937307588515,-0.250241986848108
"966",965,-0.400927475617941,-0.551096486793496,-0.250758464442386
"967",966,-0.401265304017571,-0.551255665998477,-0.251274942036664
"968",967,-0.4016031324172,-0.551414845203459,-0.251791419630942
"969",968,-0.40194096081683,-0.55157402440844,-0.25230789722522
"970",969,-0.402253801378482,-0.551714447163485,-0.25279315559348
"971",970,-0.402564943736518,-0.551853595207561,-0.253276292265474
"972",971,-0.402876086094553,-0.551992743251638,-0.253759428937468
"973",972,-0.403187228452588,-0.552131891295714,-0.254242565609462
"974",973,-0.403498370810623,-0.552271039339791,-0.254725702281455
"975",974,-0.403809513168658,-0.552410187383867,-0.255208838953449
"976",975,-0.404120655526694,-0.552549335427944,-0.255691975625443
"977",976,-0.404431797884729,-0.552688483472021,-0.256175112297437
"978",977,-0.404742940242764,-0.552827631516097,-0.256658248969431
"979",978,-0.405054082600799,-0.552966779560174,-0.257141385641424
"980",979,-0.405365224958834,-0.55310592760425,-0.257624522313418
"981",980,-0.40567636731687,-0.553245075648327,-0.258107658985412
"982",981,-0.405987509674905,-0.553384223692404,-0.258590795657406
"983",982,-0.40629865203294,-0.55352337173648,-0.2590739323294
"984",983,-0.406609794390975,-0.553662519780557,-0.259557069001393
"985",984,-0.40692093674901,-0.553801667824633,-0.260040205673387
"986",985,-0.407232079107045,-0.55394081586871,-0.260523342345381
"987",986,-0.407543221465081,-0.554079963912787,-0.261006479017375
"988",987,-0.407854363823116,-0.554219111956863,-0.261489615689369
"989",988,-0.408140954017879,-0.554336139669193,-0.261945768366565
"990",989,-0.40840421095364,-0.554432145224569,-0.262376276682711
"991",990,-0.408667467889401,-0.554528150779945,-0.262806784998858
"992",991,-0.408930724825162,-0.55462415633532,-0.263237293315004
"993",992,-0.409193981760923,-0.554720161890696,-0.26366780163115
"994",993,-0.409457238696684,-0.554816167446072,-0.264098309947296
"995",994,-0.409720495632445,-0.554912173001448,-0.264528818263442
"996",995,-0.409983752568206,-0.555008178556824,-0.264959326579589
"997",996,-0.410247009503967,-0.555104184112199,-0.265389834895735
"998",997,-0.410510266439728,-0.555200189667575,-0.265820343211881
"999",998,-0.410773523375489,-0.555296195222951,-0.266250851528027
"1000",999,-0.41103678031125,-0.555392200778327,-0.266681359844173
"1001",1000,-0.411300037247011,-0.555488206333703,-0.26711186816032
"1002",1001,-0.411563294182772,-0.555584211889079,-0.267542376476466
"1003",1002,-0.411826551118533,-0.555680217444454,-0.267972884792612
"1004",1003,-0.412089808054294,-0.55577622299983,-0.268403393108758
"1005",1004,-0.412353064990055,-0.555872228555206,-0.268833901424904
"1006",1005,-0.412616321925816,-0.555968234110582,-0.269264409741051
"1007",1006,-0.412879578861577,-0.556064239665958,-0.269694918057197
"1008",1007,-0.413136799441043,-0.556154395884208,-0.270119202997878
"1009",1008,-0.413332301350253,-0.556184745608012,-0.270479857092494
"1010",1009,-0.413527803259463,-0.556215095331815,-0.270840511187111
"1011",1010,-0.413723305168673,-0.556245445055619,-0.271201165281727
"1012",1011,-0.413918807077883,-0.556275794779422,-0.271561819376344
"1013",1012,-0.414114308987093,-0.556306144503226,-0.27192247347096
"1014",1013,-0.414309810896303,-0.55633649422703,-0.272283127565576
"1015",1014,-0.414505312805513,-0.556366843950833,-0.272643781660193
"1016",1015,-0.414700814714723,-0.556397193674637,-0.273004435754809
"1017",1016,-0.414896316623933,-0.55642754339844,-0.273365089849426
"1018",1017,-0.415091818533143,-0.556457893122244,-0.273725743944042
"1019",1018,-0.415287320442353,-0.556488242846047,-0.274086398038658
"1020",1019,-0.415482822351563,-0.556518592569851,-0.274447052133275
"1021",1020,-0.415678324260773,-0.556548942293654,-0.274807706227891
"1022",1021,-0.415873826169983,-0.556579292017458,-0.275168360322508
"1023",1022,-0.416069328079193,-0.556609641741261,-0.275529014417124
"1024",1023,-0.416264829988403,-0.556639991465065,-0.27588966851174
"1025",1024,-0.416460331897613,-0.556670341188868,-0.276250322606357
"1026",1025,-0.416655833806822,-0.556700690912672,-0.276610976700973
"1027",1026,-0.416851335716032,-0.556731040636475,-0.27697163079559
"1028",1027,-0.416991719941207,-0.55670713397301,-0.277276305875144
"1029",1028,-0.41710439472394,-0.556655950868845,-0.277552838493292
"1030",1029,-0.417217069506674,-0.55660476776468,-0.27782937111144
"1031",1030,-0.417329744289408,-0.556553584660516,-0.278105903729589
"1032",1031,-0.417442419072141,-0.556502401556351,-0.278382436347737
"1033",1032,-0.417555093854875,-0.556451218452186,-0.278658968965885
"1034",1033,-0.417667768637609,-0.556400035348022,-0.278935501584034
"1035",1034,-0.417780443420342,-0.556348852243857,-0.279212034202182
"1036",1035,-0.417893118203076,-0.556297669139692,-0.27948856682033
"1037",1036,-0.41800579298581,-0.556246486035527,-0.279765099438479
"1038",1037,-0.418118467768543,-0.556195302931363,-0.280041632056627
"1039",1038,-0.418231142551277,-0.556144119827198,-0.280318164674775
"1040",1039,-0.41834381733401,-0.556092936723033,-0.280594697292924
"1041",1040,-0.418456492116744,-0.556041753618869,-0.280871229911072
"1042",1041,-0.418569166899478,-0.555990570514704,-0.28114776252922
"1043",1042,-0.418681841682211,-0.555939387410539,-0.281424295147369
"1044",1043,-0.418794516464945,-0.555888204306375,-0.281700827765517
"1045",1044,-0.418907191247679,-0.55583702120221,-0.281977360383665
"1046",1045,-0.419019866030412,-0.555785838098045,-0.282253893001814
"1047",1046,-0.419110011684517,-0.555711645120779,-0.282508377260704
"1048",1047,-0.419129520904737,-0.5555653084132,-0.282693732460208
"1049",1048,-0.419149030124957,-0.55541897170562,-0.282879087659711
"1050",1049,-0.419168539345177,-0.55527263499804,-0.283064442859214
"1051",1050,-0.419188048565397,-0.555126298290461,-0.283249798058717
"1052",1051,-0.419207557785617,-0.554979961582881,-0.283435153258221
"1053",1052,-0.419227067005837,-0.554833624875301,-0.283620508457724
"1054",1053,-0.419246576226057,-0.554687288167722,-0.283805863657227
"1055",1054,-0.419266085446277,-0.554540951460142,-0.28399121885673
"1056",1055,-0.419285594666497,-0.554394614752562,-0.284176574056233
"1057",1056,-0.419305103886717,-0.554248278044983,-0.284361929255737
"1058",1057,-0.419324613106937,-0.554101941337403,-0.28454728445524
"1059",1058,-0.419344122327157,-0.553955604629824,-0.284732639654743
"1060",1059,-0.419363631547376,-0.553809267922244,-0.284917994854246
"1061",1060,-0.419383140767596,-0.553662931214664,-0.28510335005375
"1062",1061,-0.419402649987816,-0.553516594507085,-0.285288705253253
"1063",1062,-0.419422159208036,-0.553370257799505,-0.285474060452756
"1064",1063,-0.419441668428256,-0.553223921091925,-0.285659415652259
"1065",1064,-0.419461177648476,-0.553077584384346,-0.285844770851762
"1066",1065,-0.419480686868696,-0.552931247676766,-0.286030126051266
"1067",1066,-0.419421192720655,-0.552701929630631,-0.28614045581068
"1068",1067,-0.41934414226641,-0.552454171284785,-0.286234113248036
"1069",1068,-0.419267091812166,-0.552206412938939,-0.286327770685392
"1070",1069,-0.419190041357921,-0.551958654593093,-0.286421428122749
"1071",1070,-0.419112990903676,-0.551710896247247,-0.286515085560105
"1072",1071,-0.419035940449431,-0.551463137901401,-0.286608742997461
"1073",1072,-0.418958889995187,-0.551215379555556,-0.286702400434818
"1074",1073,-0.418881839540942,-0.55096762120971,-0.286796057872174
"1075",1074,-0.418804789086697,-0.550719862863864,-0.28688971530953
"1076",1075,-0.418727738632452,-0.550472104518018,-0.286983372746887
"1077",1076,-0.418650688178208,-0.550224346172172,-0.287077030184243
"1078",1077,-0.418573637723963,-0.549976587826326,-0.2871706876216
"1079",1078,-0.418496587269718,-0.54972882948048,-0.287264345058956
"1080",1079,-0.418419536815473,-0.549481071134634,-0.287358002496312
"1081",1080,-0.418342486361229,-0.549233312788788,-0.287451659933669
"1082",1081,-0.418265435906984,-0.548985554442943,-0.287545317371025
"1083",1082,-0.418188385452739,-0.548737796097097,-0.287638974808381
"1084",1083,-0.418111334998494,-0.548490037751251,-0.287732632245738
"1085",1084,-0.41803428454425,-0.548242279405405,-0.287826289683094
"1086",1085,-0.417921510377323,-0.547958488148087,-0.287884532606558
"1087",1086,-0.417753915961274,-0.54761940215696,-0.287888429765589
"1088",1087,-0.417586321545225,-0.547280316165832,-0.287892326924619
"1089",1088,-0.417418727129177,-0.546941230174704,-0.28789622408365
"1090",1089,-0.417251132713128,-0.546602144183576,-0.28790012124268
"1091",1090,-0.417083538297079,-0.546263058192448,-0.28790401840171
"1092",1091,-0.416915943881031,-0.545923972201321,-0.287907915560741
"1093",1092,-0.416748349464982,-0.545584886210193,-0.287911812719771
"1094",1093,-0.416580755048933,-0.545245800219065,-0.287915709878802
"1095",1094,-0.416413160632885,-0.544906714227937,-0.287919607037832
"1096",1095,-0.416245566216836,-0.54456762823681,-0.287923504196863
"1097",1096,-0.416077971800787,-0.544228542245682,-0.287927401355893
"1098",1097,-0.415910377384739,-0.543889456254554,-0.287931298514923
"1099",1098,-0.41574278296869,-0.543550370263426,-0.287935195673954
"1100",1099,-0.415575188552641,-0.543211284272298,-0.287939092832984
"1101",1100,-0.415407594136593,-0.54287219828117,-0.287942989992015
"1102",1101,-0.415239999720544,-0.542533112290043,-0.287946887151045
"1103",1102,-0.415072405304495,-0.542194026298915,-0.287950784310076
"1104",1103,-0.414904810888447,-0.541854940307787,-0.287954681469106
"1105",1104,-0.414737216472398,-0.541515854316659,-0.287958578628136
"1106",1105,-0.414494700451182,-0.541103923287075,-0.28788547761529
"1107",1106,-0.414249939588587,-0.540689809635318,-0.287810069541856
"1108",1107,-0.414005178725992,-0.540275695983562,-0.287734661468422
"1109",1108,-0.413760417863397,-0.539861582331805,-0.287659253394989
"1110",1109,-0.413515657000802,-0.539447468680048,-0.287583845321555
"1111",1110,-0.413270896138206,-0.539033355028291,-0.287508437248121
"1112",1111,-0.413026135275611,-0.538619241376534,-0.287433029174688
"1113",1112,-0.412781374413016,-0.538205127724778,-0.287357621101254
"1114",1113,-0.412536613550421,-0.537791014073021,-0.28728221302782
"1115",1114,-0.412291852687825,-0.537376900421264,-0.287206804954387
"1116",1115,-0.41204709182523,-0.536962786769507,-0.287131396880953
"1117",1116,-0.411802330962635,-0.53654867311775,-0.28705598880752
"1118",1117,-0.41155757010004,-0.536134559465994,-0.286980580734086
"1119",1118,-0.411312809237445,-0.535720445814237,-0.286905172660652
"1120",1119,-0.411068048374849,-0.53530633216248,-0.286829764587218
"1121",1120,-0.410823287512254,-0.534892218510723,-0.286754356513785
"1122",1121,-0.410578526649659,-0.534478104858967,-0.286678948440351
"1123",1122,-0.410333765787064,-0.53406399120721,-0.286603540366917
"1124",1123,-0.410089004924468,-0.533649877555453,-0.286528132293484
"1125",1124,-0.409812413432412,-0.533205225688749,-0.28641960120425
"1126",1125,-0.409509490287171,-0.532735311309226,-0.286283669344776
"1127",1126,-0.409206567141931,-0.532265396929703,-0.286147737485302
"1128",1127,-0.408903643996691,-0.53179548255018,-0.286011805625829
"1129",1128,-0.408600720851451,-0.531325568170656,-0.285875873766355
"1130",1129,-0.40829779770621,-0.530855653791133,-0.285739941906881
"1131",1130,-0.40799487456097,-0.53038573941161,-0.285604010047408
"1132",1131,-0.40769195141573,-0.529915825032087,-0.285468078187934
"1133",1132,-0.407389028270489,-0.529445910652563,-0.28533214632846
"1134",1133,-0.407086105125249,-0.52897599627304,-0.285196214468986
"1135",1134,-0.406783181980009,-0.528506081893517,-0.285060282609513
"1136",1135,-0.406480258834768,-0.528036167513994,-0.284924350750039
"1137",1136,-0.406177335689528,-0.52756625313447,-0.284788418890565
"1138",1137,-0.405874412544288,-0.527096338754947,-0.284652487031092
"1139",1138,-0.405571489399047,-0.526626424375424,-0.284516555171618
"1140",1139,-0.405268566253807,-0.526156509995901,-0.284380623312144
"1141",1140,-0.404965643108567,-0.525686595616377,-0.28424469145267
"1142",1141,-0.404662719963326,-0.525216681236854,-0.284108759593197
"1143",1142,-0.404359796818086,-0.524746766857331,-0.283972827733723
"1144",1143,-0.404051586513953,-0.524272338742069,-0.283830835279473
"1145",1144,-0.403705899596132,-0.523765916216573,-0.283645883917842
"1146",1145,-0.403360212678311,-0.523259493691077,-0.283460932556211
"1147",1146,-0.403014525760489,-0.522753071165581,-0.283275981194581
"1148",1147,-0.402668838842668,-0.522246648640086,-0.28309102983295
"1149",1148,-0.402323151924846,-0.52174022611459,-0.282906078471319
"1150",1149,-0.401977465007025,-0.521233803589094,-0.282721127109689
"1151",1150,-0.401631778089203,-0.520727381063598,-0.282536175748058
"1152",1151,-0.401286091171382,-0.520220958538102,-0.282351224386427
"1153",1152,-0.400940404253561,-0.519714536012607,-0.282166273024796
"1154",1153,-0.400594717335739,-0.519208113487111,-0.281981321663166
"1155",1154,-0.400249030417918,-0.518701690961615,-0.281796370301535
"1156",1155,-0.399903343500096,-0.518195268436119,-0.281611418939904
"1157",1156,-0.399557656582275,-0.517688845910623,-0.281426467578273
"1158",1157,-0.399211969664454,-0.517182423385128,-0.281241516216643
"1159",1158,-0.398866282746632,-0.516676000859632,-0.281056564855012
"1160",1159,-0.398520595828811,-0.516169578334136,-0.280871613493381
"1161",1160,-0.398174908910989,-0.51566315580864,-0.280686662131751
"1162",1161,-0.397829221993168,-0.515156733283144,-0.28050171077012
"1163",1162,-0.397483535075346,-0.514650310757649,-0.280316759408489
"1164",1163,-0.397108515395715,-0.514124080643498,-0.280092950147933
"1165",1164,-0.396720924532451,-0.51358936156278,-0.279852487502123
"1166",1165,-0.396333333669187,-0.513054642482063,-0.279612024856312
"1167",1166,-0.395945742805924,-0.512519923401345,-0.279371562210502
"1168",1167,-0.39555815194266,-0.511985204320628,-0.279131099564692
"1169",1168,-0.395170561079396,-0.51145048523991,-0.278890636918882
"1170",1169,-0.394782970216132,-0.510915766159192,-0.278650174273071
"1171",1170,-0.394395379352868,-0.510381047078475,-0.278409711627261
"1172",1171,-0.394007788489604,-0.509846327997757,-0.278169248981451
"1173",1172,-0.39362019762634,-0.50931160891704,-0.277928786335641
"1174",1173,-0.393232606763076,-0.508776889836322,-0.27768832368983
"1175",1174,-0.392845015899812,-0.508242170755605,-0.27744786104402
"1176",1175,-0.392457425036549,-0.507707451674887,-0.27720739839821
"1177",1176,-0.392069834173285,-0.50717273259417,-0.2769669357524
"1178",1177,-0.391682243310021,-0.506638013513452,-0.27672647310659
"1179",1178,-0.391294652446757,-0.506103294432734,-0.276486010460779
"1180",1179,-0.390907061583493,-0.505568575352017,-0.276245547814969
"1181",1180,-0.390519470720229,-0.505033856271299,-0.276005085169159
"1182",1181,-0.390131879856965,-0.504499137190582,-0.275764622523349
"1183",1182,-0.389728100717777,-0.503951339309696,-0.275504862125858
"1184",1183,-0.389281933848394,-0.503369295616878,-0.27519457207991
"1185",1184,-0.388835766979011,-0.50278725192406,-0.274884282033962
"1186",1185,-0.388389600109628,-0.502205208231243,-0.274573991988014
"1187",1186,-0.387943433240246,-0.501623164538425,-0.274263701942067
"1188",1187,-0.387497266370863,-0.501041120845607,-0.273953411896119
"1189",1188,-0.38705109950148,-0.50045907715279,-0.273643121850171
"1190",1189,-0.386604932632097,-0.499877033459972,-0.273332831804223
"1191",1190,-0.386158765762715,-0.499294989767154,-0.273022541758275
"1192",1191,-0.385712598893332,-0.498712946074336,-0.272712251712328
"1193",1192,-0.385266432023949,-0.498130902381519,-0.27240196166638
"1194",1193,-0.384820265154566,-0.497548858688701,-0.272091671620432
"1195",1194,-0.384374098285184,-0.496966814995883,-0.271781381574484
"1196",1195,-0.383927931415801,-0.496384771303065,-0.271471091528537
"1197",1196,-0.383481764546418,-0.495802727610248,-0.271160801482589
"1198",1197,-0.383035597677036,-0.49522068391743,-0.270850511436641
"1199",1198,-0.382589430807653,-0.494638640224612,-0.270540221390693
"1200",1199,-0.38214326393827,-0.494056596531795,-0.270229931344745
"1201",1200,-0.381697097068887,-0.493474552838977,-0.269919641298798
"1202",1201,-0.381250930199505,-0.492892509146159,-0.26960935125285
"1203",1202,-0.380720547603344,-0.492233294517413,-0.269207800689276
"1204",1203,-0.38017562028994,-0.491560751862115,-0.268790488717764
"1205",1204,-0.379630692976535,-0.490888209206817,-0.268373176746253
"1206",1205,-0.37908576566313,-0.490215666551519,-0.267955864774742
"1207",1206,-0.378540838349726,-0.489543123896221,-0.267538552803231
"1208",1207,-0.377995911036321,-0.488870581240923,-0.26712124083172
"1209",1208,-0.377450983722917,-0.488198038585624,-0.266703928860209
"1210",1209,-0.376906056409512,-0.487525495930326,-0.266286616888697
"1211",1210,-0.376361129096107,-0.486852953275028,-0.265869304917186
"1212",1211,-0.375816201782703,-0.48618041061973,-0.265451992945675
"1213",1212,-0.375271274469298,-0.485507867964432,-0.265034680974164
"1214",1213,-0.374726347155893,-0.484835325309134,-0.264617369002653
"1215",1214,-0.374181419842489,-0.484162782653836,-0.264200057031142
"1216",1215,-0.373636492529084,-0.483490239998538,-0.26378274505963
"1217",1216,-0.37309156521568,-0.48281769734324,-0.263365433088119
"1218",1217,-0.372546637902275,-0.482145154687942,-0.262948121116608
"1219",1218,-0.37200171058887,-0.481472612032644,-0.262530809145097
"1220",1219,-0.371456783275466,-0.480800069377346,-0.262113497173586
"1221",1220,-0.370911855962061,-0.480127526722048,-0.261696185202075
"1222",1221,-0.370299712147726,-0.47939332853246,-0.261206095785083
"1223",1222,-0.369598136205952,-0.478577097128952,-0.260619175356527
"1224",1223,-0.368896560264178,-0.477760865725445,-0.260032254927971
"1225",1224,-0.368194984322405,-0.476944634321937,-0.259445334499415
"1226",1225,-0.367493408380631,-0.476128402918429,-0.258858414070859
"1227",1226,-0.366791832438857,-0.475312171514921,-0.258271493642304
"1228",1227,-0.366090256497084,-0.474495940111413,-0.257684573213748
"1229",1228,-0.36538868055531,-0.473679708707905,-0.257097652785192
"1230",1229,-0.364687104613536,-0.472863477304397,-0.256510732356636
"1231",1230,-0.363985528671763,-0.472047245900889,-0.25592381192808
"1232",1231,-0.363283952729989,-0.471231014497381,-0.255336891499525
"1233",1232,-0.362582376788215,-0.470414783093873,-0.254749971070969
"1234",1233,-0.361880800846441,-0.469598551690365,-0.254163050642413
"1235",1234,-0.361179224904668,-0.468782320286857,-0.253576130213857
"1236",1235,-0.360477648962894,-0.467966088883349,-0.252989209785301
"1237",1236,-0.35977607302112,-0.467149857479841,-0.252402289356746
"1238",1237,-0.359074497079347,-0.466333626076333,-0.25181536892819
"1239",1238,-0.358372921137573,-0.465517394672825,-0.251228448499634
"1240",1239,-0.357671345195799,-0.464701163269317,-0.250641528071078
"1241",1240,-0.356968599047803,-0.463883873736157,-0.250053325359169
"1242",1241,-0.356052483510776,-0.462873650279697,-0.24923131769009
"1243",1242,-0.355136367973748,-0.461863426823238,-0.248409310021011
"1244",1243,-0.354220252436721,-0.460853203366778,-0.247587302351932
"1245",1244,-0.353304136899694,-0.459842979910318,-0.246765294682853
"1246",1245,-0.352388021362666,-0.458832756453859,-0.245943287013774
"1247",1246,-0.351471905825639,-0.457822532997399,-0.245121279344695
"1248",1247,-0.350555790288611,-0.45681230954094,-0.244299271675616
"1249",1248,-0.349639674751584,-0.45580208608448,-0.243477264006537
"1250",1249,-0.348723559214556,-0.45479186262802,-0.242655256337459
"1251",1250,-0.347807443677529,-0.453781639171561,-0.24183324866838
"1252",1251,-0.346891328140501,-0.452771415715101,-0.241011240999301
"1253",1252,-0.345975212603474,-0.451761192258642,-0.240189233330222
"1254",1253,-0.345059097066447,-0.450750968802182,-0.239367225661143
"1255",1254,-0.344142981529419,-0.449740745345722,-0.238545217992064
"1256",1255,-0.343226865992392,-0.448730521889263,-0.237723210322985
"1257",1256,-0.342310750455364,-0.447720298432803,-0.236901202653906
"1258",1257,-0.341394634918337,-0.446710074976344,-0.236079194984827
"1259",1258,-0.340478519381309,-0.445699851519884,-0.235257187315748
"1260",1259,-0.339562403844282,-0.444689628063424,-0.234435179646669
"1261",1260,-0.338494311849482,-0.443539445058935,-0.233449178669983
"1262",1261,-0.337316986783822,-0.442288666136818,-0.232345307512263
"1263",1262,-0.336139661718161,-0.4410378872147,-0.231241436354543
"1264",1263,-0.3349623366525,-0.439787108292582,-0.230137565196823
"1265",1264,-0.33378501158684,-0.438536329370464,-0.229033694039103
"1266",1265,-0.332607686521179,-0.437285550448346,-0.227929822881383
"1267",1266,-0.331430361455518,-0.436034771526229,-0.226825951723664
"1268",1267,-0.330253036389857,-0.434783992604111,-0.225722080565944
"1269",1268,-0.329075711324197,-0.433533213681993,-0.224618209408224
"1270",1269,-0.327898386258536,-0.432282434759875,-0.223514338250504
"1271",1270,-0.326721061192875,-0.431031655837757,-0.222410467092784
"1272",1271,-0.325543736127214,-0.42978087691564,-0.221306595935064
"1273",1272,-0.324366411061554,-0.428530097993522,-0.220202724777344
"1274",1273,-0.323189085995893,-0.427279319071404,-0.219098853619624
"1275",1274,-0.322011760930232,-0.426028540149286,-0.217994982461904
"1276",1275,-0.320834435864572,-0.424777761227169,-0.216891111304184
"1277",1276,-0.319657110798911,-0.423526982305051,-0.215787240146464
"1278",1277,-0.31847978573325,-0.422276203382933,-0.214683368988744
"1279",1278,-0.317302460667589,-0.421025424460815,-0.213579497831024
"1280",1279,-0.316082117033463,-0.419734311811208,-0.212429923239429
"1281",1280,-0.314632835469227,-0.418228549525081,-0.211037122294119
"1282",1281,-0.313183553904992,-0.416722787238953,-0.209644321348809
"1283",1282,-0.311734272340757,-0.415217024952825,-0.208251520403499
"1284",1283,-0.310284990776522,-0.413711262666698,-0.206858719458189
"1285",1284,-0.308835709212286,-0.41220550038057,-0.205465918512879
"1286",1285,-0.307386427648051,-0.410699738094442,-0.204073117567568
"1287",1286,-0.305937146083816,-0.409193975808315,-0.202680316622258
"1288",1287,-0.304487864519581,-0.407688213522187,-0.201287515676948
"1289",1288,-0.303038582955346,-0.406182451236059,-0.199894714731638
"1290",1289,-0.30158930139111,-0.404676688949932,-0.198501913786328
"1291",1290,-0.300140019826875,-0.403170926663804,-0.197109112841018
"1292",1291,-0.29869073826264,-0.401665164377676,-0.195716311895708
"1293",1292,-0.297241456698405,-0.400159402091549,-0.194323510950398
"1294",1293,-0.295792175134169,-0.398653639805421,-0.192930710005087
"1295",1294,-0.294342893569934,-0.397147877519294,-0.191537909059777
"1296",1295,-0.292893612005699,-0.395642115233166,-0.190145108114467
"1297",1296,-0.291444330441464,-0.394136352947038,-0.188752307169157
"1298",1297,-0.289995048877229,-0.392630590660911,-0.187359506223847
"1299",1298,-0.288545767312993,-0.391124828374783,-0.185966705278537
"1300",1299,-0.286932961383853,-0.389472716395405,-0.184393205410118
"1301",1300,-0.285261060029686,-0.387767715677826,-0.182754403470848
"1302",1301,-0.28358915867552,-0.386062714960247,-0.181115601531577
"1303",1302,-0.281917257321353,-0.384357714242667,-0.179476799592307
"1304",1303,-0.280245355967187,-0.382652713525088,-0.177837997653037
"1305",1304,-0.27857345461302,-0.380947712807509,-0.176199195713767
"1306",1305,-0.276901553258853,-0.379242712089929,-0.174560393774496
"1307",1306,-0.275229651904687,-0.37753771137235,-0.172921591835226
"1308",1307,-0.27355775055052,-0.375832710654771,-0.171282789895956
"1309",1308,-0.271885849196353,-0.374127709937191,-0.169643987956686
"1310",1309,-0.270213947842187,-0.372422709219612,-0.168005186017415
"1311",1310,-0.26854204648802,-0.370717708502033,-0.166366384078145
"1312",1311,-0.266870145133853,-0.369012707784453,-0.164727582138875
"1313",1312,-0.265198243779687,-0.367307707066874,-0.163088780199605
"1314",1313,-0.26352634242552,-0.365602706349295,-0.161449978260334
"1315",1314,-0.261854441071354,-0.363897705631715,-0.159811176321064
"1316",1315,-0.260182539717187,-0.362192704914136,-0.158172374381794
"1317",1316,-0.25851063836302,-0.360487704196557,-0.156533572442524
"1318",1317,-0.256838737008854,-0.358782703478977,-0.154894770503253
"1319",1318,-0.255124368284527,-0.357043700795851,-0.153205035773204
"1320",1319,-0.253315875977701,-0.355229337034387,-0.151402414921014
"1321",1320,-0.251507383670874,-0.353414973272924,-0.149599794068824
"1322",1321,-0.249698891364047,-0.351600609511461,-0.147797173216634
"1323",1322,-0.24789039905722,-0.349786245749997,-0.145994552364443
"1324",1323,-0.246081906750394,-0.347971881988534,-0.144191931512253
"1325",1324,-0.244273414443567,-0.346157518227071,-0.142389310660063
"1326",1325,-0.24246492213674,-0.344343154465607,-0.140586689807873
"1327",1326,-0.240656429829913,-0.342528790704144,-0.138784068955683
"1328",1327,-0.238847937523087,-0.340714426942681,-0.136981448103493
"1329",1328,-0.23703944521626,-0.338900063181217,-0.135178827251302
"1330",1329,-0.235230952909433,-0.337085699419754,-0.133376206399112
