sitename,depth,age,taxa,value,elementtype,ecologicalgroup,group,ID
Azul,57.76518255,85.81,Dryopteris,15,spore,VACR,Fern,Azul_85.81
Azul,57.76518255,85.81,Ericaceae,29,pollen,TRSH,Shrub,Azul_85.81
Azul,57.76518255,85.81,Galium,4,pollen,UPHE,Herb,Azul_85.81
Azul,57.76518255,85.81,Hypericum foliosum,1,pollen,UPHE,Herb,Azul_85.81
Azul,57.76518255,85.81,Ilex perado subsp. azorica,1,pollen,TRSH,Tree,Azul_85.81
Azul,57.76518255,85.81,Myrica faya,50,pollen,TRSH,Tree,Azul_85.81
Azul,57.76518255,85.81,Myriophyllum,67,pollen,AQVP,Aquatic,Azul_85.81
Azul,57.76518255,85.81,Myrsine africana,17,pollen,TRSH,Shrub,Azul_85.81
Azul,57.76518255,85.81,Pinus pinaster,190,pollen,TRSH,Tree,Azul_85.81
Azul,57.76518255,85.81,Plantaginaceae,8,pollen,UPHE,Herb,Azul_85.81
Azul,57.76518255,85.81,Plantago,23,pollen,UPHE,Herb,Azul_85.81
Azul,57.76518255,85.81,Poaceae,70,pollen,UPHE,Herb,Azul_85.81
Azul,57.76518255,85.81,Potentilla,1,pollen,UPHE,Herb,Azul_85.81
Azul,57.76518255,85.81,Pteridium aquilinum,56,spore,VACR,Fern,Azul_85.81
Azul,57.76518255,85.81,Pteris incompleta,18,spore,VACR,Fern,Azul_85.81
Azul,57.76518255,85.81,Rumex,11,pollen,UPHE,Herb,Azul_85.81
Azul,57.76518255,85.81,Sedum,3,pollen,UPHE,Herb,Azul_85.81
Azul,57.76518255,85.81,Selaginella kraussiana,14,spore,VACR,Fern,Azul_85.81
Azul,57.76518255,85.81,Vaccinium,2,pollen,TRSH,Tree,Azul_85.81
Azul,57.76518255,85.81,Zea mays,3,pollen,UPHE,Herb,Azul_85.81
Azul,61.72833508,92.38,Alnus,1,pollen,TRSH,Tree,Azul_92.38
Azul,61.72833508,92.38,Anthoceros laevis,1,spore,UPBR,Hornwort,Azul_92.38
Azul,61.72833508,92.38,Anthoceros punctatus,18,spore,UPBR,Hornwort,Azul_92.38
Azul,61.72833508,92.38,Apiaceae,4,pollen,UPHE,Herb,Azul_92.38
Azul,61.72833508,92.38,Asteraceae,7,pollen,UPHE,Herb,Azul_92.38
Azul,61.72833508,92.38,Calluna vulgaris,8,pollen,TRSH,Shrub,Azul_92.38
Azul,61.72833508,92.38,Cryptomeria,12,pollen,TRSH,Tree,Azul_92.38
Azul,61.72833508,92.38,Culcita macrocarpa,7,spore,UPBR,Fern,Azul_92.38
Azul,61.72833508,92.38,Cyperaceae,12,pollen,UPHE,Aquatic,Azul_92.38
Azul,61.72833508,92.38,Daboecia azorica,4,pollen,TRSH,Shrub,Azul_92.38
Azul,61.72833508,92.38,Dryopteris,5,spore,VACR,Fern,Azul_92.38
Azul,61.72833508,92.38,Ericaceae,36,pollen,TRSH,Shrub,Azul_92.38
Azul,61.72833508,92.38,Hemionitis,1,spore,VACR,Fern,Azul_92.38
Azul,61.72833508,92.38,Huperzia,2,spore,VACR,Fern,Azul_92.38
Azul,61.72833508,92.38,Hydrangea macrophylla,1,pollen,TRSH,Shrub,Azul_92.38
Azul,61.72833508,92.38,Hypericum foliosum,5,pollen,UPHE,Herb,Azul_92.38
Azul,61.72833508,92.38,Myrica faya,58,pollen,TRSH,Tree,Azul_92.38
Azul,61.72833508,92.38,Myriophyllum,105,pollen,AQVP,Aquatic,Azul_92.38
Azul,61.72833508,92.38,Myrsine africana,45,pollen,TRSH,Shrub,Azul_92.38
Azul,61.72833508,92.38,Pinus pinaster,23,pollen,TRSH,Tree,Azul_92.38
Azul,61.72833508,92.38,Plantaginaceae,4,pollen,UPHE,Herb,Azul_92.38
Azul,61.72833508,92.38,Plantago,63,pollen,UPHE,Herb,Azul_92.38
Azul,61.72833508,92.38,Poaceae,86,pollen,UPHE,Herb,Azul_92.38
Azul,61.72833508,92.38,Potentilla,2,pollen,UPHE,Herb,Azul_92.38
Azul,61.72833508,92.38,Prunus lusitanica subsp. azorica,1,pollen,TRSH,Tree,Azul_92.38
Azul,61.72833508,92.38,Pteridium aquilinum,93,spore,VACR,Fern,Azul_92.38
Azul,61.72833508,92.38,Pteris incompleta,7,spore,VACR,Fern,Azul_92.38
Azul,61.72833508,92.38,Rumex,10,pollen,UPHE,Herb,Azul_92.38
Azul,61.72833508,92.38,Selaginella kraussiana,16,spore,VACR,Fern,Azul_92.38
Azul,61.72833508,92.38,Vaccinium,1,pollen,TRSH,Tree,Azul_92.38
Azul,61.72833508,92.38,Zea mays,2,pollen,UPHE,Herb,Azul_92.38
Azul,66.88043336,101.41,Alnus,1,pollen,TRSH,Tree,Azul_101.41
Azul,66.88043336,101.41,Anthoceros punctatus,20,spore,UPBR,Hornwort,Azul_101.41
Azul,66.88043336,101.41,Apiaceae,7,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Asteraceae,11,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Athyrium filix-femina,5,spore,UPBR,Fern,Azul_101.41
Azul,66.88043336,101.41,Calluna vulgaris,15,pollen,TRSH,Shrub,Azul_101.41
Azul,66.88043336,101.41,Castanea,1,pollen,TRSH,Tree,Azul_101.41
Azul,66.88043336,101.41,Cerealia,1,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Cryptomeria,6,pollen,TRSH,Tree,Azul_101.41
Azul,66.88043336,101.41,Culcita macrocarpa,9,spore,UPBR,Fern,Azul_101.41
Azul,66.88043336,101.41,Cyperaceae,11,pollen,UPHE,Aquatic,Azul_101.41
Azul,66.88043336,101.41,Daboecia azorica,2,pollen,TRSH,Shrub,Azul_101.41
Azul,66.88043336,101.41,Dryopteris,23,spore,VACR,Fern,Azul_101.41
Azul,66.88043336,101.41,Ericaceae,51,pollen,TRSH,Shrub,Azul_101.41
Azul,66.88043336,101.41,Galium,1,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Hemionitis,3,spore,VACR,Fern,Azul_101.41
Azul,66.88043336,101.41,Huperzia,1,spore,VACR,Fern,Azul_101.41
Azul,66.88043336,101.41,Hymenophyllum,1,spore,VACR,Fern,Azul_101.41
Azul,66.88043336,101.41,Ilex perado subsp. azorica,1,pollen,TRSH,Tree,Azul_101.41
Azul,66.88043336,101.41,Juniperus brevifolia,1,pollen,TRSH,Tree,Azul_101.41
Azul,66.88043336,101.41,Myrica faya,29,pollen,TRSH,Tree,Azul_101.41
Azul,66.88043336,101.41,Myriophyllum,122,pollen,AQVP,Aquatic,Azul_101.41
Azul,66.88043336,101.41,Myrsine africana,64,pollen,TRSH,Shrub,Azul_101.41
Azul,66.88043336,101.41,Pinus pinaster,13,pollen,TRSH,Tree,Azul_101.41
Azul,66.88043336,101.41,Plantaginaceae,2,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Plantago,43,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Poaceae,73,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Potamogeton,1,pollen,AQVP,Aquatic,Azul_101.41
Azul,66.88043336,101.41,Potentilla,6,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Pteridium aquilinum,78,spore,VACR,Fern,Azul_101.41
Azul,66.88043336,101.41,Pteris incompleta,36,spore,VACR,Fern,Azul_101.41
Azul,66.88043336,101.41,Rumex,10,pollen,UPHE,Herb,Azul_101.41
Azul,66.88043336,101.41,Selaginella kraussiana,19,spore,VACR,Fern,Azul_101.41
Azul,66.88043336,101.41,Vaccinium,2,pollen,TRSH,Tree,Azul_101.41
Azul,66.88043336,101.41,Zea mays,2,pollen,UPHE,Herb,Azul_101.41
Azul,71.10779606,119.72,Anthoceros laevis,7,spore,UPBR,Hornwort,Azul_119.72
Azul,71.10779606,119.72,Anthoceros punctatus,17,spore,UPBR,Hornwort,Azul_119.72
Azul,71.10779606,119.72,Apiaceae,1,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Arceuthobium azoricum,1,pollen,TRSH,Shrub,Azul_119.72
Azul,71.10779606,119.72,Asteraceae,2,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Athyrium filix-femina,1,spore,UPBR,Fern,Azul_119.72
Azul,71.10779606,119.72,Calluna vulgaris,6,pollen,TRSH,Shrub,Azul_119.72
Azul,71.10779606,119.72,Castanea,2,pollen,TRSH,Tree,Azul_119.72
Azul,71.10779606,119.72,Cerealia,2,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Cryptomeria,1,pollen,TRSH,Tree,Azul_119.72
Azul,71.10779606,119.72,Culcita macrocarpa,5,spore,UPBR,Fern,Azul_119.72
Azul,71.10779606,119.72,Dryopteris,16,spore,VACR,Fern,Azul_119.72
Azul,71.10779606,119.72,Ericaceae,48,pollen,TRSH,Shrub,Azul_119.72
Azul,71.10779606,119.72,Galium,1,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Hemionitis,2,spore,VACR,Fern,Azul_119.72
Azul,71.10779606,119.72,Huperzia,1,spore,VACR,Fern,Azul_119.72
Azul,71.10779606,119.72,Illecebrum verticillatum,1,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Myrica faya,32,pollen,TRSH,Tree,Azul_119.72
Azul,71.10779606,119.72,Myriophyllum,190,pollen,AQVP,Aquatic,Azul_119.72
Azul,71.10779606,119.72,Myrsine africana,65,pollen,TRSH,Shrub,Azul_119.72
Azul,71.10779606,119.72,Olea europaea,1,pollen,TRSH,Tree,Azul_119.72
Azul,71.10779606,119.72,Picconia azorica,1,pollen,TRSH,Tree,Azul_119.72
Azul,71.10779606,119.72,Pinus pinaster,2,pollen,TRSH,Tree,Azul_119.72
Azul,71.10779606,119.72,Plantaginaceae,2,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Plantago,54,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Poaceae,74,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Potentilla,2,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Pteridium aquilinum,112,spore,VACR,Fern,Azul_119.72
Azul,71.10779606,119.72,Pteris incompleta,7,spore,VACR,Fern,Azul_119.72
Azul,71.10779606,119.72,Rumex,20,pollen,UPHE,Herb,Azul_119.72
Azul,71.10779606,119.72,Selaginella kraussiana,7,spore,VACR,Fern,Azul_119.72
Azul,71.10779606,119.72,Vaccinium,2,pollen,TRSH,Tree,Azul_119.72
Azul,71.10779606,119.72,Viburnum treleasei,1,pollen,TRSH,Tree,Azul_119.72
Azul,71.10779606,119.72,Zea mays,1,pollen,UPHE,Herb,Azul_119.72
Azul,75.99568417,164.97,Amaranthaceae,1,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Anthoceros punctatus,15,spore,UPBR,Hornwort,Azul_164.97
Azul,75.99568417,164.97,Apiaceae,9,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Asteraceae,11,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Calluna vulgaris,9,pollen,TRSH,Shrub,Azul_164.97
Azul,75.99568417,164.97,Culcita macrocarpa,34,spore,UPBR,Fern,Azul_164.97
Azul,75.99568417,164.97,Cyperaceae,4,pollen,UPHE,Aquatic,Azul_164.97
Azul,75.99568417,164.97,Dryopteris,9,spore,VACR,Fern,Azul_164.97
Azul,75.99568417,164.97,Ericaceae,65,pollen,TRSH,Shrub,Azul_164.97
Azul,75.99568417,164.97,Fabaceae,1,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Galium,2,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Hemionitis,2,spore,VACR,Fern,Azul_164.97
Azul,75.99568417,164.97,Huperzia,1,spore,VACR,Fern,Azul_164.97
Azul,75.99568417,164.97,Hypericum foliosum,12,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Myrica faya,26,pollen,TRSH,Tree,Azul_164.97
Azul,75.99568417,164.97,Myriophyllum,26,pollen,AQVP,Aquatic,Azul_164.97
Azul,75.99568417,164.97,Myrsine africana,122,pollen,TRSH,Shrub,Azul_164.97
Azul,75.99568417,164.97,Picconia azorica,3,pollen,TRSH,Tree,Azul_164.97
Azul,75.99568417,164.97,Pinus pinaster,2,pollen,TRSH,Tree,Azul_164.97
Azul,75.99568417,164.97,Plantago,7,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Poaceae,66,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Polypodium,5,spore,VACR,Fern,Azul_164.97
Azul,75.99568417,164.97,Potentilla,3,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Pteridium aquilinum,35,spore,VACR,Fern,Azul_164.97
Azul,75.99568417,164.97,Pteris incompleta,24,spore,VACR,Fern,Azul_164.97
Azul,75.99568417,164.97,Rumex,4,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Secale,1,pollen,UPHE,Herb,Azul_164.97
Azul,75.99568417,164.97,Selaginella kraussiana,40,spore,VACR,Fern,Azul_164.97
Azul,75.99568417,164.97,Vaccinium,2,pollen,TRSH,Tree,Azul_164.97
Azul,75.99568417,164.97,Zea mays,2,pollen,UPHE,Herb,Azul_164.97
Azul,81.01567737,175.92,Anthoceros punctatus,11,spore,UPBR,Hornwort,Azul_175.92
Azul,81.01567737,175.92,Apiaceae,13,pollen,UPHE,Herb,Azul_175.92
Azul,81.01567737,175.92,Asplenium,1,spore,VACR,Fern,Azul_175.92
Azul,81.01567737,175.92,Asteraceae,16,pollen,UPHE,Herb,Azul_175.92
Azul,81.01567737,175.92,Athyrium filix-femina,1,spore,UPBR,Fern,Azul_175.92
Azul,81.01567737,175.92,Calluna vulgaris,8,pollen,TRSH,Shrub,Azul_175.92
Azul,81.01567737,175.92,Cryptomeria,1,pollen,TRSH,Tree,Azul_175.92
Azul,81.01567737,175.92,Culcita macrocarpa,14,spore,UPBR,Fern,Azul_175.92
Azul,81.01567737,175.92,Cyperaceae,5,pollen,UPHE,Aquatic,Azul_175.92
Azul,81.01567737,175.92,Daboecia azorica,3,pollen,TRSH,Shrub,Azul_175.92
Azul,81.01567737,175.92,Dryopteris,17,spore,VACR,Fern,Azul_175.92
Azul,81.01567737,175.92,Ericaceae,50,pollen,TRSH,Shrub,Azul_175.92
Azul,81.01567737,175.92,Hemionitis,1,spore,VACR,Fern,Azul_175.92
Azul,81.01567737,175.92,Huperzia,2,spore,VACR,Fern,Azul_175.92
Azul,81.01567737,175.92,Hypericum foliosum,7,pollen,UPHE,Herb,Azul_175.92
Azul,81.01567737,175.92,Ilex perado subsp. azorica,1,pollen,TRSH,Tree,Azul_175.92
Azul,81.01567737,175.92,Myrica faya,23,pollen,TRSH,Tree,Azul_175.92
Azul,81.01567737,175.92,Myriophyllum,8,pollen,AQVP,Aquatic,Azul_175.92
Azul,81.01567737,175.92,Myrsine africana,93,pollen,TRSH,Shrub,Azul_175.92
Azul,81.01567737,175.92,Picconia azorica,6,pollen,TRSH,Tree,Azul_175.92
Azul,81.01567737,175.92,Pinus pinaster,1,pollen,TRSH,Tree,Azul_175.92
Azul,81.01567737,175.92,Plantago,1,pollen,UPHE,Herb,Azul_175.92
Azul,81.01567737,175.92,Poaceae,111,pollen,UPHE,Herb,Azul_175.92
Azul,81.01567737,175.92,Polypodium,1,spore,VACR,Fern,Azul_175.92
Azul,81.01567737,175.92,Potentilla,5,pollen,UPHE,Herb,Azul_175.92
Azul,81.01567737,175.92,Prunus lusitanica subsp. azorica,1,pollen,TRSH,Tree,Azul_175.92
Azul,81.01567737,175.92,Pteridium aquilinum,21,spore,VACR,Fern,Azul_175.92
Azul,81.01567737,175.92,Pteris incompleta,18,spore,VACR,Fern,Azul_175.92
Azul,81.01567737,175.92,Rumex,1,pollen,UPHE,Herb,Azul_175.92
Azul,81.01567737,175.92,Sedum,1,pollen,UPHE,Herb,Azul_175.92
Azul,81.01567737,175.92,Selaginella kraussiana,54,spore,VACR,Fern,Azul_175.92
Azul,81.01567737,175.92,Vaccinium,6,pollen,TRSH,Tree,Azul_175.92
Azul,81.01567737,175.92,Viburnum treleasei,1,pollen,TRSH,Tree,Azul_175.92
Azul,85.11093499,190.49,Alnus,1,pollen,TRSH,Tree,Azul_190.49
Azul,85.11093499,190.49,Anthoceros laevis,5,spore,UPBR,Hornwort,Azul_190.49
Azul,85.11093499,190.49,Anthoceros punctatus,35,spore,UPBR,Hornwort,Azul_190.49
Azul,85.11093499,190.49,Apiaceae,4,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Arceuthobium azoricum,1,pollen,TRSH,Shrub,Azul_190.49
Azul,85.11093499,190.49,Asteraceae,15,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Calluna vulgaris,12,pollen,TRSH,Shrub,Azul_190.49
Azul,85.11093499,190.49,Cryptomeria,1,pollen,TRSH,Tree,Azul_190.49
Azul,85.11093499,190.49,Culcita macrocarpa,24,spore,UPBR,Fern,Azul_190.49
Azul,85.11093499,190.49,Cyperaceae,4,pollen,UPHE,Aquatic,Azul_190.49
Azul,85.11093499,190.49,Dryopteris,8,spore,VACR,Fern,Azul_190.49
Azul,85.11093499,190.49,Ericaceae,82,pollen,TRSH,Shrub,Azul_190.49
Azul,85.11093499,190.49,Galium,4,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Hemionitis,2,spore,VACR,Fern,Azul_190.49
Azul,85.11093499,190.49,Huperzia,11,spore,VACR,Fern,Azul_190.49
Azul,85.11093499,190.49,Hypericum foliosum,3,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Myrica faya,21,pollen,TRSH,Tree,Azul_190.49
Azul,85.11093499,190.49,Myriophyllum,29,pollen,AQVP,Aquatic,Azul_190.49
Azul,85.11093499,190.49,Myrsine africana,72,pollen,TRSH,Shrub,Azul_190.49
Azul,85.11093499,190.49,Pinus pinaster,5,pollen,TRSH,Tree,Azul_190.49
Azul,85.11093499,190.49,Plantaginaceae,4,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Plantago,1,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Poaceae,113,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Polypodium,1,spore,VACR,Fern,Azul_190.49
Azul,85.11093499,190.49,Potentilla,4,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Pteridium aquilinum,26,spore,VACR,Fern,Azul_190.49
Azul,85.11093499,190.49,Pteris incompleta,24,spore,VACR,Fern,Azul_190.49
Azul,85.11093499,190.49,Rumex,11,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Sedum,2,pollen,UPHE,Herb,Azul_190.49
Azul,85.11093499,190.49,Selaginella kraussiana,42,spore,VACR,Fern,Azul_190.49
Azul,85.11093499,190.49,Vaccinium,2,pollen,TRSH,Tree,Azul_190.49
Azul,85.11093499,190.49,Viburnum treleasei,1,pollen,TRSH,Tree,Azul_190.49
Azul,86.16777566,205.99,Anthoceros laevis,1,spore,UPBR,Hornwort,Azul_205.99
Azul,86.16777566,205.99,Anthoceros punctatus,9,spore,UPBR,Hornwort,Azul_205.99
Azul,86.16777566,205.99,Apiaceae,9,pollen,UPHE,Herb,Azul_205.99
Azul,86.16777566,205.99,Asteraceae,21,pollen,UPHE,Herb,Azul_205.99
Azul,86.16777566,205.99,Athyrium filix-femina,4,spore,UPBR,Fern,Azul_205.99
Azul,86.16777566,205.99,Calluna vulgaris,4,pollen,TRSH,Shrub,Azul_205.99
Azul,86.16777566,205.99,Culcita macrocarpa,25,spore,UPBR,Fern,Azul_205.99
Azul,86.16777566,205.99,Cyperaceae,11,pollen,UPHE,Aquatic,Azul_205.99
Azul,86.16777566,205.99,Ericaceae,72,pollen,TRSH,Shrub,Azul_205.99
Azul,86.16777566,205.99,Fabaceae,1,pollen,UPHE,Herb,Azul_205.99
Azul,86.16777566,205.99,Huperzia,6,spore,VACR,Fern,Azul_205.99
Azul,86.16777566,205.99,Hypericum foliosum,2,pollen,UPHE,Herb,Azul_205.99
Azul,86.16777566,205.99,Ilex perado subsp. azorica,2,pollen,TRSH,Tree,Azul_205.99
Azul,86.16777566,205.99,Juniperus brevifolia,2,pollen,TRSH,Tree,Azul_205.99
Azul,86.16777566,205.99,Myrica faya,27,pollen,TRSH,Tree,Azul_205.99
Azul,86.16777566,205.99,Myriophyllum,26,pollen,AQVP,Aquatic,Azul_205.99
Azul,86.16777566,205.99,Myrsine africana,86,pollen,TRSH,Shrub,Azul_205.99
Azul,86.16777566,205.99,Picconia azorica,2,pollen,TRSH,Tree,Azul_205.99
Azul,86.16777566,205.99,Poaceae,107,pollen,UPHE,Herb,Azul_205.99
Azul,86.16777566,205.99,Polypodium,1,spore,VACR,Fern,Azul_205.99
Azul,86.16777566,205.99,Potamogeton,6,pollen,AQVP,Aquatic,Azul_205.99
Azul,86.16777566,205.99,Potentilla,2,pollen,UPHE,Herb,Azul_205.99
Azul,86.16777566,205.99,Pteridium aquilinum,27,spore,VACR,Fern,Azul_205.99
Azul,86.16777566,205.99,Pteris incompleta,41,spore,VACR,Fern,Azul_205.99
Azul,86.16777566,205.99,Rumex,4,pollen,UPHE,Herb,Azul_205.99
Azul,86.16777566,205.99,Selaginella kraussiana,21,spore,VACR,Fern,Azul_205.99
Azul,86.16777566,205.99,Viburnum treleasei,1,pollen,TRSH,Tree,Azul_205.99
Azul,88.14935192,236.54,Amaranthaceae,1,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Anthoceros laevis,1,spore,UPBR,Hornwort,Azul_236.54
Azul,88.14935192,236.54,Anthoceros punctatus,13,spore,UPBR,Hornwort,Azul_236.54
Azul,88.14935192,236.54,Apiaceae,5,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Asteraceae,5,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Athyrium filix-femina,2,spore,UPBR,Fern,Azul_236.54
Azul,88.14935192,236.54,Calluna vulgaris,10,pollen,TRSH,Shrub,Azul_236.54
Azul,88.14935192,236.54,Culcita macrocarpa,15,spore,UPBR,Fern,Azul_236.54
Azul,88.14935192,236.54,Cyperaceae,1,pollen,UPHE,Aquatic,Azul_236.54
Azul,88.14935192,236.54,Dryopteris,10,spore,VACR,Fern,Azul_236.54
Azul,88.14935192,236.54,Ericaceae,69,pollen,TRSH,Shrub,Azul_236.54
Azul,88.14935192,236.54,Euphorbia,1,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Galium,1,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Hemionitis,2,spore,VACR,Fern,Azul_236.54
Azul,88.14935192,236.54,Huperzia,5,spore,VACR,Fern,Azul_236.54
Azul,88.14935192,236.54,Hypericum foliosum,4,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Ilex perado subsp. azorica,1,pollen,TRSH,Tree,Azul_236.54
Azul,88.14935192,236.54,Myrica faya,20,pollen,TRSH,Tree,Azul_236.54
Azul,88.14935192,236.54,Myriophyllum,58,pollen,AQVP,Aquatic,Azul_236.54
Azul,88.14935192,236.54,Myrsine africana,101,pollen,TRSH,Shrub,Azul_236.54
Azul,88.14935192,236.54,Picconia azorica,4,pollen,TRSH,Tree,Azul_236.54
Azul,88.14935192,236.54,Plantaginaceae,1,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Plantago,1,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Poaceae,85,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Polypodium,1,spore,VACR,Fern,Azul_236.54
Azul,88.14935192,236.54,Potamogeton,2,pollen,AQVP,Aquatic,Azul_236.54
Azul,88.14935192,236.54,Potentilla,1,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Pteridium aquilinum,16,spore,VACR,Fern,Azul_236.54
Azul,88.14935192,236.54,Pteris incompleta,20,spore,VACR,Fern,Azul_236.54
Azul,88.14935192,236.54,Rumex,4,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Sedum,3,pollen,UPHE,Herb,Azul_236.54
Azul,88.14935192,236.54,Selaginella kraussiana,15,spore,VACR,Fern,Azul_236.54
Azul,88.14935192,236.54,Vaccinium,1,pollen,TRSH,Tree,Azul_236.54
Azul,90.26303327,255.42,Anthoceros laevis,2,spore,UPBR,Hornwort,Azul_255.42
Azul,90.26303327,255.42,Anthoceros punctatus,14,spore,UPBR,Hornwort,Azul_255.42
Azul,90.26303327,255.42,Apiaceae,7,pollen,UPHE,Herb,Azul_255.42
Azul,90.26303327,255.42,Asteraceae,7,pollen,UPHE,Herb,Azul_255.42
Azul,90.26303327,255.42,Athyrium filix-femina,1,spore,UPBR,Fern,Azul_255.42
Azul,90.26303327,255.42,Calluna vulgaris,14,pollen,TRSH,Shrub,Azul_255.42
Azul,90.26303327,255.42,Culcita macrocarpa,17,spore,UPBR,Fern,Azul_255.42
Azul,90.26303327,255.42,Cyperaceae,2,pollen,UPHE,Aquatic,Azul_255.42
Azul,90.26303327,255.42,Dryopteris,16,spore,VACR,Fern,Azul_255.42
Azul,90.26303327,255.42,Ericaceae,80,pollen,TRSH,Shrub,Azul_255.42
Azul,90.26303327,255.42,Hemionitis,3,spore,VACR,Fern,Azul_255.42
Azul,90.26303327,255.42,Huperzia,2,spore,VACR,Fern,Azul_255.42
Azul,90.26303327,255.42,Hypericum foliosum,6,pollen,UPHE,Herb,Azul_255.42
Azul,90.26303327,255.42,Ilex perado subsp. azorica,2,pollen,TRSH,Tree,Azul_255.42
Azul,90.26303327,255.42,Juniperus brevifolia,1,pollen,TRSH,Tree,Azul_255.42
Azul,90.26303327,255.42,Myrica faya,29,pollen,TRSH,Tree,Azul_255.42
Azul,90.26303327,255.42,Myriophyllum,38,pollen,AQVP,Aquatic,Azul_255.42
Azul,90.26303327,255.42,Myrsine africana,96,pollen,TRSH,Shrub,Azul_255.42
Azul,90.26303327,255.42,Picconia azorica,3,pollen,TRSH,Tree,Azul_255.42
Azul,90.26303327,255.42,Plantago,4,pollen,UPHE,Herb,Azul_255.42
Azul,90.26303327,255.42,Poaceae,81,pollen,UPHE,Herb,Azul_255.42
Azul,90.26303327,255.42,Potamogeton,2,pollen,AQVP,Aquatic,Azul_255.42
Azul,90.26303327,255.42,Potentilla,2,pollen,UPHE,Herb,Azul_255.42
Azul,90.26303327,255.42,Prunus lusitanica subsp. azorica,1,pollen,TRSH,Tree,Azul_255.42
Azul,90.26303327,255.42,Pteridium aquilinum,15,spore,VACR,Fern,Azul_255.42
Azul,90.26303327,255.42,Pteris incompleta,17,spore,VACR,Fern,Azul_255.42
Azul,90.26303327,255.42,Rumex,7,pollen,UPHE,Herb,Azul_255.42
Azul,90.26303327,255.42,Sedum,3,pollen,UPHE,Herb,Azul_255.42
Azul,90.26303327,255.42,Selaginella kraussiana,22,spore,VACR,Fern,Azul_255.42
Azul,90.26303327,255.42,Vaccinium,4,pollen,TRSH,Tree,Azul_255.42
Azul,90.26303327,255.42,Viburnum treleasei,5,pollen,TRSH,Tree,Azul_255.42
Azul,91.45197903,275.44,Anthoceros laevis,1,spore,UPBR,Hornwort,Azul_275.44
Azul,91.45197903,275.44,Anthoceros punctatus,9,spore,UPBR,Hornwort,Azul_275.44
Azul,91.45197903,275.44,Apiaceae,3,pollen,UPHE,Herb,Azul_275.44
Azul,91.45197903,275.44,Arceuthobium azoricum,1,pollen,TRSH,Shrub,Azul_275.44
