lake,core_depth_id,age_bp,age_ce,high_profile,low_profile,motile,euplanktonic,algivore,detritivore,plantivore,predator
Ginjal,GN_115,242,1708,196,69,167,0,25,7,2,0
Ginjal,GN_112_5,234,1716,195,73,150,2,31,11,2,0
Ginjal,GN_110,227,1723,184,70,137,8,16,7,2,0
Ginjal,GN_105,211,1739,148,59,111,27,12,10,2,0
Ginjal,GN_102_5,203,1747,136,73,174,32,34,9,3,0
Ginjal,GN_100,195,1755,102,47,93,53,15,7,0,0
Ginjal,GN_97_5,186,1764,77,43,89,70,19,6,0,0
Ginjal,GN_95,177,1773,56,43,89,87,21,12,1,0
Ginjal,GN_92_5,170,1780,43,45,92,100,17,5,2,0
Ginjal,GN_87_5,155,1795,37,69,113,126,13,5,1,0
Ginjal,GN_85,148,1802,38,81,123,134,35,4,0,0
Ginjal,GN_82_5,141,1809,41,92,133,140,4,2,0,0
Ginjal,GN_80,134,1816,43,94,135,139,3,5,0,0
Ginjal,GN_77_5,127,1823,45,95,136,135,12,4,0,0
Ginjal,GN_72_5,114,1836,35,83,148,139,3,3,0,0
Ginjal,GN_70,107,1843,50,79,122,103,9,2,2,0
Ginjal,GN_67_5,100,1850,50,70,113,86,13,3,1,0
Ginjal,GN_65,94,1856,50,61,105,69,6,3,0,0
Ginjal,GN_62_5,87,1863,48,50,95,50,6,4,0,0
Ginjal,GN_60,81,1869,44,41,86,28,6,2,0,0
Ginjal,GN_57_5,74,1876,40,31,76,6,3,1,0,0
Ginjal,GN_55,68,1882,35,24,68,0,5,2,0,0
Ginjal,GN_52_5,61,1889,35,40,88,89,5,3,0,0
Ginjal,GN_50,55,1895,26,16,57,0,4,0,0,0
Ginjal,GN_45,42,1908,21,22,56,0,5,3,0,0
Ginjal,GN_42_5,36,1914,20,26,58,18,3,2,0,0
Ginjal,GN_40,29,1921,24,48,70,80,4,4,0,0
Ginjal,GN_37_5,23,1927,27,63,81,135,2,3,0,0
Ginjal,GN_35,17,1933,31,74,92,194,2,3,0,0
Ginjal,GN_32_5,11,1939,36,89,105,250,2,2,0,0
Ginjal,GN_27_5,-2,1952,38,60,117,343,5,3,0,0
Ginjal,GN_22_5,-14,1964,43,28,129,373,2,7,1,0
Ginjal,GN_20,-20,1970,48,30,137,313,3,7,1,0
Ginjal,GN_17_5,-26,1976,57,29,147,258,4,7,0,0
Ginjal,GN_15,-32,1982,72,38,138,199,3,9,1,0
Ginjal,GN_12_5,-38,1988,66,18,194,122,9,23,2,0
Ginjal,GN_10,-45,1995,132,58,173,102,18,10,0,0
Ginjal,GN_7_5,-51,2001,133,50,170,71,32,8,0,0
Ginjal,GN_5,-57,2007,140,58,157,76,35,1,2,0
Ginjal,GN_2_5,-63,2013,177,32,113,106,54,0,0,0
Peixinho,PEX1_100,-57.44,2007.44,261,0,20,368,193,12,14,17
Peixinho,PEX1_1020,672.1,1277.9,231,0,22,405,184,13,17,14
Peixinho,PEX1_1060,695.46,1254.54,342,0,11,188,169,14,19,11
Peixinho,PEX1_1100,719.45,1230.55,361,0,10,146,171,13,17,13
Peixinho,PEX1_1140,743,1207,242,1,28,299,186,5,5,27
Peixinho,PEX1_1180,765.02,1184.98,221,1,35,322,187,4,5,29
Peixinho,PEX1_120,-55.35,2005.35,261,0,63,198,183,1,11,34
Peixinho,PEX1_1220,784.42,1165.58,281,0,65,165,179,1,12,33
Peixinho,PEX1_1260,800.13,1149.87,375,0,47,97,169,2,12,28
Peixinho,PEX1_1300,811.06,1138.94,381,0,40,100,172,2,10,28
Peixinho,PEX1_1340,816.12,1133.88,277,0,16,196,193,0,2,28
Peixinho,PEX1_1380,822.14,1127.86,305,0,14,198,222,0,2,33
Peixinho,PEX1_1400,831.94,1118.06,977,84,29,4,849,19,53,157
Peixinho,PEX1_1410,838.43,1111.57,2314,43,88,2,1125,29,79,213
Peixinho,PEX1_1414,841.31,1108.69,361,101,93,2,1211,33,90,235
Peixinho,PEX1_1440,863.55,1086.45,469,5,54,1,792,22,57,159
Peixinho,PEX1_1454,877.83,1072.17,2927,2,67,0,470,12,29,99
Peixinho,PEX1_1480,907.93,1042.07,6978,16,94,0,172,2,5,47
Peixinho,PEX1_1494,925.75,1024.25,7317,19,95,0,200,2,9,57
Peixinho,PEX1_1500,933.67,1016.33,5768,21,75,12,335,4,24,90
Peixinho,PEX1_1520,961.14,988.86,1894,24,36,31,161,1,14,29
Peixinho,PEX1_1534,981.12,968.88,1229,25,32,33,181,2,14,28
Peixinho,PEX1_1540,989.83,960.17,543,49,50,7,278,4,18,43
Peixinho,PEX1_1560,1019.3,930.7,753,38,61,21,202,4,15,79
Peixinho,PEX1_1574,1040,910,1066,0,39,77,173,4,18,51
Peixinho,PEX1_160,-51.21,2001.21,767,32,40,55,181,4,25,0
Peixinho,PEX1_1614,1098.5,851.5,664,45,44,43,178,4,23,0
Peixinho,PEX1_1654,1152.7,797.3,444,147,101,20,168,2,11,9
Peixinho,PEX1_1694,1198.7,751.3,316,169,138,2,159,0,0,35
Peixinho,PEX1_2111,1303.5,646.5,333,84,98,2,167,0,7,39
Peixinho,PEX1_2120,1322.3,627.7,258,164,116,4,146,0,3,58
Peixinho,PEX1_2151,1405.6,544.4,465,64,79,11,152,1,13,48
Peixinho,PEX1_2160,1434.6,515.4,309,82,101,17,147,0,14,45
Peixinho,PEX1_2191,1548.2,401.8,325,102,73,26,142,0,18,50
Peixinho,PEX1_2200,1584.7,365.3,281,115,97,28,158,0,14,53
Peixinho,PEX1_2231,1719.1,230.9,407,75,74,8,159,0,22,33
Peixinho,PEX1_2240,1760.2,189.8,233,122,119,44,126,0,11,36
Peixinho,PEX1_2271,1905.8,44.2,214,121,94,75,156,0,11,43
Peixinho,PEX1_2280,1948.7,1.3,281,78,140,24,152,0,15,45
Peixinho,PEX1_2311,2095.9,-145.9,281,22,81,133,194,0,3,16
Peixinho,PEX1_2320,2137.9,-187.9,143,16,51,335,87,0,6,2
Peixinho,PEX1_2351,2277,-327,130,19,43,311,102,0,1,3
Peixinho,PEX1_40,-63.81,2013.81,209,19,52,241,98,0,0,0
Peixinho,PEX1_500,-31.97,1981.97,205,14,70,244,36,0,1,1
Peixinho,PEX1_540,26.23,1923.77,301,10,91,134,45,0,1,0
Peixinho,PEX1_580,113.45,1836.55,395,24,51,80,21,0,0,1
Peixinho,PEX1_620,218.21,1731.79,213,12,34,267,31,0,1,0
Peixinho,PEX1_660,329,1621,386,6,79,81,26,0,0,0
Peixinho,PEX1_700,434.33,1515.67,214,1,61,273,53,0,1,1
Peixinho,PEX1_740,522.7,1427.3,280,6,52,181,26,0,0,0
Peixinho,PEX1_780,582.62,1367.38,232,13,39,225,45,0,0,2
Peixinho,PEX1_80,-59.64,2009.64,180,30,117,209,38,0,5,0
Peixinho,PEX1_820,602.77,1347.23,86,36,127,660,12,0,13,0
Peixinho,PEX1_860,606.69,1343.31,145,101,246,59,23,3,12,0
Peixinho,PEX1_900,616.67,1333.33,205,42,238,22,49,4,12,1
Peixinho,PEX1_940,631.62,1318.38,187,67,156,108,37,0,6,3
Prata,PR_2020_151,-40,1990,277,57,150,28,81,7,46,6
Prata,PR_2020_155,-26,1976,190,23,292,4,82,4,52,7
Prata,PR_2020_159,-12,1962,207,61,217,21,65,5,81,2
Prata,PR_2020_163,2,1948,116,6,292,0,101,19,63,6
Prata,PR_2020_167,15,1935,303,58,45,0,46,22,61,3
Prata,PR_2020_171,29,1921,428,10,26,0,48,13,35,5
Prata,PR_2020_175,42,1908,252,61,81,4,71,7,32,5
Prata,PR_2020_179,55,1895,176,62,132,0,66,25,35,2
Prata,PR_2020_183,68,1882,219,24,248,0,36,27,56,0
Prata,PR_2020_187,82,1868,128,244,89,34,45,14,66,1
Prata,PR_2020_191,95,1855,262,106,127,6,49,12,48,2
Prata,PR_2020_195,108,1842,90,85,155,161,56,11,47,1
Prata,PR_2020_199,121,1829,99,106,108,151,58,18,30,9
Prata,PR_2020_201,128,1822,185,141,131,30,10,6,8,1
Prata,PR_2020_205,141,1809,125,165,125,109,27,12,8,5
Prata,PR_2020_209,154,1796,122,59,174,121,21,10,4,3
Prata,PR_2020_213,167,1783,207,125,125,68,27,6,7,1
Prata,PR_2020_217,179,1771,170,236,76,14,28,19,24,3
Prata,PR_2020_221,190,1760,123,263,96,22,25,7,17,2
Prata,PR_2020_225,201,1749,123,261,109,31,62,6,60,7
Prata,PR_2020_229,212,1738,132,142,122,96,57,21,29,5
Prata,PR_2020_233,223,1727,53,232,131,63,68,3,28,0
Prata,PR_2020_237,234,1716,151,192,114,42,65,14,65,1
Prata,PR_2020_241,245,1705,138,226,89,28,62,6,24,0
Prata,PR_2020_245,256,1694,143,234,74,22,44,2,51,0
Prata,PR_2020_249,267,1683,151,212,109,21,52,2,58,0
Prata,PR_2020_251,272,1678,135,228,105,19,26,3,20,1
Prata,PR_2020_255,283,1667,108,248,118,20,45,2,48,1
Prata,PR_2020_259,294,1656,83,251,118,17,24,4,28,2
Prata,PR_2020_263,305,1645,161,244,129,41,16,5,55,1
Prata,PR_2020_267,316,1634,157,180,95,21,22,3,48,0
Prata,PR_2020_271,327,1623,89,267,92,20,17,2,52,0
Prata,PR_2020_275,338,1612,138,211,94,18,14,1,54,0
Prata,PR_2020_279,350,1600,201,172,83,12,32,0,50,5
Prata,PR_2020_283,361,1589,93,276,72,1,11,1,63,0
Prata,PR_2020_287,372,1578,111,255,83,4,26,1,79,0
Prata,PR_2020_291,382,1568,112,244,52,8,31,5,72,0
Prata,PR_2020_295,393,1557,104,352,90,9,27,1,74,0
Prata,PR_2020_299,403,1547,153,120,93,3,38,1,98,1
Prata,PR_2020_301,409,1541,72,191,47,5,22,5,59,0
Prata,PR_2020_305,419,1531,100,149,44,5,27,0,58,0
Prata,PR_2020_309,430,1520,145,175,53,5,16,0,70,0
Prata,PR_2020_313,441,1509,194,131,60,3,18,1,61,0
Prata,PR_2020_317,452,1498,182,104,110,7,14,2,57,0
Prata,PR_2020_321,463,1487,170,118,67,4,31,0,81,0
Prata,PR_2020_325,473,1477,205,91,106,0,13,0,47,0
Prata,PR_2020_329,490,1460,184,78,108,5,33,0,78,0
Prata,PR_2020_333,514,1436,177,91,119,9,21,1,59,0
Prata,PR_2020_337,540,1410,106,113,149,6,27,5,102,1
Prata,PR_2020_341,567,1383,180,87,113,4,17,3,56,0
Prata,PR_2020_345,594,1356,152,69,78,3,22,2,61,1
Prata,PR_2020_349,621,1329,289,43,52,0,21,1,57,0
Prata,PR_2020_351,635,1315,411,30,38,5,32,2,55,1
Prata,PR_2020_355,660,1290,520,2,10,0,45,1,113,0
Prata,PR_2020_359,688,1262,465,11,17,0,25,1,102,0
Prata,PR_2020_361,703,1247,479,21,11,0,42,0,46,0
Prata,PR_2020_375,732,1218,444,21,9,0,53,0,6,0
Prata,PR_2020_379,762,1188,325,9,19,0,79,0,37,0
Prata,PR_2020_383,794,1156,249,0,30,0,39,0,60,0
Prata,PR_2020_387,824,1126,121,0,33,0,104,2,6,0
Prata,PR_2020_391,858,1092,52,0,30,0,67,0,10,0
Prata,PR_2020_395,904,1046,268,1,51,0,67,0,54,0
Prata,PR_2020_399,1021,929,493,0,29,0,18,0,16,0
Prata,PR_2020_415,1140,810,135,0,13,0,10,1,27,0
Prata,PR_2020_419,1217,733,276,2,38,0,16,0,28,0
Santiago,SA11_02_145,353,1597,53.5,44,4.5,304,136,4,12,12
Santiago,SA11_02_144,347,1603,45,75,11,288,30,2,6,0
Santiago,SA11_02_143,341,1609,48,42,4,329.5,54,0,8,2
Santiago,SA11_02_142,335,1615,50,145,25,220,92,2,6,0
Santiago,SA11_02_141,329,1621,20,271,53,113.5,100,2,6,2
Santiago,SA11_02_140,322,1628,74,157,24,191,116,0,24,10
Santiago,SA11_02_139,316,1634,141,100,7.5,191.5,98,2,2,4
Santiago,SA11_02_138,310,1640,62,97,13,266,84,0,18,6
Santiago,SA11_02_137,304,1646,11,38,1,377.5,128,2,16,8
Santiago,SA11_02_136,298,1652,30,32,4,356,240,2,30,8
Santiago,SA11_02_135,291,1659,17,18,8.5,377.5,90,0,2,6
Santiago,SA11_02_134,285,1665,17,15,7,374,82,0,10,2
Santiago,SA11_02_133,279,1671,17.5,18,9.5,355.5,132,0,2,6
Santiago,SA11_02_132,273,1677,16,15,8,370,202,0,26,12
Santiago,SA11_02_131,266,1684,25,24,8.5,361,56,0,6,4
Santiago,SA11_02_130,260,1690,20,15,7,370,54,0,10,4
Santiago,SA11_02_129,254,1696,9,8,2,388,62,0,0,0
Santiago,SA11_02_128,248,1702,28,16,9,365,56,0,2,2
Santiago,SA11_02_127,242,1708,49.5,40,17.5,323,152,0,12,4
Santiago,SA11_02_126,235,1715,32,40,12,342,142,0,6,4
Santiago,SA11_02_125,229,1721,16,21,8.5,370,56,0,4,6
Santiago,SA11_02_124,223,1727,26,94,11,298,68,0,0,4
Santiago,SA11_02_123,217,1733,32.5,146,12,254.5,98,2,4,2
Santiago,SA11_02_122,211,1739,17,168,8,229,100,2,4,10
Santiago,SA11_02_121,204,1746,3,206,8.5,186.5,84,2,14,6
Santiago,SA11_02_120,198,1752,13,208,13,177,38,0,4,10
Santiago,SA11_02_119,192,1758,18,235,9.5,149.5,84,0,18,4
Santiago,SA11_02_118,186,1764,16,178,25,188,86,0,4,10
Santiago,SA11_02_117,179,1771,18.5,100,36,248.5,34,0,2,0
Santiago,SA11_02_116,173,1777,17,121,29,240,238,0,14,6
Santiago,SA11_02_115,167,1783,18,129,36,226.5,128,0,10,2
Santiago,SA11_02_114,161,1789,14,79,21,294,214,0,20,10
Santiago,SA11_02_113,155,1795,9,44,5.5,349,124,0,10,4
Santiago,SA11_02_112,148,1802,14,57,13,325,162,0,14,6
Santiago,SA11_02_111,142,1808,21,54,8.5,330.5,82,0,10,4
Santiago,SA11_02_110,136,1814,20,53,12,324,38,0,0,4
Santiago,SA11_02_109,130,1820,16,63,19.5,304.5,88,0,4,6
Santiago,SA11_02_108,124,1826,29,57,15,310,174,4,16,4
Santiago,SA11_02_106,111,1839,53,65,17.5,280.5,252,0,18,6
Santiago,SA11_02_105,105,1845,42,77,20,271,26,0,4,4
Santiago,SA11_02_104,99,1851,23.5,74,20.5,294,112,0,8,2
Santiago,SA11_02_103,92,1858,44,88,20,254,174,2,16,6
Santiago,SA11_02_102,86,1864,49,86,22.5,244.5,116,2,14,2
Santiago,SA11_02_101,80.6,1869.4,35,74,21,278,80,2,6,4
Santiago,SA11_02_100,80.5,1869.5,47,84,25.5,252.5,90,2,6,4
Santiago,SA11_02_99,80.5,1869.5,35,73,22,278,90,0,12,2
Santiago,SA11_02_97,80.4,1869.6,35,73,22,279,58,0,2,2
Santiago,SA11_02_98,80.4,1869.6,45.5,67,8,282.5,50,0,2,0
Santiago,SA11_02_95,80.3,1869.7,35,73,22,279,6,0,0,0
Santiago,SA11_02_96,80.3,1869.7,66.5,104,18.5,224,6,0,0,0
Santiago,SA11_02_93,80.2,1869.8,35,72,22,280,4,0,0,0
Santiago,SA11_02_94,80.2,1869.8,32.5,88,33,248.5,2,0,0,0
Santiago,SA11_02_91,80.1,1869.9,34,72,22,280,2,0,0,0
Santiago,SA11_02_92,80.1,1869.9,15.5,84,14.5,295,24,0,0,4
Santiago,SA11_02_90,79,1871,35.5,63,19.5,293,6,0,2,2
Santiago,SA11_02_89,78,1872,30,64,22,294,10,0,6,0
Santiago,SA11_02_88,76,1874,13,48,20,322,6,0,2,0
Santiago,SA11_02_87,75,1875,23,52,23,315,12,4,8,0
Santiago,SA11_02_86,74,1876,8,12,21.5,371,32,0,10,0
Santiago,SA11_02_85,73,1877,19,43,23,330,22,0,16,0
Santiago,SA11_02_84,71,1879,4,41,41.5,321,14,0,4,0
Santiago,SA11_02_83,70,1880,14,33,23,349,26,0,10,0
Santiago,SA11_02_82,69,1881,9,10,24,412.5,12,0,4,2
Santiago,SA11_02_81,68,1882,11,27,21,361,30,0,6,0
Santiago,SA11_02_80,66,1884,21,39,35,312.5,24,2,0,0
Santiago,SA11_02_79,65,1885,9,19,19,375,38,0,10,0
Santiago,SA11_02_78,64,1886,1,6,12,406.5,20,0,2,2
Santiago,SA11_02_77,63,1887,7,15,17,383,12,0,2,0
Santiago,SA11_02_76,61,1889,3,4,3.5,393.5,16,2,12,2
Santiago,SA11_02_75,60,1890,6,11,14,391,16,0,2,0
Santiago,SA11_02_74,59,1891,2,8,4.5,434.5,24,0,6,0
Santiago,SA11_02_73,58,1892,5,10,13,394,40,0,0,0
Santiago,SA11_02_72,57,1893,12,12,8.5,389,22,0,4,0
Santiago,SA11_02_71,55,1895,5,8,12,395,2,0,4,0
Santiago,SA11_02_70,54,1896,7,20,16.5,380.5,18,0,16,0
Santiago,SA11_02_69,53,1897,5,7,12,395,22,0,8,0
Santiago,SA11_02_68,52,1898,12,7,5.5,391.5,32,2,0,0
Santiago,SA11_02_67,50,1900,4,6,12,393,44,0,4,0
Santiago,SA11_02_66,49,1901,2,9,19.5,371,36,0,6,2
Santiago,SA11_02_65,48,1902,4,6,13,392,26,0,2,0
Santiago,SA11_02_64,47,1903,0,2,8.5,411.5,20,0,4,0
Santiago,SA11_02_63,45,1905,4,6,14,390,38,0,8,0
Santiago,SA11_02_62,44,1906,2,3,10.5,389,22,0,4,0
Santiago,SA11_02_61,43,1907,4,6,15,388,68,2,16,0
Santiago,SA11_02_60,42,1908,6,7,18,377.5,22,0,16,2
Santiago,SA11_02_59,40,1910,4,7,15,386,28,0,10,0
Santiago,SA11_02_58,39,1911,6,4,17.5,380,12,0,4,0
Santiago,SA11_02_57,38,1912,5,8,16,385,28,0,8,0
Santiago,SA11_02_56,37,1913,12,13,44.5,342.5,46,0,12,6
Santiago,SA11_02_55,36,1914,5,9,15,385,32,0,16,0
Santiago,SA11_02_54,34,1916,1,10,15.5,396,36,0,14,0
Santiago,SA11_02_53,33,1917,7,11,8,386.5,70,8,10,0
Santiago,SA11_02_52,32,1918,1,11,9,407,106,8,16,4
Santiago,SA11_02_51,31,1919,4,17,13,374,26,2,10,0
Santiago,SA11_02_50,29,1921,7,4,6,402,36,4,10,2
Santiago,SA11_02_49,28,1922,5,12,9.5,385,40,2,6,0
Santiago,SA11_02_48,27,1923,4,10,8.5,390.5,28,0,10,0
Santiago,SA11_02_47,26,1924,4,29,18,352,26,0,4,0
Santiago,SA11_02_46,24,1926,16,16,9.5,366.5,12,0,4,0
Santiago,SA11_02_45,23,1927,6,11,9,378.5,28,0,4,0
Santiago,SA11_02_44,22,1928,28,14,18.5,388,30,2,0,0
Santiago,SA11_02_43,21,1929,11,15,35.5,362.5,28,6,8,0
Santiago,SA11_02_42,20,1930,22,12,22.5,383,36,0,4,0
Santiago,SA11_02_41,18,1932,9,16,34,380,58,4,20,0
Santiago,SA11_02_40,17,1933,14.5,33,80,304,24,0,10,0
Santiago,SA11_02_39,16,1934,1,10,70.5,323.5,6,2,2,2
Santiago,SA11_02_38,15,1935,21,12,0,0,0,0,0,0
Santiago,SA11_02_37,13,1937,13,17,26,346.5,12,2,4,2
Santiago,SA11_02_36,12,1938,13,10,22,360.5,32,0,2,0
Santiago,SA11_02_35,11,1939,7,8,39.5,379.5,10,0,0,0
Santiago,SA11_02_34,10,1940,16,3,9.5,375,16,0,4,0
Santiago,SA11_02_33,8,1942,25,21,33,382.5,36,0,6,0
Santiago,SA11_02_32,7,1943,9,12,13,375.5,22,0,18,2
Santiago,SA11_02_31,6,1944,2,14,12.5,429.5,2,0,2,0
Santiago,SA11_02_30,5,1945,20,24,28,390,28,0,14,0
Santiago,SA11_02_29,3,1947,6,12,5,386,14,0,12,2
Santiago,SA11_02_28,2,1948,35,36,56.5,392.5,10,0,2,0
Santiago,SA11_02_27,1,1949,13,18,15.5,359.5,28,0,0,6
Santiago,SA11_02_26,0,1950,15,29,26.5,375,14,2,0,0
Santiago,SA11_02_25,-1,1951,17.5,11,26,360.5,20,0,0,2
Santiago,SA11_02_24,-4,1954,10,12,17,369.5,30,0,6,0
Santiago,SA11_02_23,-6,1956,2,11,0,0,0,0,0,0
Santiago,SA11_02_22,-9,1959,12,17,15.5,396.5,14,0,2,0
Santiago,SA11_02_21,-11,1961,7,11,8,385,24,0,2,0
Santiago,SA11_02_20,-13,1963,7,11,55.5,332.5,22,0,2,0
Santiago,SA11_02_19,-16,1966,7,19,32,396.5,12,0,4,0
Santiago,SA11_02_18,-18,1968,2,18,3.5,395,10,6,2,0
Santiago,SA11_02_17,-21,1971,4,19,15,398,14,0,0,2
Santiago,SA11_02_16,-23,1973,11,65,34.5,301,22,0,0,0
Santiago,SA11_02_15,-25,1975,34,59,37.5,356.5,50,0,6,4
Santiago,SA11_02_14,-28,1978,11,15,8,383,34,0,2,0
Santiago,SA11_02_13,-30,1980,31,29,12,793.5,26,0,6,2
Santiago,SA11_02_12,-32,1982,1,5,3,406.5,8,2,0,0
Santiago,SA11_02_11,-35,1985,15,23,7,385.5,10,0,2,0
Santiago,SA11_02_10,-37,1987,5,5,1,437,6,0,0,2
Santiago,SA11_02_9,-40,1990,11,10,2.5,386,8,0,0,0
Santiago,SA11_02_8,-42,1992,11,10,15,461.5,6,0,2,0
Santiago,SA11_02_7,-44,1994,26,16,13,405,22,0,4,0
Santiago,SA11_02_6,-47,1997,16,13,15,386.5,22,2,4,0
Santiago,SA11_02_5,-49,1999,7,20,9.5,374,34,2,6,0
Santiago,SA11_02_4,-51,2001,19,10,13.5,368,26,8,12,0
Santiago,SA11_02_3,-54,2004,12,8,12,379.5,28,4,0,0
Santiago,SA11_02_2,-56,2006,7.5,22,30,350,16,4,2,4
Santiago,SA11_02_1,-59,2009,8,34,36,339,20,12,6,0
Santiago,SA11_02_0,-61,2011,3,32,35,381,12,6,6,0
