sitename,depth,age,age_ce,taxa,value,elementtype,ecologicalgroup,group
Rasa,310,1552,398,Rumex obtusifolius,0,pollen,UPHE,Herb
Rasa,316,1692,258,Rumex obtusifolius,0,pollen,UPHE,Herb
Rasa,321,2040,-90,Rumex obtusifolius,0,pollen,UPHE,Herb
Rasa,323,2180,-230,Rumex obtusifolius,0,pollen,UPHE,Herb
Rasa,325,2319,-369,Rumex obtusifolius,0,pollen,UPHE,Herb
Rasa,327,2459,-509,Rumex obtusifolius,0,pollen,UPHE,Herb
Rasa,329,2598,-648,Rumex obtusifolius,0,pollen,UPHE,Herb
Rasa,331,2738,-788,Rumex obtusifolius,0,pollen,UPHE,Herb
Rasa,122,-25,1975,Sagina,1,pollen,UPHE,Herb
Rasa,126,-7,1957,Sagina,1,pollen,UPHE,Herb
Rasa,130,11,1939,Sagina,0,pollen,UPHE,Herb
Rasa,134,28,1922,Sagina,0,pollen,UPHE,Herb
Rasa,138,46,1904,Sagina,0,pollen,UPHE,Herb
Rasa,142,64,1886,Sagina,0,pollen,UPHE,Herb
Rasa,146,82,1868,Sagina,1,pollen,UPHE,Herb
Rasa,150,100,1850,Sagina,0,pollen,UPHE,Herb
Rasa,154,118,1832,Sagina,0,pollen,UPHE,Herb
Rasa,158,135,1815,Sagina,2,pollen,UPHE,Herb
Rasa,162,153,1797,Sagina,0,pollen,UPHE,Herb
Rasa,166,171,1779,Sagina,0,pollen,UPHE,Herb
Rasa,170,212,1738,Sagina,2,pollen,UPHE,Herb
Rasa,174,276,1674,Sagina,0,pollen,UPHE,Herb
Rasa,178,340,1610,Sagina,0,pollen,UPHE,Herb
Rasa,182,404,1546,Sagina,0,pollen,UPHE,Herb
Rasa,186,468,1482,Sagina,0,pollen,UPHE,Herb
Rasa,190,517,1433,Sagina,0,pollen,UPHE,Herb
Rasa,194,551,1399,Sagina,0,pollen,UPHE,Herb
Rasa,198,585,1365,Sagina,0,pollen,UPHE,Herb
Rasa,202,619,1331,Sagina,0,pollen,UPHE,Herb
Rasa,206,653,1297,Sagina,0,pollen,UPHE,Herb
Rasa,210,687,1263,Sagina,0,pollen,UPHE,Herb
Rasa,222,695,1255,Sagina,0,pollen,UPHE,Herb
Rasa,226,729,1221,Sagina,0,pollen,UPHE,Herb
Rasa,230,763,1187,Sagina,0,pollen,UPHE,Herb
Rasa,234,797,1153,Sagina,0,pollen,UPHE,Herb
Rasa,238,831,1119,Sagina,0,pollen,UPHE,Herb
Rasa,246,899,1051,Sagina,0,pollen,UPHE,Herb
Rasa,254,967,983,Sagina,0,pollen,UPHE,Herb
Rasa,262,1035,915,Sagina,0,pollen,UPHE,Herb
Rasa,270,1103,847,Sagina,0,pollen,UPHE,Herb
Rasa,270.01001,1103,847,Sagina,0,pollen,UPHE,Herb
Rasa,278,1171,779,Sagina,0,pollen,UPHE,Herb
Rasa,286,1239,711,Sagina,0,pollen,UPHE,Herb
Rasa,294,1329,621,Sagina,0,pollen,UPHE,Herb
Rasa,302,1441,509,Sagina,0,pollen,UPHE,Herb
Rasa,310,1552,398,Sagina,0,pollen,UPHE,Herb
Rasa,316,1692,258,Sagina,0,pollen,UPHE,Herb
Rasa,321,2040,-90,Sagina,0,pollen,UPHE,Herb
Rasa,323,2180,-230,Sagina,0,pollen,UPHE,Herb
Rasa,325,2319,-369,Sagina,0,pollen,UPHE,Herb
Rasa,327,2459,-509,Sagina,0,pollen,UPHE,Herb
Rasa,329,2598,-648,Sagina,0,pollen,UPHE,Herb
Rasa,331,2738,-788,Sagina,0,pollen,UPHE,Herb
Rasa,122,-25,1975,Salix,0,pollen,TRSH,Tree
Rasa,126,-7,1957,Salix,0,pollen,TRSH,Tree
Rasa,130,11,1939,Salix,0,pollen,TRSH,Tree
Rasa,134,28,1922,Salix,0,pollen,TRSH,Tree
Rasa,138,46,1904,Salix,0,pollen,TRSH,Tree
Rasa,142,64,1886,Salix,0,pollen,TRSH,Tree
Rasa,146,82,1868,Salix,0,pollen,TRSH,Tree
Rasa,150,100,1850,Salix,0,pollen,TRSH,Tree
Rasa,154,118,1832,Salix,0,pollen,TRSH,Tree
Rasa,158,135,1815,Salix,0,pollen,TRSH,Tree
Rasa,162,153,1797,Salix,0,pollen,TRSH,Tree
Rasa,166,171,1779,Salix,0,pollen,TRSH,Tree
Rasa,170,212,1738,Salix,0,pollen,TRSH,Tree
Rasa,174,276,1674,Salix,0,pollen,TRSH,Tree
Rasa,178,340,1610,Salix,0,pollen,TRSH,Tree
Rasa,182,404,1546,Salix,0,pollen,TRSH,Tree
Rasa,186,468,1482,Salix,0,pollen,TRSH,Tree
Rasa,190,517,1433,Salix,0,pollen,TRSH,Tree
Rasa,194,551,1399,Salix,0,pollen,TRSH,Tree
Rasa,198,585,1365,Salix,0,pollen,TRSH,Tree
Rasa,202,619,1331,Salix,0,pollen,TRSH,Tree
Rasa,206,653,1297,Salix,0,pollen,TRSH,Tree
Rasa,210,687,1263,Salix,0,pollen,TRSH,Tree
Rasa,222,695,1255,Salix,0,pollen,TRSH,Tree
Rasa,226,729,1221,Salix,0,pollen,TRSH,Tree
Rasa,230,763,1187,Salix,0,pollen,TRSH,Tree
Rasa,234,797,1153,Salix,0,pollen,TRSH,Tree
Rasa,238,831,1119,Salix,0,pollen,TRSH,Tree
Rasa,246,899,1051,Salix,0,pollen,TRSH,Tree
Rasa,254,967,983,Salix,0,pollen,TRSH,Tree
Rasa,262,1035,915,Salix,0,pollen,TRSH,Tree
Rasa,270,1103,847,Salix,0,pollen,TRSH,Tree
Rasa,270.01001,1103,847,Salix,0,pollen,TRSH,Tree
Rasa,278,1171,779,Salix,0,pollen,TRSH,Tree
Rasa,286,1239,711,Salix,0,pollen,TRSH,Tree
Rasa,294,1329,621,Salix,0,pollen,TRSH,Tree
Rasa,302,1441,509,Salix,0,pollen,TRSH,Tree
Rasa,310,1552,398,Salix,0,pollen,TRSH,Tree
Rasa,316,1692,258,Salix,0,pollen,TRSH,Tree
Rasa,321,2040,-90,Salix,0,pollen,TRSH,Tree
Rasa,323,2180,-230,Salix,0,pollen,TRSH,Tree
Rasa,325,2319,-369,Salix,0,pollen,TRSH,Tree
Rasa,327,2459,-509,Salix,0,pollen,TRSH,Tree
Rasa,329,2598,-648,Salix,0,pollen,TRSH,Tree
Rasa,331,2738,-788,Salix,0,pollen,TRSH,Tree
Rasa,122,-25,1975,Secale,1,pollen,UPHE,Herb
Rasa,126,-7,1957,Secale,0,pollen,UPHE,Herb
Rasa,130,11,1939,Secale,0,pollen,UPHE,Herb
Rasa,134,28,1922,Secale,0,pollen,UPHE,Herb
Rasa,138,46,1904,Secale,0,pollen,UPHE,Herb
Rasa,142,64,1886,Secale,0,pollen,UPHE,Herb
Rasa,146,82,1868,Secale,0,pollen,UPHE,Herb
Rasa,150,100,1850,Secale,0,pollen,UPHE,Herb
Rasa,154,118,1832,Secale,0,pollen,UPHE,Herb
Rasa,158,135,1815,Secale,1,pollen,UPHE,Herb
Rasa,162,153,1797,Secale,0,pollen,UPHE,Herb
Rasa,166,171,1779,Secale,0,pollen,UPHE,Herb
Rasa,170,212,1738,Secale,0,pollen,UPHE,Herb
Rasa,174,276,1674,Secale,0,pollen,UPHE,Herb
Rasa,178,340,1610,Secale,0,pollen,UPHE,Herb
Rasa,182,404,1546,Secale,0,pollen,UPHE,Herb
Rasa,186,468,1482,Secale,0,pollen,UPHE,Herb
Rasa,190,517,1433,Secale,0,pollen,UPHE,Herb
Rasa,194,551,1399,Secale,0,pollen,UPHE,Herb
Rasa,198,585,1365,Secale,0,pollen,UPHE,Herb
Rasa,202,619,1331,Secale,0,pollen,UPHE,Herb
Rasa,206,653,1297,Secale,0,pollen,UPHE,Herb
Rasa,210,687,1263,Secale,0,pollen,UPHE,Herb
Rasa,222,695,1255,Secale,0,pollen,UPHE,Herb
Rasa,226,729,1221,Secale,0,pollen,UPHE,Herb
Rasa,230,763,1187,Secale,0,pollen,UPHE,Herb
Rasa,234,797,1153,Secale,0,pollen,UPHE,Herb
Rasa,238,831,1119,Secale,0,pollen,UPHE,Herb
Rasa,246,899,1051,Secale,0,pollen,UPHE,Herb
Rasa,254,967,983,Secale,0,pollen,UPHE,Herb
Rasa,262,1035,915,Secale,0,pollen,UPHE,Herb
Rasa,270,1103,847,Secale,0,pollen,UPHE,Herb
Rasa,270.01001,1103,847,Secale,0,pollen,UPHE,Herb
Rasa,278,1171,779,Secale,0,pollen,UPHE,Herb
Rasa,286,1239,711,Secale,0,pollen,UPHE,Herb
Rasa,294,1329,621,Secale,0,pollen,UPHE,Herb
Rasa,302,1441,509,Secale,0,pollen,UPHE,Herb
Rasa,310,1552,398,Secale,0,pollen,UPHE,Herb
Rasa,316,1692,258,Secale,0,pollen,UPHE,Herb
Rasa,321,2040,-90,Secale,0,pollen,UPHE,Herb
Rasa,323,2180,-230,Secale,0,pollen,UPHE,Herb
Rasa,325,2319,-369,Secale,0,pollen,UPHE,Herb
Rasa,327,2459,-509,Secale,0,pollen,UPHE,Herb
Rasa,329,2598,-648,Secale,0,pollen,UPHE,Herb
Rasa,331,2738,-788,Secale,0,pollen,UPHE,Herb
Rasa,122,-25,1975,Selaginella kraussiana,11,spore,VACR,Fern
Rasa,126,-7,1957,Selaginella kraussiana,11,spore,VACR,Fern
Rasa,130,11,1939,Selaginella kraussiana,8,spore,VACR,Fern
Rasa,134,28,1922,Selaginella kraussiana,3,spore,VACR,Fern
Rasa,138,46,1904,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,142,64,1886,Selaginella kraussiana,14,spore,VACR,Fern
Rasa,146,82,1868,Selaginella kraussiana,12,spore,VACR,Fern
Rasa,150,100,1850,Selaginella kraussiana,12,spore,VACR,Fern
Rasa,154,118,1832,Selaginella kraussiana,8,spore,VACR,Fern
Rasa,158,135,1815,Selaginella kraussiana,17,spore,VACR,Fern
Rasa,162,153,1797,Selaginella kraussiana,7,spore,VACR,Fern
Rasa,166,171,1779,Selaginella kraussiana,11,spore,VACR,Fern
Rasa,170,212,1738,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,174,276,1674,Selaginella kraussiana,6,spore,VACR,Fern
Rasa,178,340,1610,Selaginella kraussiana,12,spore,VACR,Fern
Rasa,182,404,1546,Selaginella kraussiana,2,spore,VACR,Fern
Rasa,186,468,1482,Selaginella kraussiana,7,spore,VACR,Fern
Rasa,190,517,1433,Selaginella kraussiana,7,spore,VACR,Fern
Rasa,194,551,1399,Selaginella kraussiana,4,spore,VACR,Fern
Rasa,198,585,1365,Selaginella kraussiana,13,spore,VACR,Fern
Rasa,202,619,1331,Selaginella kraussiana,6,spore,VACR,Fern
Rasa,206,653,1297,Selaginella kraussiana,8,spore,VACR,Fern
Rasa,210,687,1263,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,222,695,1255,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,226,729,1221,Selaginella kraussiana,4,spore,VACR,Fern
Rasa,230,763,1187,Selaginella kraussiana,7,spore,VACR,Fern
Rasa,234,797,1153,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,238,831,1119,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,246,899,1051,Selaginella kraussiana,14,spore,VACR,Fern
Rasa,254,967,983,Selaginella kraussiana,6,spore,VACR,Fern
Rasa,262,1035,915,Selaginella kraussiana,4,spore,VACR,Fern
Rasa,270,1103,847,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,270.01001,1103,847,Selaginella kraussiana,11,spore,VACR,Fern
Rasa,278,1171,779,Selaginella kraussiana,3,spore,VACR,Fern
Rasa,286,1239,711,Selaginella kraussiana,7,spore,VACR,Fern
Rasa,294,1329,621,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,302,1441,509,Selaginella kraussiana,8,spore,VACR,Fern
Rasa,310,1552,398,Selaginella kraussiana,8,spore,VACR,Fern
Rasa,316,1692,258,Selaginella kraussiana,3,spore,VACR,Fern
Rasa,321,2040,-90,Selaginella kraussiana,5,spore,VACR,Fern
Rasa,323,2180,-230,Selaginella kraussiana,9,spore,VACR,Fern
Rasa,325,2319,-369,Selaginella kraussiana,23,spore,VACR,Fern
Rasa,327,2459,-509,Selaginella kraussiana,18,spore,VACR,Fern
Rasa,329,2598,-648,Selaginella kraussiana,21,spore,VACR,Fern
Rasa,331,2738,-788,Selaginella kraussiana,15,spore,VACR,Fern
Rasa,122,-25,1975,Senecio,0,pollen,UPHE,Herb
Rasa,126,-7,1957,Senecio,0,pollen,UPHE,Herb
Rasa,130,11,1939,Senecio,1,pollen,UPHE,Herb
Rasa,134,28,1922,Senecio,0,pollen,UPHE,Herb
Rasa,138,46,1904,Senecio,3,pollen,UPHE,Herb
Rasa,142,64,1886,Senecio,0,pollen,UPHE,Herb
Rasa,146,82,1868,Senecio,1,pollen,UPHE,Herb
Rasa,150,100,1850,Senecio,0,pollen,UPHE,Herb
Rasa,154,118,1832,Senecio,0,pollen,UPHE,Herb
Rasa,158,135,1815,Senecio,0,pollen,UPHE,Herb
Rasa,162,153,1797,Senecio,0,pollen,UPHE,Herb
Rasa,166,171,1779,Senecio,0,pollen,UPHE,Herb
Rasa,170,212,1738,Senecio,0,pollen,UPHE,Herb
Rasa,174,276,1674,Senecio,0,pollen,UPHE,Herb
Rasa,178,340,1610,Senecio,0,pollen,UPHE,Herb
Rasa,182,404,1546,Senecio,0,pollen,UPHE,Herb
Rasa,186,468,1482,Senecio,1,pollen,UPHE,Herb
Rasa,190,517,1433,Senecio,1,pollen,UPHE,Herb
Rasa,194,551,1399,Senecio,0,pollen,UPHE,Herb
Rasa,198,585,1365,Senecio,0,pollen,UPHE,Herb
Rasa,202,619,1331,Senecio,1,pollen,UPHE,Herb
Rasa,206,653,1297,Senecio,0,pollen,UPHE,Herb
Rasa,210,687,1263,Senecio,0,pollen,UPHE,Herb
Rasa,222,695,1255,Senecio,0,pollen,UPHE,Herb
Rasa,226,729,1221,Senecio,0,pollen,UPHE,Herb
Rasa,230,763,1187,Senecio,0,pollen,UPHE,Herb
Rasa,234,797,1153,Senecio,0,pollen,UPHE,Herb
Rasa,238,831,1119,Senecio,0,pollen,UPHE,Herb
Rasa,246,899,1051,Senecio,1,pollen,UPHE,Herb
Rasa,254,967,983,Senecio,1,pollen,UPHE,Herb
Rasa,262,1035,915,Senecio,0,pollen,UPHE,Herb
Rasa,270,1103,847,Senecio,0,pollen,UPHE,Herb
Rasa,270.01001,1103,847,Senecio,0,pollen,UPHE,Herb
Rasa,278,1171,779,Senecio,0,pollen,UPHE,Herb
Rasa,286,1239,711,Senecio,0,pollen,UPHE,Herb
Rasa,294,1329,621,Senecio,0,pollen,UPHE,Herb
Rasa,302,1441,509,Senecio,0,pollen,UPHE,Herb
Rasa,310,1552,398,Senecio,0,pollen,UPHE,Herb
Rasa,316,1692,258,Senecio,0,pollen,UPHE,Herb
Rasa,321,2040,-90,Senecio,0,pollen,UPHE,Herb
Rasa,323,2180,-230,Senecio,0,pollen,UPHE,Herb
Rasa,325,2319,-369,Senecio,0,pollen,UPHE,Herb
Rasa,327,2459,-509,Senecio,1,pollen,UPHE,Herb
Rasa,329,2598,-648,Senecio,2,pollen,UPHE,Herb
Rasa,331,2738,-788,Senecio,0,pollen,UPHE,Herb
Rasa,122,-25,1975,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,126,-7,1957,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,130,11,1939,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,134,28,1922,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,138,46,1904,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,142,64,1886,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,146,82,1868,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,150,100,1850,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,154,118,1832,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,158,135,1815,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,162,153,1797,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,166,171,1779,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,170,212,1738,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,174,276,1674,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,178,340,1610,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,182,404,1546,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,186,468,1482,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,190,517,1433,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,194,551,1399,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,198,585,1365,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,202,619,1331,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,206,653,1297,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,210,687,1263,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,222,695,1255,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,226,729,1221,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,230,763,1187,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,234,797,1153,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,238,831,1119,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,246,899,1051,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,254,967,983,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,262,1035,915,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,270,1103,847,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,270.01001,1103,847,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,278,1171,779,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,286,1239,711,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,294,1329,621,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,302,1441,509,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,310,1552,398,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,316,1692,258,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,321,2040,-90,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,323,2180,-230,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,325,2319,-369,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,327,2459,-509,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,329,2598,-648,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,331,2738,-788,Solanum nigrum,0,pollen,UPHE,Herb
Rasa,122,-25,1975,Spergula,0,pollen,UPHE,Herb
Rasa,126,-7,1957,Spergula,0,pollen,UPHE,Herb
Rasa,130,11,1939,Spergula,0,pollen,UPHE,Herb
Rasa,134,28,1922,Spergula,0,pollen,UPHE,Herb
Rasa,138,46,1904,Spergula,1,pollen,UPHE,Herb
Rasa,142,64,1886,Spergula,0,pollen,UPHE,Herb
Rasa,146,82,1868,Spergula,0,pollen,UPHE,Herb
Rasa,150,100,1850,Spergula,0,pollen,UPHE,Herb
Rasa,154,118,1832,Spergula,1,pollen,UPHE,Herb
Rasa,158,135,1815,Spergula,0,pollen,UPHE,Herb
Rasa,162,153,1797,Spergula,0,pollen,UPHE,Herb
Rasa,166,171,1779,Spergula,1,pollen,UPHE,Herb
Rasa,170,212,1738,Spergula,2,pollen,UPHE,Herb
Rasa,174,276,1674,Spergula,1,pollen,UPHE,Herb
Rasa,178,340,1610,Spergula,0,pollen,UPHE,Herb
Rasa,182,404,1546,Spergula,0,pollen,UPHE,Herb
Rasa,186,468,1482,Spergula,0,pollen,UPHE,Herb
Rasa,190,517,1433,Spergula,0,pollen,UPHE,Herb
Rasa,194,551,1399,Spergula,0,pollen,UPHE,Herb
Rasa,198,585,1365,Spergula,0,pollen,UPHE,Herb
Rasa,202,619,1331,Spergula,0,pollen,UPHE,Herb
Rasa,206,653,1297,Spergula,0,pollen,UPHE,Herb
Rasa,210,687,1263,Spergula,0,pollen,UPHE,Herb
Rasa,222,695,1255,Spergula,0,pollen,UPHE,Herb
Rasa,226,729,1221,Spergula,0,pollen,UPHE,Herb
Rasa,230,763,1187,Spergula,0,pollen,UPHE,Herb
Rasa,234,797,1153,Spergula,0,pollen,UPHE,Herb
Rasa,238,831,1119,Spergula,0,pollen,UPHE,Herb
Rasa,246,899,1051,Spergula,0,pollen,UPHE,Herb
Rasa,254,967,983,Spergula,0,pollen,UPHE,Herb
Rasa,262,1035,915,Spergula,0,pollen,UPHE,Herb
Rasa,270,1103,847,Spergula,0,pollen,UPHE,Herb
Rasa,270.01001,1103,847,Spergula,0,pollen,UPHE,Herb
Rasa,278,1171,779,Spergula,0,pollen,UPHE,Herb
Rasa,286,1239,711,Spergula,0,pollen,UPHE,Herb
Rasa,294,1329,621,Spergula,0,pollen,UPHE,Herb
Rasa,302,1441,509,Spergula,0,pollen,UPHE,Herb
Rasa,310,1552,398,Spergula,0,pollen,UPHE,Herb
Rasa,316,1692,258,Spergula,0,pollen,UPHE,Herb
Rasa,321,2040,-90,Spergula,0,pollen,UPHE,Herb
Rasa,323,2180,-230,Spergula,0,pollen,UPHE,Herb
Rasa,325,2319,-369,Spergula,0,pollen,UPHE,Herb
Rasa,327,2459,-509,Spergula,0,pollen,UPHE,Herb
Rasa,329,2598,-648,Spergula,0,pollen,UPHE,Herb
Rasa,331,2738,-788,Spergula,0,pollen,UPHE,Herb
Rasa,122,-25,1975,Sphagnum,5,spore,AQBR,Mosses
Rasa,126,-7,1957,Sphagnum,7,spore,AQBR,Mosses
Rasa,130,11,1939,Sphagnum,1,spore,AQBR,Mosses
Rasa,134,28,1922,Sphagnum,5,spore,AQBR,Mosses
Rasa,138,46,1904,Sphagnum,8,spore,AQBR,Mosses
Rasa,142,64,1886,Sphagnum,5,spore,AQBR,Mosses
Rasa,146,82,1868,Sphagnum,7,spore,AQBR,Mosses
Rasa,150,100,1850,Sphagnum,3,spore,AQBR,Mosses
Rasa,154,118,1832,Sphagnum,3,spore,AQBR,Mosses
Rasa,158,135,1815,Sphagnum,3,spore,AQBR,Mosses
Rasa,162,153,1797,Sphagnum,0,spore,AQBR,Mosses
Rasa,166,171,1779,Sphagnum,0,spore,AQBR,Mosses
Rasa,170,212,1738,Sphagnum,0,spore,AQBR,Mosses
Rasa,174,276,1674,Sphagnum,0,spore,AQBR,Mosses
Rasa,178,340,1610,Sphagnum,0,spore,AQBR,Mosses
Rasa,182,404,1546,Sphagnum,0,spore,AQBR,Mosses
Rasa,186,468,1482,Sphagnum,1,spore,AQBR,Mosses
Rasa,190,517,1433,Sphagnum,0,spore,AQBR,Mosses
Rasa,194,551,1399,Sphagnum,0,spore,AQBR,Mosses
Rasa,198,585,1365,Sphagnum,0,spore,AQBR,Mosses
Rasa,202,619,1331,Sphagnum,0,spore,AQBR,Mosses
Rasa,206,653,1297,Sphagnum,0,spore,AQBR,Mosses
Rasa,210,687,1263,Sphagnum,0,spore,AQBR,Mosses
Rasa,222,695,1255,Sphagnum,0,spore,AQBR,Mosses
Rasa,226,729,1221,Sphagnum,0,spore,AQBR,Mosses
Rasa,230,763,1187,Sphagnum,0,spore,AQBR,Mosses
Rasa,234,797,1153,Sphagnum,0,spore,AQBR,Mosses
Rasa,238,831,1119,Sphagnum,0,spore,AQBR,Mosses
Rasa,246,899,1051,Sphagnum,0,spore,AQBR,Mosses
Rasa,254,967,983,Sphagnum,0,spore,AQBR,Mosses
Rasa,262,1035,915,Sphagnum,0,spore,AQBR,Mosses
Rasa,270,1103,847,Sphagnum,0,spore,AQBR,Mosses
Rasa,270.01001,1103,847,Sphagnum,0,spore,AQBR,Mosses
Rasa,278,1171,779,Sphagnum,0,spore,AQBR,Mosses
Rasa,286,1239,711,Sphagnum,0,spore,AQBR,Mosses
Rasa,294,1329,621,Sphagnum,0,spore,AQBR,Mosses
Rasa,302,1441,509,Sphagnum,0,spore,AQBR,Mosses
Rasa,310,1552,398,Sphagnum,0,spore,AQBR,Mosses
Rasa,316,1692,258,Sphagnum,0,spore,AQBR,Mosses
Rasa,321,2040,-90,Sphagnum,0,spore,AQBR,Mosses
Rasa,323,2180,-230,Sphagnum,0,spore,AQBR,Mosses
Rasa,325,2319,-369,Sphagnum,0,spore,AQBR,Mosses
Rasa,327,2459,-509,Sphagnum,0,spore,AQBR,Mosses
Rasa,329,2598,-648,Sphagnum,0,spore,AQBR,Mosses
Rasa,331,2738,-788,Sphagnum,0,spore,AQBR,Mosses
Rasa,122,-25,1975,Teucrium,0,pollen,UPHE,Herb
Rasa,126,-7,1957,Teucrium,0,pollen,UPHE,Herb
Rasa,130,11,1939,Teucrium,0,pollen,UPHE,Herb
Rasa,134,28,1922,Teucrium,0,pollen,UPHE,Herb
Rasa,138,46,1904,Teucrium,0,pollen,UPHE,Herb
Rasa,142,64,1886,Teucrium,0,pollen,UPHE,Herb
Rasa,146,82,1868,Teucrium,0,pollen,UPHE,Herb
Rasa,150,100,1850,Teucrium,0,pollen,UPHE,Herb
Rasa,154,118,1832,Teucrium,0,pollen,UPHE,Herb
Rasa,158,135,1815,Teucrium,0,pollen,UPHE,Herb
Rasa,162,153,1797,Teucrium,0,pollen,UPHE,Herb
Rasa,166,171,1779,Teucrium,0,pollen,UPHE,Herb
Rasa,170,212,1738,Teucrium,0,pollen,UPHE,Herb
Rasa,174,276,1674,Teucrium,0,pollen,UPHE,Herb
Rasa,178,340,1610,Teucrium,0,pollen,UPHE,Herb
Rasa,182,404,1546,Teucrium,0,pollen,UPHE,Herb
Rasa,186,468,1482,Teucrium,0,pollen,UPHE,Herb
Rasa,190,517,1433,Teucrium,0,pollen,UPHE,Herb
Rasa,194,551,1399,Teucrium,0,pollen,UPHE,Herb
Rasa,198,585,1365,Teucrium,0,pollen,UPHE,Herb
Rasa,202,619,1331,Teucrium,0,pollen,UPHE,Herb
Rasa,206,653,1297,Teucrium,0,pollen,UPHE,Herb
Rasa,210,687,1263,Teucrium,0,pollen,UPHE,Herb
Rasa,222,695,1255,Teucrium,0,pollen,UPHE,Herb
Rasa,226,729,1221,Teucrium,0,pollen,UPHE,Herb
Rasa,230,763,1187,Teucrium,0,pollen,UPHE,Herb
Rasa,234,797,1153,Teucrium,0,pollen,UPHE,Herb
Rasa,238,831,1119,Teucrium,0,pollen,UPHE,Herb
Rasa,246,899,1051,Teucrium,0,pollen,UPHE,Herb
Rasa,254,967,983,Teucrium,0,pollen,UPHE,Herb
Rasa,262,1035,915,Teucrium,0,pollen,UPHE,Herb
Rasa,270,1103,847,Teucrium,0,pollen,UPHE,Herb
Rasa,270.01001,1103,847,Teucrium,0,pollen,UPHE,Herb
Rasa,278,1171,779,Teucrium,0,pollen,UPHE,Herb
Rasa,286,1239,711,Teucrium,0,pollen,UPHE,Herb
Rasa,294,1329,621,Teucrium,0,pollen,UPHE,Herb
Rasa,302,1441,509,Teucrium,0,pollen,UPHE,Herb
Rasa,310,1552,398,Teucrium,0,pollen,UPHE,Herb
Rasa,316,1692,258,Teucrium,0,pollen,UPHE,Herb
Rasa,321,2040,-90,Teucrium,1,pollen,UPHE,Herb
Rasa,323,2180,-230,Teucrium,0,pollen,UPHE,Herb
Rasa,325,2319,-369,Teucrium,0,pollen,UPHE,Herb
Rasa,327,2459,-509,Teucrium,0,pollen,UPHE,Herb
Rasa,329,2598,-648,Teucrium,0,pollen,UPHE,Herb
Rasa,331,2738,-788,Teucrium,0,pollen,UPHE,Herb
Rasa,122,-25,1975,Thalictrum,0,pollen,UPHE,Herb
Rasa,126,-7,1957,Thalictrum,0,pollen,UPHE,Herb
Rasa,130,11,1939,Thalictrum,0,pollen,UPHE,Herb
Rasa,134,28,1922,Thalictrum,0,pollen,UPHE,Herb
Rasa,138,46,1904,Thalictrum,0,pollen,UPHE,Herb
