sitename,depth,age,age_ce,taxa,value,elementtype,ecologicalgroup,group
Caldeirão Connor,200,3497,-1547,Picconia azorica,13,pollen,TRSH,Tree
Caldeirão Connor,205,3743,-1793,Picconia azorica,9,pollen,TRSH,Tree
Caldeirão Connor,210,3941,-1991,Picconia azorica,14,pollen,TRSH,Tree
Caldeirão Connor,215,4093,-2143,Picconia azorica,48,pollen,TRSH,Tree
Caldeirão Connor,220,4242,-2292,Picconia azorica,25,pollen,TRSH,Tree
Caldeirão Connor,225,4397,-2447,Picconia azorica,15,pollen,TRSH,Tree
Caldeirão Connor,230,4553,-2603,Picconia azorica,22,pollen,TRSH,Tree
Caldeirão Connor,235,4713,-2763,Picconia azorica,11,pollen,TRSH,Tree
Caldeirão Connor,240,4875,-2925,Picconia azorica,28,pollen,TRSH,Tree
Caldeirão Connor,245,5029,-3079,Picconia azorica,16,pollen,TRSH,Tree
Caldeirão Connor,250,5188,-3238,Picconia azorica,18,pollen,TRSH,Tree
Caldeirão Connor,255,5341,-3391,Picconia azorica,37,pollen,TRSH,Tree
Caldeirão Connor,260,5440,-3490,Picconia azorica,86,pollen,TRSH,Tree
Caldeirão Connor,265,5557,-3607,Picconia azorica,225,pollen,TRSH,Tree
Caldeirão Connor,270,5832,-3882,Picconia azorica,429,pollen,TRSH,Tree
Caldeirão Connor,277,8032,-6082,Picconia azorica,96,pollen,TRSH,Tree
Caldeirão Connor,280,9532,-7582,Picconia azorica,100,pollen,TRSH,Tree
Caldeirão Connor,285,11032,-9082,Picconia azorica,102,pollen,TRSH,Tree
Caldeirão Connor,290,11435,-9485,Picconia azorica,42,pollen,TRSH,Tree
Caldeirão Connor,295,11823,-9873,Picconia azorica,12,pollen,TRSH,Tree
Caldeirão Connor,297,11979,-10029,Picconia azorica,4,pollen,TRSH,Tree
Caldeirão Connor,50,66,1884,Picea,1,pollen,TRSH,Tree
Caldeirão Connor,210,3941,-1991,Picea,1,pollen,TRSH,Tree
Caldeirão Connor,30,11,1939,Pinus,2,pollen,TRSH,Tree
Caldeirão Connor,140,360,1590,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,180,501,1449,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,190,2724,-774,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,195,3145,-1195,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,205,3743,-1793,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,230,4553,-2603,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,250,5188,-3238,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,270,5832,-3882,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,277,8032,-6082,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,280,9532,-7582,Pinus,3,pollen,TRSH,Tree
Caldeirão Connor,290,11435,-9485,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,295,11823,-9873,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,302,12403,-10453,Pinus,1,pollen,TRSH,Tree
Caldeirão Connor,240,4875,-2925,Pistacia,1,pollen,TRSH,Tree
Caldeirão Connor,0,-68,2018,Plantago coronopus,3,pollen,UPHE,Herb
Caldeirão Connor,10,-42,1992,Plantago coronopus,2,pollen,UPHE,Herb
Caldeirão Connor,20,-16,1966,Plantago coronopus,8,pollen,UPHE,Herb
Caldeirão Connor,30,11,1939,Plantago coronopus,5,pollen,UPHE,Herb
Caldeirão Connor,40,39,1911,Plantago coronopus,11,pollen,UPHE,Herb
Caldeirão Connor,50,66,1884,Plantago coronopus,6,pollen,UPHE,Herb
Caldeirão Connor,60,94,1856,Plantago coronopus,3,pollen,UPHE,Herb
Caldeirão Connor,65,107,1843,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,70,123,1827,Plantago coronopus,3,pollen,UPHE,Herb
Caldeirão Connor,75,140,1810,Plantago coronopus,4,pollen,UPHE,Herb
Caldeirão Connor,80,156,1794,Plantago coronopus,9,pollen,UPHE,Herb
Caldeirão Connor,85,173,1777,Plantago coronopus,8,pollen,UPHE,Herb
Caldeirão Connor,90,190,1760,Plantago coronopus,5,pollen,UPHE,Herb
Caldeirão Connor,95,208,1742,Plantago coronopus,8,pollen,UPHE,Herb
Caldeirão Connor,100,225,1725,Plantago coronopus,3,pollen,UPHE,Herb
Caldeirão Connor,110,259,1691,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,115,276,1674,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,120,293,1657,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,125,309,1641,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,140,360,1590,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,200,3497,-1547,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,210,3941,-1991,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,260,5440,-3490,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,265,5557,-3607,Plantago coronopus,1,pollen,UPHE,Herb
Caldeirão Connor,0,-68,2018,Plantago lanceolata,3,pollen,UPHE,Herb
Caldeirão Connor,10,-42,1992,Plantago lanceolata,13,pollen,UPHE,Herb
Caldeirão Connor,20,-16,1966,Plantago lanceolata,8,pollen,UPHE,Herb
Caldeirão Connor,30,11,1939,Plantago lanceolata,5,pollen,UPHE,Herb
Caldeirão Connor,40,39,1911,Plantago lanceolata,29,pollen,UPHE,Herb
Caldeirão Connor,50,66,1884,Plantago lanceolata,20,pollen,UPHE,Herb
Caldeirão Connor,60,94,1856,Plantago lanceolata,2,pollen,UPHE,Herb
Caldeirão Connor,70,123,1827,Plantago lanceolata,1,pollen,UPHE,Herb
Caldeirão Connor,75,140,1810,Plantago lanceolata,1,pollen,UPHE,Herb
Caldeirão Connor,80,156,1794,Plantago lanceolata,1,pollen,UPHE,Herb
Caldeirão Connor,0,-68,2018,Poaceae,24,pollen,UPHE,Herb
Caldeirão Connor,10,-42,1992,Poaceae,171,pollen,UPHE,Herb
Caldeirão Connor,20,-16,1966,Poaceae,115,pollen,UPHE,Herb
Caldeirão Connor,30,11,1939,Poaceae,189,pollen,UPHE,Herb
Caldeirão Connor,40,39,1911,Poaceae,144,pollen,UPHE,Herb
Caldeirão Connor,50,66,1884,Poaceae,296,pollen,UPHE,Herb
Caldeirão Connor,60,94,1856,Poaceae,848,pollen,UPHE,Herb
Caldeirão Connor,65,107,1843,Poaceae,491,pollen,UPHE,Herb
Caldeirão Connor,70,123,1827,Poaceae,720,pollen,UPHE,Herb
Caldeirão Connor,75,140,1810,Poaceae,297,pollen,UPHE,Herb
Caldeirão Connor,80,156,1794,Poaceae,304,pollen,UPHE,Herb
Caldeirão Connor,85,173,1777,Poaceae,254,pollen,UPHE,Herb
Caldeirão Connor,90,190,1760,Poaceae,200,pollen,UPHE,Herb
Caldeirão Connor,95,208,1742,Poaceae,66,pollen,UPHE,Herb
Caldeirão Connor,100,225,1725,Poaceae,48,pollen,UPHE,Herb
Caldeirão Connor,105,242,1708,Poaceae,9,pollen,UPHE,Herb
Caldeirão Connor,110,259,1691,Poaceae,30,pollen,UPHE,Herb
Caldeirão Connor,115,276,1674,Poaceae,43,pollen,UPHE,Herb
Caldeirão Connor,120,293,1657,Poaceae,30,pollen,UPHE,Herb
Caldeirão Connor,125,309,1641,Poaceae,80,pollen,UPHE,Herb
Caldeirão Connor,130,327,1623,Poaceae,163,pollen,UPHE,Herb
Caldeirão Connor,135,343,1607,Poaceae,72,pollen,UPHE,Herb
Caldeirão Connor,140,360,1590,Poaceae,40,pollen,UPHE,Herb
Caldeirão Connor,145,378,1572,Poaceae,12,pollen,UPHE,Herb
Caldeirão Connor,150,394,1556,Poaceae,36,pollen,UPHE,Herb
Caldeirão Connor,155,411,1539,Poaceae,16,pollen,UPHE,Herb
Caldeirão Connor,160,428,1522,Poaceae,3,pollen,UPHE,Herb
Caldeirão Connor,165,445,1505,Poaceae,1,pollen,UPHE,Herb
Caldeirão Connor,170,462,1488,Poaceae,1,pollen,UPHE,Herb
Caldeirão Connor,175,479,1471,Poaceae,2,pollen,UPHE,Herb
Caldeirão Connor,180,501,1449,Poaceae,11,pollen,UPHE,Herb
Caldeirão Connor,185,526,1424,Poaceae,1,pollen,UPHE,Herb
Caldeirão Connor,190,2724,-774,Poaceae,2,pollen,UPHE,Herb
Caldeirão Connor,195,3145,-1195,Poaceae,3,pollen,UPHE,Herb
Caldeirão Connor,200,3497,-1547,Poaceae,1,pollen,UPHE,Herb
Caldeirão Connor,205,3743,-1793,Poaceae,4,pollen,UPHE,Herb
Caldeirão Connor,210,3941,-1991,Poaceae,1,pollen,UPHE,Herb
Caldeirão Connor,215,4093,-2143,Poaceae,6,pollen,UPHE,Herb
Caldeirão Connor,220,4242,-2292,Poaceae,25,pollen,UPHE,Herb
Caldeirão Connor,225,4397,-2447,Poaceae,2,pollen,UPHE,Herb
Caldeirão Connor,230,4553,-2603,Poaceae,2,pollen,UPHE,Herb
Caldeirão Connor,235,4713,-2763,Poaceae,1,pollen,UPHE,Herb
Caldeirão Connor,240,4875,-2925,Poaceae,2,pollen,UPHE,Herb
Caldeirão Connor,245,5029,-3079,Poaceae,2,pollen,UPHE,Herb
Caldeirão Connor,250,5188,-3238,Poaceae,2,pollen,UPHE,Herb
Caldeirão Connor,255,5341,-3391,Poaceae,2,pollen,UPHE,Herb
Caldeirão Connor,260,5440,-3490,Poaceae,4,pollen,UPHE,Herb
Caldeirão Connor,265,5557,-3607,Poaceae,4,pollen,UPHE,Herb
Caldeirão Connor,270,5832,-3882,Poaceae,26,pollen,UPHE,Herb
Caldeirão Connor,277,8032,-6082,Poaceae,127,pollen,UPHE,Herb
Caldeirão Connor,280,9532,-7582,Poaceae,107,pollen,UPHE,Herb
Caldeirão Connor,285,11032,-9082,Poaceae,164,pollen,UPHE,Herb
Caldeirão Connor,290,11435,-9485,Poaceae,14,pollen,UPHE,Herb
Caldeirão Connor,295,11823,-9873,Poaceae,16,pollen,UPHE,Herb
Caldeirão Connor,297,11979,-10029,Poaceae,40,pollen,UPHE,Herb
Caldeirão Connor,302,12403,-10453,Poaceae,55,pollen,UPHE,Herb
Caldeirão Connor,10,-42,1992,Persicaria maculosa,3,pollen,UPHE,Herb
Caldeirão Connor,20,-16,1966,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,40,39,1911,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,50,66,1884,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,95,208,1742,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,110,259,1691,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,120,293,1657,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,125,309,1641,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,135,343,1607,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,145,378,1572,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,150,394,1556,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,155,411,1539,Persicaria maculosa,2,pollen,UPHE,Herb
Caldeirão Connor,160,428,1522,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,180,501,1449,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,190,2724,-774,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,195,3145,-1195,Persicaria maculosa,6,pollen,UPHE,Herb
Caldeirão Connor,200,3497,-1547,Persicaria maculosa,27,pollen,UPHE,Herb
Caldeirão Connor,205,3743,-1793,Persicaria maculosa,12,pollen,UPHE,Herb
Caldeirão Connor,210,3941,-1991,Persicaria maculosa,5,pollen,UPHE,Herb
Caldeirão Connor,215,4093,-2143,Persicaria maculosa,21,pollen,UPHE,Herb
Caldeirão Connor,220,4242,-2292,Persicaria maculosa,50,pollen,UPHE,Herb
Caldeirão Connor,225,4397,-2447,Persicaria maculosa,15,pollen,UPHE,Herb
Caldeirão Connor,230,4553,-2603,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,235,4713,-2763,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,245,5029,-3079,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,250,5188,-3238,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,255,5341,-3391,Persicaria maculosa,1,pollen,UPHE,Herb
Caldeirão Connor,260,5440,-3490,Persicaria maculosa,35,pollen,UPHE,Herb
Caldeirão Connor,265,5557,-3607,Persicaria maculosa,25,pollen,UPHE,Herb
Caldeirão Connor,270,5832,-3882,Persicaria maculosa,15,pollen,UPHE,Herb
Caldeirão Connor,277,8032,-6082,Persicaria maculosa,4,pollen,UPHE,Herb
Caldeirão Connor,280,9532,-7582,Persicaria maculosa,2,pollen,UPHE,Herb
Caldeirão Connor,60,94,1856,Polypodium macaronesicum,9,spore,VACR,Fern
Caldeirão Connor,65,107,1843,Polypodium macaronesicum,4,spore,VACR,Fern
Caldeirão Connor,70,123,1827,Polypodium macaronesicum,3,spore,VACR,Fern
Caldeirão Connor,75,140,1810,Polypodium macaronesicum,5,spore,VACR,Fern
Caldeirão Connor,80,156,1794,Polypodium macaronesicum,3,spore,VACR,Fern
Caldeirão Connor,90,190,1760,Polypodium macaronesicum,4,spore,VACR,Fern
Caldeirão Connor,95,208,1742,Polypodium macaronesicum,3,spore,VACR,Fern
Caldeirão Connor,100,225,1725,Polypodium macaronesicum,2,spore,VACR,Fern
Caldeirão Connor,105,242,1708,Polypodium macaronesicum,6,spore,VACR,Fern
Caldeirão Connor,110,259,1691,Polypodium macaronesicum,5,spore,VACR,Fern
Caldeirão Connor,115,276,1674,Polypodium macaronesicum,2,spore,VACR,Fern
Caldeirão Connor,120,293,1657,Polypodium macaronesicum,8,spore,VACR,Fern
Caldeirão Connor,125,309,1641,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,130,327,1623,Polypodium macaronesicum,3,spore,VACR,Fern
Caldeirão Connor,135,343,1607,Polypodium macaronesicum,3,spore,VACR,Fern
Caldeirão Connor,140,360,1590,Polypodium macaronesicum,2,spore,VACR,Fern
Caldeirão Connor,145,378,1572,Polypodium macaronesicum,4,spore,VACR,Fern
Caldeirão Connor,150,394,1556,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,155,411,1539,Polypodium macaronesicum,2,spore,VACR,Fern
Caldeirão Connor,160,428,1522,Polypodium macaronesicum,2,spore,VACR,Fern
Caldeirão Connor,165,445,1505,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,170,462,1488,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,175,479,1471,Polypodium macaronesicum,3,spore,VACR,Fern
Caldeirão Connor,180,501,1449,Polypodium macaronesicum,11,spore,VACR,Fern
Caldeirão Connor,185,526,1424,Polypodium macaronesicum,3,spore,VACR,Fern
Caldeirão Connor,190,2724,-774,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,195,3145,-1195,Polypodium macaronesicum,2,spore,VACR,Fern
Caldeirão Connor,200,3497,-1547,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,210,3941,-1991,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,215,4093,-2143,Polypodium macaronesicum,2,spore,VACR,Fern
Caldeirão Connor,220,4242,-2292,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,225,4397,-2447,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,230,4553,-2603,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,235,4713,-2763,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,240,4875,-2925,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,250,5188,-3238,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,255,5341,-3391,Polypodium macaronesicum,2,spore,VACR,Fern
Caldeirão Connor,260,5440,-3490,Polypodium macaronesicum,4,spore,VACR,Fern
Caldeirão Connor,265,5557,-3607,Polypodium macaronesicum,4,spore,VACR,Fern
Caldeirão Connor,270,5832,-3882,Polypodium macaronesicum,4,spore,VACR,Fern
Caldeirão Connor,277,8032,-6082,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,285,11032,-9082,Polypodium macaronesicum,1,spore,VACR,Fern
Caldeirão Connor,20,-16,1966,Potamogeton,1,pollen,AQVP,Aquatic
Caldeirão Connor,40,39,1911,Potamogeton,1,pollen,AQVP,Aquatic
Caldeirão Connor,70,123,1827,Potamogeton,2,pollen,AQVP,Aquatic
Caldeirão Connor,80,156,1794,Potamogeton,1,pollen,AQVP,Aquatic
Caldeirão Connor,85,173,1777,Potamogeton,5,pollen,AQVP,Aquatic
Caldeirão Connor,90,190,1760,Potamogeton,176,pollen,AQVP,Aquatic
Caldeirão Connor,95,208,1742,Potamogeton,72,pollen,AQVP,Aquatic
Caldeirão Connor,100,225,1725,Potamogeton,48,pollen,AQVP,Aquatic
Caldeirão Connor,110,259,1691,Potamogeton,70,pollen,AQVP,Aquatic
Caldeirão Connor,115,276,1674,Potamogeton,52,pollen,AQVP,Aquatic
Caldeirão Connor,120,293,1657,Potamogeton,35,pollen,AQVP,Aquatic
Caldeirão Connor,125,309,1641,Potamogeton,11,pollen,AQVP,Aquatic
Caldeirão Connor,130,327,1623,Potamogeton,2,pollen,AQVP,Aquatic
Caldeirão Connor,135,343,1607,Potamogeton,10,pollen,AQVP,Aquatic
Caldeirão Connor,140,360,1590,Potamogeton,9,pollen,AQVP,Aquatic
Caldeirão Connor,145,378,1572,Potamogeton,20,pollen,AQVP,Aquatic
Caldeirão Connor,235,4713,-2763,Potamogeton,1,pollen,AQVP,Aquatic
Caldeirão Connor,260,5440,-3490,Potamogeton,12,pollen,AQVP,Aquatic
Caldeirão Connor,270,5832,-3882,Potamogeton,1,pollen,AQVP,Aquatic
Caldeirão Connor,297,11979,-10029,Potamogeton,1,pollen,AQVP,Aquatic
Caldeirão Connor,0,-68,2018,Potentilla,2,pollen,UPHE,Herb
Caldeirão Connor,10,-42,1992,Potentilla,22,pollen,UPHE,Herb
Caldeirão Connor,20,-16,1966,Potentilla,22,pollen,UPHE,Herb
Caldeirão Connor,30,11,1939,Potentilla,9,pollen,UPHE,Herb
Caldeirão Connor,40,39,1911,Potentilla,55,pollen,UPHE,Herb
Caldeirão Connor,50,66,1884,Potentilla,104,pollen,UPHE,Herb
Caldeirão Connor,60,94,1856,Potentilla,37,pollen,UPHE,Herb
Caldeirão Connor,65,107,1843,Potentilla,11,pollen,UPHE,Herb
Caldeirão Connor,70,123,1827,Potentilla,23,pollen,UPHE,Herb
Caldeirão Connor,75,140,1810,Potentilla,20,pollen,UPHE,Herb
Caldeirão Connor,80,156,1794,Potentilla,27,pollen,UPHE,Herb
Caldeirão Connor,85,173,1777,Potentilla,18,pollen,UPHE,Herb
Caldeirão Connor,90,190,1760,Potentilla,11,pollen,UPHE,Herb
Caldeirão Connor,95,208,1742,Potentilla,11,pollen,UPHE,Herb
Caldeirão Connor,100,225,1725,Potentilla,9,pollen,UPHE,Herb
Caldeirão Connor,105,242,1708,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,110,259,1691,Potentilla,11,pollen,UPHE,Herb
Caldeirão Connor,115,276,1674,Potentilla,7,pollen,UPHE,Herb
Caldeirão Connor,120,293,1657,Potentilla,6,pollen,UPHE,Herb
Caldeirão Connor,125,309,1641,Potentilla,7,pollen,UPHE,Herb
Caldeirão Connor,130,327,1623,Potentilla,19,pollen,UPHE,Herb
Caldeirão Connor,135,343,1607,Potentilla,3,pollen,UPHE,Herb
Caldeirão Connor,140,360,1590,Potentilla,9,pollen,UPHE,Herb
Caldeirão Connor,145,378,1572,Potentilla,15,pollen,UPHE,Herb
Caldeirão Connor,150,394,1556,Potentilla,60,pollen,UPHE,Herb
Caldeirão Connor,155,411,1539,Potentilla,6,pollen,UPHE,Herb
Caldeirão Connor,160,428,1522,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,165,445,1505,Potentilla,2,pollen,UPHE,Herb
Caldeirão Connor,180,501,1449,Potentilla,2,pollen,UPHE,Herb
Caldeirão Connor,185,526,1424,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,190,2724,-774,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,195,3145,-1195,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,200,3497,-1547,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,205,3743,-1793,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,210,3941,-1991,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,215,4093,-2143,Potentilla,3,pollen,UPHE,Herb
Caldeirão Connor,225,4397,-2447,Potentilla,2,pollen,UPHE,Herb
Caldeirão Connor,230,4553,-2603,Potentilla,2,pollen,UPHE,Herb
Caldeirão Connor,235,4713,-2763,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,240,4875,-2925,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,250,5188,-3238,Potentilla,3,pollen,UPHE,Herb
Caldeirão Connor,255,5341,-3391,Potentilla,1,pollen,UPHE,Herb
Caldeirão Connor,260,5440,-3490,Potentilla,9,pollen,UPHE,Herb
Caldeirão Connor,265,5557,-3607,Potentilla,12,pollen,UPHE,Herb
Caldeirão Connor,270,5832,-3882,Potentilla,5,pollen,UPHE,Herb
Caldeirão Connor,277,8032,-6082,Potentilla,12,pollen,UPHE,Herb
Caldeirão Connor,280,9532,-7582,Potentilla,12,pollen,UPHE,Herb
Caldeirão Connor,285,11032,-9082,Potentilla,35,pollen,UPHE,Herb
Caldeirão Connor,290,11435,-9485,Potentilla,7,pollen,UPHE,Herb
Caldeirão Connor,295,11823,-9873,Potentilla,2,pollen,UPHE,Herb
Caldeirão Connor,297,11979,-10029,Potentilla,6,pollen,UPHE,Herb
Caldeirão Connor,302,12403,-10453,Potentilla,6,pollen,UPHE,Herb
Caldeirão Connor,10,-42,1992,Pteridium aquilinum,3,spore,VACR,Fern
Caldeirão Connor,20,-16,1966,Pteridium aquilinum,1,spore,VACR,Fern
Caldeirão Connor,30,11,1939,Pteridium aquilinum,6,spore,VACR,Fern
Caldeirão Connor,40,39,1911,Pteridium aquilinum,1,spore,VACR,Fern
Caldeirão Connor,50,66,1884,Pteridium aquilinum,8,spore,VACR,Fern
Caldeirão Connor,60,94,1856,Pteridium aquilinum,3,spore,VACR,Fern
Caldeirão Connor,70,123,1827,Pteridium aquilinum,2,spore,VACR,Fern
Caldeirão Connor,75,140,1810,Pteridium aquilinum,1,spore,VACR,Fern
