lake,core_depth_id,age_bp,age_ce,high_profile,low_profile,motile,euplanktonic,algivore,detritivore,plantivore,predator
Empadadas Norte,EN_04_183,236.617994,1713.38201,0.59686888,0.28962818,0.11350294,0,0.84193548,0,0.01935484,0.13870968
Empadadas Norte,EN_04_182,227.426887,1722.57311,0.58267717,0.27559055,0.13976378,0.0019685,0.76258993,0,0.03597122,0.20143885
Empadadas Norte,EN_04_181,218.303616,1731.69638,0.58546169,0.28880157,0.12573674,0,0.81767956,0,0.02762431,0.15469613
Empadadas Norte,EN_04_180,209.258941,1740.74106,0.59491194,0.29354207,0.11154599,0,0.83695652,0,0.02536232,0.13768116
Empadadas Norte,EN_04_179,200.303623,1749.69638,0.59055118,0.28149606,0.12795276,0,0.89041096,0,0.02739726,0.08219178
Empadadas Norte,EN_04_178,191.448422,1758.55158,0.59724951,0.27308448,0.12966601,0,0.9047619,0,0,0.0952381
Empadadas Norte,EN_04_177,182.704099,1767.2959,0.59448819,0.26377953,0.14173228,0,0.85119048,0,0.01785714,0.13095238
Empadadas Norte,EN_04_176,174.081411,1775.91859,0.6344294,0.25338491,0.11218569,0,0.8410596,0,0.03311258,0.12582781
Empadadas Norte,EN_04_175,165.591115,1784.40889,0.65834933,0.24568138,0.09596929,0,0.86503067,0,0.00613497,0.12883436
Empadadas Norte,EN_04_174,157.243967,1792.75603,0.69376181,0.23818526,0.06805293,0,0.72727273,0,0.02020202,0.25252525
Empadadas Norte,EN_04_173,149.050724,1800.94928,0.68190476,0.24,0.07809524,0,0.84897959,0,0.04081633,0.11020408
Empadadas Norte,EN_04_172,141.022143,1808.97786,0.6870229,0.22900763,0.08396947,0,0.81818182,0,0.05555556,0.12626263
Empadadas Norte,EN_04_171,133.16898,1816.83102,0.68593449,0.24277457,0.07129094,0,0.79452055,0,0.05022831,0.15525114
Empadadas Norte,EN_04_170,125.501993,1824.49801,0.66144814,0.25831703,0.08023483,0,0.76,0,0.06666667,0.17333333
Empadadas Norte,EN_04_169,118.031937,1831.96806,0.68945313,0.23632813,0.07421875,0,0.76129032,0,0.10322581,0.13548387
Empadadas Norte,EN_04_168,110.76957,1839.23043,0.71150097,0.23586745,0.05263158,0,0.74545455,0,0.0969697,0.15757576
Empadadas Norte,EN_04_167,103.725648,1846.27435,0.68244576,0.20315582,0.11242604,0.00197239,0.75,0,0.02604167,0.22395833
Empadadas Norte,EN_04_150,96.9109276,1853.08907,0.67391304,0.18181818,0.14031621,0.00395257,0.86111111,0,0.13888889,0
Empadadas Norte,EN_04_149,90.336166,1859.66383,0.66666667,0.1468254,0.18650794,0,1,0,0,0
Empadadas Norte,EN_04_148,84.0121197,1865.98788,0.6541502,0.15217391,0.18181818,0.01185771,0.76923077,0,0.15384615,0.07692308
Empadadas Norte,EN_04_147,77.9495453,1872.05045,0.63419483,0.14314115,0.20079523,0.02186879,0.91666667,0,0,0.08333333
Empadadas Norte,EN_04_146,72.1591995,1877.8408,0.64117647,0.15098039,0.19019608,0.01764706,0.85714286,0,0.14285714,0
Empadadas Norte,EN_04_145,66.6518391,1883.34816,0.64383562,0.14481409,0.19569472,0.01565558,0.625,0.125,0.25,0
Empadadas Norte,EN_04_144,61.4382207,1888.56178,0.640625,0.16601563,0.17578125,0.01757813,0.7,0,0.3,0
Empadadas Norte,EN_04_143,56.529101,1893.4709,0.63358779,0.19274809,0.15076336,0.02290076,0.69565217,0,0.30434783,0
Empadadas Norte,EN_04_142,51.9309911,1898.06901,0.6459144,0.18093385,0.15758755,0.0155642,0.65753425,0,0.17808219,0.16438356
Empadadas Norte,EN_04_141,47.6334196,1902.36658,0.65742574,0.18217822,0.15049505,0.00990099,0.88461538,0,0.07692308,0.03846154
Empadadas Norte,EN_04_140,43.6216697,1906.37833,0.65429688,0.18945313,0.14453125,0.01171875,0.94444444,0,0.05555556,0
Empadadas Norte,EN_04_139,39.8810243,1910.11898,0.66404715,0.1827112,0.14341847,0.00982318,0.92,0,0.02,0.06
Empadadas Norte,EN_04_138,36.3967666,1913.60323,0.66404715,0.19253438,0.13555992,0.00785855,0.85416667,0,0.10416667,0.04166667
Empadadas Norte,EN_04_137,33.1541796,1916.84582,0.63976378,0.22637795,0.12992126,0.00393701,0.83333333,0,0.08333333,0.08333333
Empadadas Norte,EN_04_136,30.1385463,1919.86145,0.66929134,0.19094488,0.13385827,0.00590551,0.86956522,0,0.08695652,0.04347826
Empadadas Norte,EN_04_135,27.3351498,1922.66485,0.69844358,0.18677043,0.10894942,0.00583658,0.85714286,0,0,0.14285714
Empadadas Norte,EN_04_134,24.7292732,1925.27073,0.67395626,0.18489066,0.13518887,0.00596421,0.85714286,0,0.07142857,0.07142857
Empadadas Norte,EN_04_133,22.3061995,1927.6938,0.70058708,0.15851272,0.13307241,0.00782779,0.85,0,0.1,0.05
Empadadas Norte,EN_04_132,20.0512118,1929.94879,0.676,0.18,0.14,0.004,0.9,0.05,0.05,0
Empadadas Norte,EN_04_131,17.9495932,1932.05041,0.66733068,0.16135458,0.16932271,0.00199203,1,0,0,0
Empadadas Norte,EN_04_130,15.9866266,1934.01337,0.67605634,0.17706237,0.14285714,0.00402414,0.86666667,0,0.06666667,0.06666667
Empadadas Norte,EN_04_129,14.1475952,1935.8524,0.66064257,0.20080321,0.13855422,0,0.8,0.13333333,0.06666667,0
Empadadas Norte,EN_04_128,12.417782,1937.58222,0.67878788,0.17373737,0.14343434,0.0040404,0.90909091,0.03030303,0.06060606,0
Empadadas Norte,EN_04_127,10.7824701,1939.21753,0.66600791,0.16798419,0.15612648,0.00988142,0.77777778,0,0.11111111,0.11111111
Empadadas Norte,EN_04_126,9.22694248,1940.77306,0.67806841,0.17102616,0.14486922,0.00603622,0.77272727,0.04545455,0,0.18181818
Empadadas Norte,EN_04_125,7.73648228,1942.26352,0.75494071,0.13438735,0.10869565,0.00197628,0.86,0.02,0.06,0.06
Empadadas Norte,EN_04_124,6.29637252,1943.70363,0.682,0.168,0.144,0.006,0.83333333,0,0.11111111,0.05555556
Empadadas Norte,EN_04_123,4.89189627,1945.1081,0.69306931,0.16633663,0.13663366,0.0039604,0.9,0,0,0.1
Empadadas Norte,EN_04_122,3.50833658,1946.49166,0.68712871,0.16435644,0.14257426,0.00594059,0.5,0.5,0,0
Empadadas Norte,EN_04_121,2.13097651,1947.86902,0.69011407,0.15209125,0.14828897,0.0095057,0.5,0,0.33333333,0.16666667
Empadadas Norte,EN_04_120,0.74509912,1949.2549,0.69395712,0.15984405,0.14035088,0.00584795,0.61538462,0.15384615,0.23076923,0
Empadadas Norte,EN_04_119,-0.6640125,1950.66401,0.69803922,0.16078431,0.13333333,0.00784314,0.8125,0.0625,0.125,0
Empadadas Norte,EN_04_118,-2.1110754,1952.11108,0.70588235,0.15370019,0.13472486,0.0056926,1,0,0,0
Empadadas Norte,EN_04_117,-3.6108064,1953.61081,0.62575453,0.2193159,0.15090543,0.00402414,0.5,0.16666667,0.33333333,0
Empadadas Norte,EN_04_116,-5.1779225,1955.17792,0.72363636,0.14363636,0.12727273,0.00545455,0.53846154,0.38461538,0.07692308,0
Empadadas Norte,EN_04_115,-6.8271406,1956.82714,0.68711656,0.13496933,0.16973415,0.00817996,0.71428571,0.28571429,0,0
Empadadas Norte,EN_04_31,-12.414577,1962.41458,0.77917981,0.11671924,0.09936909,0.00473186,1,0,0,0
Empadadas Norte,EN_04_30,-14.538615,1964.53862,0.7957958,0.10810811,0.09159159,0.0045045,0.8,0,0.1,0.1
Empadadas Norte,EN_04_29,-16.799418,1966.79942,0.81402003,0.10014306,0.08297568,0.00286123,0.86666667,0,0.06666667,0.06666667
Empadadas Norte,EN_04_28,-19.176126,1969.17613,0.83152174,0.0923913,0.07336957,0.00271739,0.93333333,0,0,0.06666667
Empadadas Norte,EN_04_27,-21.647124,1971.64712,0.84664948,0.08505155,0.06572165,0.00257732,1,0,0,0
Empadadas Norte,EN_04_26,-24.190798,1974.1908,0.86134969,0.07852761,0.05766871,0.00245399,0.9375,0,0,0.0625
Empadadas Norte,EN_04_25,-26.785532,1976.78553,0.87251462,0.07368421,0.05146199,0.00233918,0.94117647,0,0.05882353,0
Empadadas Norte,EN_04_24,-29.409711,1979.40971,0.88413948,0.06861642,0.04611924,0.00112486,0.86666667,0,0.06666667,0.06666667
Empadadas Norte,EN_04_23,-32.04172,1982.04172,0.89033659,0.06623236,0.04234528,0.00108578,1,0,0,0
Empadadas Norte,EN_04_22,-34.659943,1984.65994,0.90997567,0.05717762,0.03284672,0,0.9,0,0.1,0
Empadadas Norte,EN_04_21,-37.242766,1987.24277,0.89637306,0.06321244,0.03937824,0.00103627,1,0,0,0
Empadadas Norte,EN_04_20,-39.768574,1989.76857,0.90609874,0.05324298,0.04065828,0,0.83333333,0,0.16666667,0
Empadadas Norte,EN_04_19,-42.215751,1992.21575,0.92122959,0.04995197,0.02785783,0.00096061,1,0,0,0
Empadadas Norte,EN_04_18,-44.562682,1994.56268,0.90909091,0.05799373,0.03213166,0.0007837,0,0,1,0
Empadadas Norte,EN_04_17,-46.787752,1996.78775,0.83684211,0.09736842,0.06447368,0.00131579,0.27272727,0,0.72727273,0
Empadadas Norte,EN_04_16,-48.869346,1998.86935,0.85969084,0.07491082,0.06539834,0,0.42857143,0,0.5,0.07142857
Empadadas Norte,EN_04_15,-50.785849,2000.78585,0.88031652,0.07715134,0.04253215,0,0.28571429,0,0.71428571,0
Empadadas Norte,EN_04_14,-52.515645,2002.51565,0.86619718,0.08215962,0.05164319,0,0.35294118,0.05882353,0.58823529,0
Empadadas Norte,EN_04_13,-54.037921,2004.03792,0.82570162,0.09601182,0.07680945,0.0014771,0.30434783,0,0.69565217,0
Empadadas Norte,EN_04_12,-55.350298,2005.3503,0.84810127,0.07735584,0.0745429,0,0.38461538,0,0.61538462,0
Empadadas Norte,EN_04_11,-56.468829,2006.46883,0.80120482,0.08584337,0.11295181,0,0.8,0,0.2,0
Empadadas Norte,EN_04_10,-57.410372,2007.41037,0.80543634,0.09155937,0.10157368,0.00143062,0.85714286,0.07142857,0.07142857,0
Empadadas Norte,EN_04_9,-58.191782,2008.19178,0.81598793,0.08898944,0.09502262,0,0.5,0,0.375,0.125
Empadadas Norte,EN_04_8,-58.829916,2008.82992,0.80959752,0.09133127,0.09907121,0,0.94117647,0,0.05882353,0
Empadadas Norte,EN_04_7,-59.341628,2009.34163,0.80507132,0.09191759,0.10301109,0,0.76470588,0.05882353,0.17647059,0
Empadadas Norte,EN_04_6,-59.743776,2009.74378,0.80032206,0.09339775,0.10628019,0,0.9,0,0.1,0
Empadadas Norte,EN_04_5,-60.053216,2010.05322,0.79738562,0.09477124,0.10784314,0,0.86666667,0,0.13333333,0
Empadadas Norte,EN_04_4,-60.286803,2010.2868,0.79372937,0.09570957,0.11056106,0,0.8,0,0.2,0
Empadadas Norte,EN_04_3,-60.461394,2010.46139,0.79333333,0.095,0.11166667,0,0.8,0,0.2,0
Empadadas Norte,EN_04_2,-60.593845,2010.59385,0.76923077,0.09861933,0.1321499,0,0.52941176,0,0.29411765,0.17647059
Empadadas Norte,EN_04_1,-60.701012,2010.70101,0.79863481,0.09044369,0.1109215,0,0.82608696,0,0.17391304,0
Funda,FN02_704_6,996.8,953.2,0.68850073,0.07714702,0.11790393,0.11644833,0.66666667,0.33333333,0,0
Funda,FN02_692_6,980.55,969.45,0.70694864,0.1163142,0.10876133,0.06797583,0,1,0,0
Funda,FN02_680_8,964.514,985.486,0.92257002,0.07742998,0,0,0,0,0,0
Funda,FN02_668_7,948.152,1001.848,0.69791667,0.11309524,0.13392857,0.05505952,0.6,0.4,0,0
Funda,FN02_657_3,932.766,1017.234,0.55376344,0.18010753,0.16129032,0.10483871,0.58333333,0.41666667,0,0
Funda,FN02_646_1,923.224,1026.776,0.61157025,0.11983471,0.18595041,0.08264463,1,0,0,0
Funda,FN02_634,906.87,1043.13,0.58279009,0.13428944,0.20990874,0.07301173,0.59259259,0.40740741,0,0
Funda,FN02_622,890.61,1059.39,0.6980568,0.10164425,0.13901345,0.0612855,0.66666667,0.33333333,0,0
Funda,FN02_609_9,874.248,1075.752,0.6362379,0.09543568,0.14661134,0.12171508,0.69230769,0.24175824,0.04395604,0.02197802
Funda,FN02_597_9,857.996,1092.004,0.67372881,0.07627119,0.14548023,0.10451977,0.64516129,0.25,0.05645161,0.0483871
Funda,FN02_585_8,841.632,1108.368,0.53566009,0.13657056,0.107739,0.22003035,0.56,0.38,0.02,0.04
Funda,FN02_573_8,825.376,1124.624,0.60989811,0.09898108,0.12518195,0.16593886,0.65116279,0.27906977,0.02325581,0.04651163
Funda,FN02_561_8,809.014,1140.986,0.65073041,0.08897742,0.13413015,0.12616202,0.63636364,0.31818182,0.04545455,0
Funda,FN02_549_8,792.764,1157.236,0.51072961,0.07868383,0.0758226,0.33476395,0.69230769,0.23076923,0.03846154,0.03846154
Funda,FN02_523_9,782.632,1167.368,0.51612903,0.08141321,0.23348694,0.16897081,0.88888889,0,0,0.11111111
Funda,FN02_516_6,772.809,1177.191,0.62215909,0.05397727,0.11789773,0.20596591,0.73333333,0.2,0,0.06666667
Funda,FN02_509_4,762.992,1187.008,0.58990536,0.08201893,0.12618297,0.20189274,0.66666667,0.23809524,0,0.0952381
Funda,FN02_502_1,753.169,1196.831,0.56034483,0.06681034,0.15086207,0.22198276,0.7,0.2,0,0.1
Funda,FN02_494_7,743.1,1206.9,0.64497041,0.0887574,0.12426036,0.14201183,0.625,0.25,0,0.125
Funda,FN02_463_2,741.210684,1208.78932,0.62995595,0.11013216,0.14977974,0.11013216,0.66666667,0.33333333,0,0
Funda,FN02_457_4,733.568,1216.432,0.62391931,0.07636888,0.11815562,0.1815562,0.57142857,0.28571429,0,0.14285714
Funda,FN02_450_1,723.753,1226.247,0.42319277,0.07981928,0.13855422,0.35843373,0,0.5,0,0.5
Funda,FN02_442_9,713.928,1236.072,0.3404908,0.09202454,0.09969325,0.46779141,0.625,0.25,0,0.125
Funda,FN02_432_3,700.8,1249.2,0.40929535,0.11694153,0.09145427,0.38230885,0,1,0,0
Funda,FN02_423_4,692.545,1257.455,0.55419847,0.10839695,0.21221374,0.12519084,0.76666667,0.16666667,0,0.06666667
Funda,FN02_409,679.065,1270.935,0.5534407,0.10688141,0.10688141,0.23279649,0.4,0.5,0,0.1
Funda,FN02_394_3,665.423,1284.577,0.56734694,0.13469388,0.09115646,0.20680272,0.78947368,0.10526316,0,0.10526316
Funda,FN02_380_4,652.53,1297.47,0.488,0.11466667,0.152,0.24533333,0.51219512,0.24390244,0.14634146,0.09756098
Funda,FN02_371_7,644.44,1305.56,0.4082232,0.12041116,0.10132159,0.37004405,0.57894737,0.26315789,0.05263158,0.10526316
Funda,FN02_368_7,641.65,1308.35,0.45757997,0.12517385,0.14603616,0.27121001,0.8,0.2,0,0
Funda,FN02_349_3,623.638,1326.362,0.45430108,0.07795699,0.17204301,0.29569892,0.57142857,0.26984127,0.03174603,0.12698413
Funda,FN02_343_5,618.239,1331.761,0.16411043,0.04907975,0.04141104,0.74539877,0.6,0.3,0.05,0.05
Funda,FN02_337_8,612.894,1337.106,0.16088328,0.23343849,0.16246057,0.44321767,0.75,0.25,0,0
Funda,FN02_326_3,602.204,1347.796,0.16335878,0.04274809,0.08396947,0.70992366,0.66666667,0.29166667,0.04166667,0
Funda,FN02_320_4,596.805,1353.195,0.1162465,0.02521008,0.03221289,0.82633053,0.57894737,0.36842105,0,0.05263158
Funda,FN02_314_7,591.46,1358.54,0.27837838,0.03378378,0.05540541,0.63243243,0.64285714,0.28571429,0,0.07142857
Funda,FN02_309,586.115,1363.885,0.31969697,0.0469697,0.02727273,0.60606061,0.55,0.4,0,0.05
Funda,FN02_303_2,580.77,1369.23,0.32293292,0.05928237,0.06552262,0.55226209,0.44444444,0.5,0,0.05555556
Funda,FN02_297_4,575.37,1374.63,0.37111801,0.07608696,0.09937888,0.45341615,0.54545455,0.40909091,0,0.04545455
Funda,FN02_291_6,571.114,1378.886,0.03577236,0.0097561,0.02113821,0.93333333,0.5,0.475,0.025,0
Funda,FN02_285_9,567.534,1382.466,0.14829932,0.04217687,0.07346939,0.73605442,0.58333333,0.33333333,0.04166667,0.04166667
Funda,FN02_280_1,563.958,1386.042,0.07331731,0.01442308,0.02644231,0.88581731,0.61111111,0.22222222,0.05555556,0.11111111
Funda,FN02_274_3,560.341,1389.659,0.1543514,0.02627258,0.04926108,0.77011494,0.61538462,0.26923077,0.03846154,0.07692308
Funda,FN02_268_6,556.766,1393.234,0.09417989,0.01798942,0.02962963,0.85820106,0.45945946,0.54054054,0,0
Funda,FN02_262_8,553.188,1396.812,0.22315202,0.05299861,0.10320781,0.62064156,0.67857143,0.21428571,0.03571429,0.07142857
Funda,FN02_257_1,549.608,1400.392,0.09162304,0.04188482,0.08638743,0.78010471,0.875,0,0,0.125
Funda,FN02_245_5,542.412,1407.588,0.06666667,0.01509434,0.0327044,0.88553459,0.78494624,0.04301075,0.04301075,0.12903226
Funda,FN02_222_5,528.062,1421.938,0.02232667,0.01762632,0.01292597,0.94712103,0.89189189,0.01801802,0.01801802,0.07207207
Funda,FN02_211,493.488,1456.512,0.03385049,0.02538787,0.02397743,0.9167842,1,0,0,0
Funda,FN02_205_2,474.315,1475.685,0.04037267,0.01863354,0.05124224,0.88975155,1,0,0,0
Funda,FN02_199_4,455.34,1494.66,0.07912458,0.01851852,0.1010101,0.8013468,1,0,0,0
Funda,FN02_193_7,436.365,1513.635,0.17227723,0.02673267,0.05346535,0.74752475,0.72727273,0.27272727,0,0
Funda,FN02_187_9,417.39,1532.61,0.10167131,0.02506964,0.05710306,0.81615599,0.66666667,0.28571429,0,0.04761905
Funda,FN02_168_7,354.04,1595.96,0.16021362,0.03070761,0.04672897,0.7623498,0.66666667,0.33333333,0,0
Funda,FN02_163_7,337.54,1612.46,0.02362205,0.0328084,0.01574803,0.92782152,0.66666667,0.33333333,0,0
Funda,FN02_158_7,321.04,1628.96,0.01934916,0.0123131,0.01055409,0.95778364,1,0,0,0
Funda,FN02_153_7,304.54,1645.46,0.05940594,0.04809052,0.03818953,0.854314,1,0,0,0
Funda,FN02_148_7,288.04,1661.96,0.57142857,0.42857143,0,0,0,0,0,0
Funda,FN02_138_7,255.04,1694.96,0.22222222,0.77777778,0,0,0,0,0,0
Funda,FN02_128_7,222.04,1727.96,0.01949861,0.01810585,0.01392758,0.94846797,1,0,0,0
Funda,FN02_118_7,189.04,1760.96,0.53846154,0.46153846,0,0,0,0,0,0
Funda,FN02_108_7,156.04,1793.96,0.01691094,0.00450958,0.00450958,0.9740699,1,0,0,0
Funda,FN02_98_7,123.05,1826.95,0.2,0.8,0,0,0,0,0,0
Funda,FN02_88_7,90.05,1859.95,0.78947368,0.21052632,0,0,0,0,0,0
Funda,FN02_78_7,57.05,1892.95,0.5625,0.4375,0,0,0,0,0,0
Funda,FN02_68_7,24.05,1925.95,0.45454545,0.54545455,0,0,0,0,0,0
Funda,FN02_58_7,-2.08,1952.08,0.10243902,0.01300813,0.0097561,0.87479675,1,0,0,0
Funda,FN02_48_7,-20.26,1970.26,0.73684211,0.26315789,0,0,0,0,0,0
Funda,FN02_43_7,-28.15,1978.15,0.01721664,0.01291248,0.01578192,0.95408895,0,0,0,0
Funda,FN02_38_7,-33.16,1983.16,0.83950617,0.16049383,0,0,0,0,0,0
Funda,FN02_33_7,-37.02,1987.02,0.01037037,0.01185185,0.00888889,0.96888889,1,0,0,0
Funda,FN02_28_7,-40.91,1990.91,0.6,0.4,0,0,0,0,0,0
Funda,FN02_23_7,-45.92,1995.92,0.04397394,0.01302932,0.00977199,0.93322476,1,0,0,0
Funda,FN02_18_7,-51.56,2001.56,0.81889764,0.18110236,0,0,0,0,0,0
Funda,FN02_13_7,-55.83,2005.83,0.06424581,0.00558659,0.02234637,0.90782123,1,0,0,0
Funda,FN02_8_7,-59.14,2009.14,0.01679389,0.01832061,0.01526718,0.94961832,0.90909091,0.09090909,0,0
Ginjal,GN_292_5,524,1426,0.07211538,0,0.92307692,0.00480769,1,0,0,0
Ginjal,GN_287_5,522,1428,0.47173489,0.07212476,0.45614035,0,0.42105263,0.52631579,0.05263158,0
Ginjal,GN_282_5,517,1433,0.47751606,0.07066381,0.45182013,0,0.5,0.33333333,0.16666667,0
Ginjal,GN_277_5,512,1438,0.48941176,0.06588235,0.44235294,0.00235294,0.25,0.38636364,0.36363636,0
Ginjal,GN_275,509,1441,0.4962406,0.06516291,0.43609023,0.00250627,0,1,0,0
Ginjal,GN_272_5,506,1444,0.60678643,0.04391218,0.34730539,0.00199601,0.2173913,0.52173913,0.26086957,0
Ginjal,GN_270,502,1448,0.51038576,0.05934718,0.42433234,0.00593472,0.07407407,0.55555556,0.37037037,0
Ginjal,GN_262_5,494,1456,0.53479853,0.05128205,0.40659341,0.00732601,0.12903226,0.58064516,0.29032258,0
Ginjal,GN_260,490,1460,0.51834862,0.05504587,0.41743119,0.00917431,0.07142857,0.64285714,0.28571429,0
Ginjal,GN_255,483,1467,0.49333333,0.06,0.43333333,0.01333333,0,0.625,0.375,0
Ginjal,GN_252_5,480,1470,0.45217391,0.07826087,0.44347826,0.02608696,0,0.83333333,0.16666667,0
Ginjal,GN_250,476,1474,0.44554455,0.07920792,0.46534653,0.00990099,0.16666667,0.66666667,0.16666667,0
Ginjal,GN_247_5,474,1476,0.42857143,0.07692308,0.48351648,0.01098901,0,0.94117647,0.05882353,0
Ginjal,GN_242_5,468,1482,0.38235294,0.10294118,0.51470588,0,0,1,0,0
Ginjal,GN_240,465,1485,0.39473684,0.09210526,0.48684211,0.02631579,0.05882353,0.94117647,0,0
Ginjal,GN_237_5,463,1487,0.4,0.1,0.4625,0.0375,0,0.9047619,0.0952381,0
Ginjal,GN_235,460,1490,0.42045455,0.10227273,0.42045455,0.05681818,0,1,0,0
Ginjal,GN_232_5,457,1493,0.38613861,0.0990099,0.46534653,0.04950495,0,1,0,0
Ginjal,GN_230,454,1496,0.46491228,0.10526316,0.33333333,0.09649123,0,0.91666667,0.08333333,0
Ginjal,GN_227_5,451,1499,0.48854962,0.10687023,0.29007634,0.11450382,0,1,0,0
Ginjal,GN_225,449,1501,0.49655172,0.11034483,0.26896552,0.12413793,0.16666667,0.83333333,0,0
Ginjal,GN_222_5,446,1504,0.51131222,0.15384615,0.239819,0.09502262,0,1,0,0
Ginjal,GN_220,443,1507,0.50802139,0.12299465,0.22994652,0.13903743,0.27272727,0.59090909,0.13636364,0
Ginjal,GN_217_5,440,1510,0.50236967,0.13270142,0.22274882,0.14218009,0.07142857,0.89285714,0.03571429,0
Ginjal,GN_215,438,1512,0.49557522,0.13716814,0.22566372,0.14159292,0,0.91666667,0.08333333,0
Ginjal,GN_212_5,435,1515,0.56561086,0.12217195,0.14932127,0.16289593,0,1,0,0
Ginjal,GN_210,432,1518,0.45220588,0.16176471,0.25,0.13602941,0.20588235,0.76470588,0.02941176,0
Ginjal,GN_207_5,429,1521,0.42662116,0.17064846,0.26962457,0.1331058,0,1,0,0
Ginjal,GN_202_5,422,1528,0.34413965,0.20199501,0.34413965,0.10972569,0.16666667,0.77777778,0.05555556,0
Ginjal,GN_200,418,1532,0.35314685,0.1993007,0.33216783,0.11538462,0,1,0,0
Ginjal,GN_197_5,413,1537,0.33333333,0.21138211,0.3495935,0.10569106,0,0.73333333,0.26666667,0
Ginjal,GN_192_5,405,1545,0.39175258,0.18556701,0.35051546,0.07216495,0,1,0,0
Ginjal,GN_190,401,1549,0.36086957,0.22608696,0.34782609,0.06521739,0.21568627,0.37254902,0.41176471,0
Ginjal,GN_185,392,1558,0.4491018,0.20359281,0.2994012,0.04790419,0.04761905,0.80952381,0.14285714,0
Ginjal,GN_182_5,389,1561,0.38461538,0.23776224,0.32400932,0.05361305,0,0.8,0.2,0
Ginjal,GN_180,386,1564,0.54156171,0.16624685,0.25440806,0.03778338,0,0.80952381,0.19047619,0
Ginjal,GN_177_5,383,1567,0.5971223,0.14148681,0.22781775,0.03357314,0.05882353,0.58823529,0.35294118,0
Ginjal,GN_175,379,1571,0.66820276,0.11290323,0.19124424,0.02764977,0.01818182,0.54545455,0.43636364,0
Ginjal,GN_172_5,376,1574,0.78173719,0.0467706,0.15144766,0.02004454,0,1,0,0
Ginjal,GN_170,373,1577,0.75570776,0.07990868,0.14611872,0.01826484,0.3,0.55,0.15,0
Ginjal,GN_167_5,370,1580,0.78341014,0.07142857,0.13133641,0.01382488,0.11320755,0.52830189,0.35849057,0
Ginjal,GN_165,367,1583,0.80327869,0.06557377,0.12177986,0.00936768,0.23809524,0.47619048,0.28571429,0
Ginjal,GN_162_5,364,1586,0.84615385,0.0719603,0.08188586,0,0.18867925,0.5754717,0.23584906,0
Ginjal,GN_160,361,1589,0.79904306,0.06220096,0.1291866,0.00956938,0.30434783,0.34782609,0.34782609,0
Ginjal,GN_157_5,355,1595,0.75728155,0.0631068,0.16747573,0.01213592,0.4,0.16,0.44,0
Ginjal,GN_155,348,1602,0.67475728,0.07038835,0.23543689,0.01941748,0.60869565,0.1884058,0.20289855,0
Ginjal,GN_152_5,343,1607,0.58595642,0.07990315,0.30508475,0.02905569,0.51219512,0.34146341,0.14634146,0
Ginjal,GN_150,337,1613,0.56490385,0.07932692,0.33413462,0.02163462,0.75925926,0.18518519,0.05555556,0
Ginjal,GN_147_5,330,1620,0.52009456,0.08747045,0.37588652,0.01654846,0.6875,0.3125,0,0
Ginjal,GN_145,323,1627,0.49065421,0.09813084,0.40186916,0.00934579,0.81818182,0.1038961,0.07792208,0
Ginjal,GN_142_5,318,1632,0.48036952,0.09930716,0.41801386,0.00230947,0.79569892,0.13978495,0.06451613,0
Ginjal,GN_132_5,298,1652,0.40045767,0.16933638,0.4187643,0.01144165,0.71794872,0.1025641,0.17948718,0
Ginjal,GN_127_5,282,1668,0.39051919,0.15349887,0.44469526,0.01128668,0.64150943,0.20754717,0.1509434,0
Ginjal,GN_122_5,266,1684,0.40857788,0.12866817,0.45598194,0.00677201,0.3125,0.625,0.0625,0
Ginjal,GN_117_5,250,1700,0.44090909,0.14772727,0.41136364,0,0.79069767,0.13953488,0.06976744,0
Ginjal,GN_115,242,1708,0.4537037,0.15972222,0.38657407,0,0.73529412,0.20588235,0.05882353,0
Ginjal,GN_112_5,234,1716,0.46428571,0.17380952,0.35714286,0.0047619,0.70454545,0.25,0.04545455,0
Ginjal,GN_110,227,1723,0.46115288,0.1754386,0.3433584,0.02005013,0.64,0.28,0.08,0
Ginjal,GN_105,211,1739,0.42898551,0.17101449,0.32173913,0.07826087,0.5,0.41666667,0.08333333,0
Ginjal,GN_102_5,203,1747,0.32771084,0.17590361,0.41927711,0.07710843,0.73913043,0.19565217,0.06521739,0
Ginjal,GN_100,195,1755,0.34576271,0.15932203,0.31525424,0.17966102,0.68181818,0.31818182,0,0
Ginjal,GN_97_5,186,1764,0.27598566,0.15412186,0.31899642,0.25089606,0.76,0.24,0,0
Ginjal,GN_95,177,1773,0.20363636,0.15636364,0.32363636,0.31636364,0.61764706,0.35294118,0.02941176,0
Ginjal,GN_92_5,170,1780,0.15357143,0.16071429,0.32857143,0.35714286,0.70833333,0.20833333,0.08333333,0
Ginjal,GN_87_5,155,1795,0.10724638,0.2,0.32753623,0.36521739,0.68421053,0.26315789,0.05263158,0
Ginjal,GN_85,148,1802,0.10106383,0.21542553,0.32712766,0.35638298,0.8974359,0.1025641,0,0
Ginjal,GN_82_5,141,1809,0.10098522,0.22660099,0.32758621,0.34482759,0.66666667,0.33333333,0,0
Ginjal,GN_80,134,1816,0.10462287,0.22871046,0.32846715,0.33819951,0.375,0.625,0,0
Ginjal,GN_77_5,127,1823,0.10948905,0.23114355,0.33090024,0.32846715,0.75,0.25,0,0
