age_ce,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,Rmean,Rmed
1583,-0.6292861,-0.426439,-0.6337488,-0.5388173,-0.267,-0.4586779,-0.4820151,0.56,0.28867484,-0.1332691,-0.3107482,-0.495,-0.21826,-1.1132508,-0.2298984,-0.3391824,-0.426439
1584,-0.8362866,-0.5013216,-0.6640664,-0.9496165,-0.426,-0.4455375,-0.6094272,-0.17,-0.0318589,-0.2008429,-0.3655311,-0.529,-0.20468,-1.240949,-0.4297715,-0.5069926,-0.4455375
1585,-0.8039351,-0.723585,-0.9465725,-1.2125555,-0.417,-0.5686355,-0.699763,-0.14,-0.1076124,-0.824484,-0.5754814,-0.659,-0.93246,-1.0957009,-0.3381411,-0.6696618,-0.699763
1586,-0.354106,-0.3508127,-0.3739819,-1.0909817,-0.314,-0.388396,-0.669542,0.29,0.11687133,0.08503706,-0.2498333,-0.445,-0.0061675,-1.1312003,-0.1534298,-0.3357029,-0.3508127
1587,-0.8362622,-0.4048149,-0.5682646,-0.8076833,-0.168,-0.4676951,-0.6533523,0.56,0.07651908,-0.1236073,-0.3127514,-0.513,-0.1749,-1.1126267,-0.2150202,-0.3814306,-0.4048149
1588,-0.5974073,-0.5399686,-0.7291853,-0.9865985,-0.121,-0.5677192,-0.7567208,0.35,-0.3119274,-0.2723241,-0.4303736,-0.55,-0.41434,-1.3222121,-0.4826951,-0.5154981,-0.5399686
1589,-1.3250706,-0.8658067,-0.961327,-1.2680183,-0.429,-0.7247523,-0.9473064,0.63,-0.6109103,-1.1439957,-0.7393048,-0.708,-1.2095,-1.3002363,-0.4785397,-0.8054512,-0.8658067
1590,-0.5964103,-0.6232791,-0.7302861,-1.6281462,-0.572,-0.5338082,-0.8939729,-0.24,-0.324798,-0.3146025,-0.4958141,-0.606,-0.41998,-1.3872205,-0.4032877,-0.651307,-0.572
1591,-1.2773872,-0.6790227,-0.8063167,-1.4677082,-0.426,-0.6140347,-0.8973032,-0.23,-0.3360537,-0.6245639,-0.5700224,-0.603,-0.83368,-1.2315615,-0.3083682,-0.7270015,-0.6245639
1592,-0.6121264,-0.3518684,-0.3940018,-1.0313462,-0.045,-0.4685712,-0.7252882,0.07,0.03810245,-0.0179105,-0.2715245,-0.437,-0.20289,-1.0366964,-0.0827928,-0.3712609,-0.3518684
1593,-1.2475619,-0.6949275,-0.71195,-1.1931542,-0.053,-0.6615913,-0.8874489,0.02,-0.5344838,-0.4924741,-0.5661247,-0.576,-0.70495,-1.3578377,-0.5385464,-0.6800034,-0.6615913
1594,-0.1458315,-0.3780541,-0.3677474,-0.6170352,0.07,-0.4764515,-0.7129079,0.35,-0.1070721,0.0900512,-0.2777304,-0.42,-0.060317,-1.2541125,-0.2525897,-0.3039865,-0.2777304
1595,-0.7544616,-0.7014227,-0.764197,-1.6473523,-0.363,-0.5614409,-0.8322312,-0.26,-0.3712413,-0.3726298,-0.5855261,-0.584,-0.57914,-1.4715627,-0.6035905,-0.6967864,-0.5855261
1596,-0.8190497,-0.7146094,-0.7786703,-1.2456024,-0.194,-0.6065205,-0.8733111,-0.27,-0.558958,-0.5621096,-0.5978162,-0.619,-0.78493,-1.2967519,-0.4600197,-0.6920899,-0.619
1597,-0.8787837,-0.750051,-0.8714702,-1.2443282,-0.099,-0.6182046,-0.8226291,-0.27,-0.4594423,-0.4769964,-0.6263411,-0.633,-0.84325,-1.4537596,-0.569135,-0.7077594,-0.633
1598,-0.9012047,-0.605624,-0.6872946,-0.9900335,-0.224,-0.5625205,-0.7939514,0.13,-0.4265695,-0.126002,-0.4712438,-0.54,-0.16541,-1.4493255,-0.597953,-0.5607422,-0.5625205
1599,0.15756552,-0.4796775,-0.5904368,-0.962581,-0.29,-0.4427448,-0.6828227,0.05,-0.1009596,0.1638289,-0.3516925,-0.513,-0.10836,-1.2061847,-0.3135752,-0.3780427,-0.3516925
1600,-0.6449031,-0.7689236,-0.9189314,-1.5385226,-0.59,-0.5393683,-0.7784742,-0.08,-0.3394719,-0.4356769,-0.6214703,-0.627,-0.71156,-1.4421709,-0.557758,-0.7062821,-0.627
1601,-1.6048638,-1.2456835,-1.4182461,-2.0497325,-0.833,-0.8057597,-1.1347224,-0.75,-1.1984093,-1.2876373,-1.0311562,-0.898,-1.2839,-1.7040046,-0.8614956,-1.2071074,-1.1984093
1602,-1.8058123,-1.2550767,-1.3636495,-2.5544047,-0.568,-0.7927624,-1.1479106,-0.45,-1.2201563,-1.1880788,-1.0457766,-0.879,-1.4303,-1.6921638,-0.9805453,-1.2249091,-1.1880788
1603,-1.1525123,-0.7767722,-0.9382444,-0.8386998,-0.145,-0.6742691,-0.7946754,-0.77,-0.4367139,-0.5872095,-0.6421537,-0.621,-0.78949,-1.2615883,-0.4669343,-0.7263509,-0.77
1604,-1.1677089,-0.829499,-0.9306635,-1.1517523,-0.382,-0.660119,-0.7786945,0.24,-0.3821933,-0.549304,-0.6862613,-0.647,-0.83988,-1.4324704,-0.6191742,-0.7211147,-0.6862613
1605,-1.3143707,-0.9854042,-1.18511,-1.975757,-0.696,-0.6689573,-0.9502283,-0.21,-0.6961975,-0.9277671,-0.8271913,-0.794,-1.1472,-1.6085833,-0.7460289,-0.9821864,-0.9277671
1606,-0.8501377,-1.0179305,-1.1276584,-2.253601,-0.638,-0.6422353,-0.9598124,-0.1,-0.7346329,-0.7511127,-0.8476268,-0.782,-1.0121,-1.5609044,-0.7483786,-0.9350754,-0.8476268
1607,-0.9020166,-0.9016502,-1.1117177,-2.042347,-0.418,-0.6339904,-0.9270466,-0.06,-0.5683529,-0.7273301,-0.7367085,-0.749,-0.92302,-1.4524637,-0.6343484,-0.8525328,-0.749
1608,-0.6806413,-0.7807709,-0.8988647,-1.2956212,-0.407,-0.6627871,-0.8622131,-0.17,-0.4925773,-0.5866123,-0.6633281,-0.662,-0.76081,-1.377198,-0.6211043,-0.7281019,-0.6633281
1609,-1.1732623,-0.9362562,-1.0251658,-1.8378523,-0.518,-0.6792085,-0.9790279,-0.25,-0.75497,-1.0034621,-0.796774,-0.742,-1.1674,-1.4110385,-0.6459844,-0.9280268,-0.9362562
1610,-0.8589113,-0.8696754,-0.9356917,-1.8304571,-0.447,-0.5950472,-0.9615426,-0.05,-0.6770417,-0.5673407,-0.7231279,-0.696,-0.68799,-1.4018713,-0.6480967,-0.7966529,-0.696
1611,-0.8339496,-0.7227171,-0.9154259,-1.5922188,-0.216,-0.5233199,-0.765964,-0.15,-0.2189184,-0.3509477,-0.5899976,-0.667,-0.5711,-1.3635105,-0.585907,-0.6711318,-0.5899976
1612,-0.3082866,-0.5558896,-0.6272765,-1.743956,-0.177,-0.496704,-0.76412,-0.02,-0.0407183,-0.1989147,-0.4590135,-0.556,-0.47288,-1.3038544,-0.4081598,-0.5421849,-0.47288
1613,-0.5070571,-0.5443476,-0.4882511,-1.854637,-0.165,-0.4633122,-0.8258223,-0.62,-0.2562228,-0.0807708,-0.4389845,-0.551,-0.37816,-1.3223558,-0.4796968,-0.5983745,-0.4882511
1614,-0.7736517,-0.4727652,-0.6072212,-1.022701,-0.153,-0.5370322,-0.6509041,0.54,0.1776051,-0.2071259,-0.404743,-0.533,-0.70163,-1.1236363,-0.3075978,-0.4518269,-0.533
1615,-0.6391368,-0.6608997,-0.619507,-1.7212153,-0.44,-0.5633356,-0.8981424,-0.83,-0.258348,-0.2802818,-0.5584807,-0.582,-0.68437,-1.1630807,-0.3194195,-0.6812145,-0.619507
1616,-0.367189,-0.3483355,-0.4028729,-0.9456645,-0.189,-0.450711,-0.6838728,-0.66,0.10238607,0.11032234,-0.2786257,-0.473,-0.13397,-1.0669893,-0.1754048,-0.3975285,-0.367189
1617,-0.5882017,-0.4698707,-0.4255637,-1.1073098,-0.185,-0.5095959,-0.6586251,-0.56,0.04648955,-0.1861971,-0.3596628,-0.496,-0.6636,-1.1040364,-0.3169603,-0.5056089,-0.496
1618,-0.4905311,-0.6896378,-0.7927296,-2.3094353,-0.597,-0.5220667,-0.9183023,0.06,-0.1638605,-0.5786642,-0.6275165,-0.678,-0.62323,-1.152514,-0.3048334,-0.6925548,-0.62323
1619,-0.8572929,-0.7948784,-1.040147,-1.6396232,-0.56,-0.5597426,-0.7214008,-0.06,-0.0550567,-0.5345645,-0.6383693,-0.7,-0.74834,-1.3085237,-0.596542,-0.7209654,-0.7
1620,-0.6817181,-0.6593647,-0.8733457,-1.6384461,-0.531,-0.5338658,-0.8129859,0.31,-0.0639239,-0.4134991,-0.5440835,-0.676,-0.86751,-1.1346912,-0.2789063,-0.6266227,-0.6593647
1621,-0.3656517,-0.4706431,-0.4399509,-1.3947714,-0.395,-0.4024348,-0.7055745,0.4,0.12696954,0.03135179,-0.3623216,-0.501,-0.19147,-0.9985248,-0.2089715,-0.3918662,-0.395
1622,-0.9172026,-0.7149786,-0.7470833,-1.6935725,-0.315,-0.5835366,-0.9048469,-0.31,-0.2103426,-0.8849284,-0.6317819,-0.664,-0.96145,-0.9443043,-0.1844946,-0.7111682,-0.7149786
1623,-0.736536,-0.6395399,-0.6053253,-1.4923667,-0.269,-0.5204757,-0.8045041,-0.43,-0.1122472,-0.3181334,-0.5239313,-0.583,-0.57608,-1.134908,-0.3561108,-0.6068106,-0.57608
1624,-0.6529611,-0.7384466,-0.6616235,-1.8317314,-0.253,-0.5138998,-0.9123962,-0.32,-0.2769659,-0.4048201,-0.5901522,-0.61,-0.4718,-1.1254993,-0.3600553,-0.6482234,-0.5901522
1625,-0.7246801,-0.4320365,-0.3396757,-1.0087164,-0.046,-0.4698664,-0.7141303,0.38,0.13029923,-0.0688793,-0.3388594,-0.444,-0.061139,-0.975061,-0.2214084,-0.3556102,-0.3396757
1626,-0.5367828,-0.4707111,-0.3639643,-1.736728,-0.106,-0.4161255,-0.801532,0.29,0.05068765,-0.0256318,-0.3553959,-0.461,-0.14187,-1.0230399,-0.1822769,-0.4186914,-0.3639643
1627,-0.1823713,-0.5475424,-0.5583919,-1.3005679,-0.115,-0.4629977,-0.7455814,0.01,0.05394726,-0.1868682,-0.4165372,-0.545,-0.032708,-1.07345,-0.2852615,-0.4258887,-0.4165372
1628,-1.1058318,-0.6762229,-0.7029698,-1.1797377,0.23,-0.6148063,-0.8326484,-0.35,-0.3796742,-0.5984189,-0.56694,-0.605,-0.75927,-1.0483024,-0.4491462,-0.6425979,-0.6148063
1629,-0.390512,-0.1859276,-0.0944916,-0.5869763,0.26,-0.373062,-0.5465254,0.34,0.46499633,0.32779121,-0.103693,-0.329,0.11881,-0.8226948,-0.0140697,-0.1290236,-0.103693
1630,-0.6097373,-0.4428435,-0.3223777,-1.2369564,-0.114,-0.4832339,-0.8144108,-0.43,-0.1867766,-0.0008664,-0.3657231,-0.443,-0.083292,-1.0724907,-0.3089593,-0.4609778,-0.43
1631,-0.8056205,-0.6926715,-0.6029611,-1.4717776,-0.313,-0.5984765,-0.8445414,-0.3,-0.2383336,-0.4374253,-0.587977,-0.561,-0.74479,-1.0938948,-0.3889255,-0.6454263,-0.5984765
1632,-0.831637,-0.7205771,-0.7246067,-1.7093173,-0.311,-0.5649308,-0.8524737,-0.32,-0.2965549,-0.4029876,-0.5971021,-0.588,-0.81104,-1.1503699,-0.4338757,-0.6876315,-0.5971021
1633,-0.8749249,-0.7375312,-0.7616447,-1.1009782,-0.225,-0.6067547,-0.8516185,-0.37,-0.4206466,-0.4123147,-0.6246528,-0.597,-0.58133,-1.1003965,-0.4726593,-0.6491635,-0.6067547
1634,-0.6545135,-0.5381937,-0.5177961,-0.744535,-0.144,-0.5701426,-0.7500781,0.15,-0.1545475,-0.3057885,-0.4580757,-0.5,-0.50095,-1.1109793,-0.3282705,-0.4751914,-0.50095
1635,-0.8467313,-0.4871442,-0.5667994,-0.8938695,-0.413,-0.501165,-0.733015,0.06,-0.021919,-0.0896204,-0.4276097,-0.534,-0.34863,-1.1075433,-0.2551707,-0.4777478,-0.4871442
1636,-0.3315195,-0.4181743,-0.6569658,-0.7128451,-0.284,-0.4540726,-0.5517282,-0.28,0.30375772,-0.0076867,-0.3279219,-0.53,-0.27278,-1.0763525,-0.2795885,-0.3919918,-0.3315195
1637,0.16193468,-0.2301659,-0.3796527,-0.6324968,-0.225,-0.3174527,-0.4754758,0.29,0.49909087,0.47886869,-0.1304302,-0.407,0.50542,-1.0867283,-0.1443035,-0.1395594,-0.225
1638,-0.3577845,-0.3792664,-0.4349812,-0.6770709,-0.42,-0.4341604,-0.5634989,-0.05,0.33773603,-0.0055857,-0.3163124,-0.453,0.065613,-1.0085264,-0.1505827,-0.3231614,-0.3792664
1639,-0.4999225,-0.6038349,-0.611684,-1.0828731,-0.337,-0.4998212,-0.8116675,0.06,-0.3796421,-0.2281439,-0.5129803,-0.559,-0.11684,-1.1098393,-0.3461505,-0.5092933,-0.4999225
1640,0.18474287,-0.1599261,-0.0871087,-0.4898405,-0.29,-0.3219764,-0.4843059,0.36,0.40080635,0.47417743,-0.105042,-0.321,0.49388,-1.0447524,-0.0577174,-0.0965375,-0.105042
1641,-0.7338795,-0.8399645,-0.8791214,-2.1649603,-1.074,-0.5792609,-0.9971909,-0.31,-0.6151643,-0.7787561,-0.7347319,-0.717,-0.7526,-1.3903276,-0.5157182,-0.8721784,-0.7526
1642,-1.60078,-1.1091642,-1.2932435,-2.0089073,-1.119,-0.7462022,-1.023249,-0.25,-0.7014277,-1.7971807,-0.9999849,-0.888,-1.5936,-1.2315819,-0.4568096,-1.1212754,-1.1091642
1643,-0.9298736,-0.8825744,-0.9981479,-1.3558571,-0.8,-0.5761537,-0.8154434,-0.29,-0.2283906,-0.8638097,-0.7538231,-0.715,-0.73637,-1.089536,-0.2961546,-0.7554089,-0.8
1644,-0.8090849,-1.1170178,-1.1104845,-2.0588151,-0.947,-0.6860674,-0.9304349,-0.63,-0.5914136,-1.2514278,-0.9470436,-0.777,-1.216,-1.281288,-0.627458,-0.9987024,-0.947
1645,-0.7038939,-0.978402,-1.1770961,-2.1110036,-0.695,-0.5918569,-0.9244766,-0.46,-0.505926,-1.1659281,-0.8487417,-0.803,-1.1547,-1.2711884,-0.4700762,-0.924086,-0.8487417
1646,-0.369885,-0.9743351,-1.0460598,-2.0176879,-0.707,-0.5749663,-0.8601793,-0.27,-0.4162121,-0.6939125,-0.802657,-0.72,-0.94468,-1.3082906,-0.6844096,-0.8260184,-0.72
1647,-1.0667997,-1.192818,-1.2826542,-2.81202,-0.604,-0.6405633,-1.043052,-0.35,-0.7602554,-1.0590917,-1.0190191,-0.864,-1.2698,-1.2866887,-0.6467374,-1.0598333,-1.043052
1648,-0.9513144,-0.9487601,-1.1184122,-1.7123984,-0.241,-0.5906514,-0.766082,-0.27,-0.2547759,-0.658807,-0.7614414,-0.708,-0.80449,-1.1894517,-0.6077507,-0.7722223,-0.7614414
1649,-0.4502655,-0.7063163,-0.7614522,-1.5702457,-0.144,-0.5119659,-0.7761468,-0.29,-0.2173495,-0.260609,-0.591049,-0.602,-0.63733,-1.0787279,-0.4109448,-0.6005602,-0.591049
1650,-0.8284617,-0.8302177,-0.9335211,-1.5783419,-0.156,-0.5516306,-0.8445657,-0.42,-0.3482549,-0.4028152,-0.6885909,-0.656,-0.57865,-1.0294977,-0.397312,-0.682924,-0.656
1651,-0.7650331,-0.693467,-0.7585633,-1.0800731,-0.053,-0.5484691,-0.7294438,-0.56,-0.2187371,-0.2905831,-0.5750479,-0.558,-0.69837,-0.9776093,-0.363372,-0.5913179,-0.5750479
1652,-0.3418452,-0.7199054,-0.7488404,-1.4958159,-0.265,-0.5024286,-0.8611,-0.3,-0.4658524,-0.2607278,-0.5776594,-0.589,-0.39322,-1.0043389,-0.4481884,-0.5982615,-0.5024286
1653,-0.2708358,-0.5489707,-0.6054587,-1.2684227,-0.107,-0.4459312,-0.6730497,-0.23,0.14876491,0.03596762,-0.4333987,-0.512,-0.19762,-0.8335751,-0.1624,-0.4069287,-0.4333987
1654,-0.0785388,-0.5021014,-0.570237,-1.1373417,0.119,-0.4472445,-0.7359217,-0.07,-0.1765667,-0.1166871,-0.386282,-0.491,-0.026173,-0.9672366,-0.3240764,-0.3940271,-0.386282
1655,-0.1817962,-0.3603736,-0.2700743,-1.138628,0.241,-0.4017952,-0.6437749,-0.02,0.14962765,0.08767974,-0.2671825,-0.364,-0.13551,-0.9272446,-0.2545378,-0.2991073,-0.2671825
1656,0.00235753,-0.2942192,-0.3900343,-0.6989483,0.184,-0.3913459,-0.5707303,0.07,0.3185936,0.35314683,-0.1807675,-0.38,0.20609,-0.8619501,-0.1588619,-0.186178,-0.1807675
1657,-0.4812427,-0.4295918,-0.4406459,-0.8733109,0.145,-0.4766578,-0.5880516,0.3,0.24963271,0.04926973,-0.3381601,-0.399,-0.22663,-0.8418414,-0.26862,-0.30799,-0.399
1658,-0.2127735,-0.3091091,-0.3537678,-0.6708705,0.016,-0.3859354,-0.5553358,0.25,0.35036225,0.46674746,-0.1923265,-0.349,0.24329,-0.8337847,-0.1971436,-0.1822432,-0.2127735
1659,0.35238674,-0.1563968,-0.1596724,-0.4580542,0,-0.3373168,-0.5872143,0.65,0.32416256,0.50069977,-0.0871132,-0.321,0.44692,-0.7728369,-0.0524068,-0.0438562,-0.0871132
1660,-0.5599492,-0.2908666,-0.2162568,-0.3778861,0.038,-0.4281903,-0.5713886,0.68,0.27786851,0.28864004,-0.2187961,-0.347,0.15488,-0.7372804,-0.0670795,-0.1583537,-0.2187961
1661,-0.0131192,-0.1821029,-0.3246304,0.01457094,-0.133,-0.4160164,-0.4627377,0.41,0.47128568,0.42776828,-0.1255933,-0.374,0.097961,-0.8611686,-0.0653029,-0.1024057,-0.1255933
1662,-0.2068277,-0.3898568,-0.4233548,-0.5543065,-0.377,-0.4471738,-0.640074,0.06,0.06483665,0.05129166,-0.3348151,-0.456,0.11713,-0.9521542,-0.1789044,-0.3111473,-0.377
1663,-0.2543436,-0.4943561,-0.5371967,-1.1052699,-0.227,-0.4524182,-0.7271542,-0.11,-0.0782934,0.05015627,-0.4130422,-0.509,-0.15732,-0.9752038,-0.2274221,-0.4145243,-0.4130422
1664,-0.0239031,-0.1076601,0.00594972,-0.1904698,-0.055,-0.3561769,-0.4904197,0.16,0.52371891,0.65636743,-0.0631067,-0.248,0.59744,-0.7451712,0.00721247,-0.0219479,-0.055
1665,0.00665117,-0.2029284,-0.1828826,-0.2696133,-0.17,-0.3374246,-0.4251311,-0.29,0.52741894,0.46127181,-0.1520505,-0.328,0.35711,-0.8439143,-0.0584781,-0.1271981,-0.1828826
1666,0.16044857,-0.1833861,-0.1017845,-0.6109061,-0.354,-0.3318171,-0.559147,-0.23,0.42352236,0.45978239,-0.1350984,-0.344,0.40078,-0.9025858,0.00148678,-0.1537803,-0.1833861
1667,-0.3330402,-0.3446958,-0.2001954,-0.9993414,-0.439,-0.3861244,-0.7360521,-0.48,-0.0544557,0.29422101,-0.288673,-0.382,0.26063,-1.0608109,-0.2234955,-0.3582022,-0.3446958
1668,-0.2991572,-0.5027029,-0.4977993,-1.2585173,-0.543,-0.4382089,-0.7996127,-0.04,-0.2004468,0.04250214,-0.4258056,-0.506,-0.07511,-1.1329009,-0.3212176,-0.4665318,-0.4382089
1669,-0.4348281,-0.5623105,-0.6195115,-1.3188626,-0.555,-0.4536662,-0.7875513,0.06,-0.1699242,-0.0094756,-0.470403,-0.561,-0.21841,-1.1348623,-0.3376391,-0.5048963,-0.470403
1670,-0.7794487,-0.6392679,-0.6794567,-1.4134529,-0.534,-0.4806005,-0.7911325,-0.01,-0.1523918,-0.0936866,-0.5216634,-0.537,-0.14131,-1.0770383,-0.3280757,-0.545235,-0.534
1671,-0.0721949,-0.3409908,-0.5792785,-0.6763734,-0.256,-0.3652341,-0.5434991,-0.51,0.31990794,0.15948744,-0.2664844,-0.477,0.10659,-0.8695392,-0.0871878,-0.2971865,-0.3409908
1672,0.03558132,-0.435668,-0.4619803,-1.6069778,-0.314,-0.3649621,-0.6947189,-0.03,0.16346983,0.21742173,-0.3688305,-0.47,-0.05533,-1.0479353,-0.1902032,-0.3749422,-0.3649621
1673,-0.5285087,-0.4899585,-0.4339384,-1.4459799,-0.342,-0.4016062,-0.8157266,-0.18,-0.2088913,0.14862176,-0.4143851,-0.477,-0.027753,-1.0943008,-0.2830647,-0.4662994,-0.4143851
1674,-0.6362238,-0.5727689,-0.6127927,-1.2593803,-0.428,-0.4855621,-0.7578882,0.22,-0.1184188,-0.0685713,-0.5066012,-0.5,-0.31214,-1.0801716,-0.2827308,-0.4934166,-0.5
1675,-1.2488155,-0.9422899,-1.0815663,-2.0276596,-0.499,-0.6638172,-1.0562032,-0.12,-0.7898734,-0.8804102,-0.8287416,-0.773,-1.2134,-1.122312,-0.4041011,-0.9100793,-0.8804102
1676,-1.0748283,-0.6438014,-0.6494351,-1.387738,-0.495,-0.5248463,-0.9031058,-0.03,-0.3895361,-0.281114,-0.5691615,-0.559,-0.62961,-1.0126109,-0.2114312,-0.6240812,-0.5691615
1677,-0.9489863,-0.9698429,-0.9873558,-2.3004395,-0.545,-0.616956,-1.0640653,-0.42,-0.8221003,-0.7239899,-0.8412163,-0.724,-1.0662,-1.1471569,-0.520422,-0.9131821,-0.8412163
1678,-0.7198732,-0.6635436,-0.7640178,-1.2845514,-0.334,-0.5359908,-0.8662252,-0.27,-0.3928064,-0.3542299,-0.5936482,-0.596,-0.5762,-0.966646,-0.259283,-0.611801,-0.5936482
1679,-0.7961298,-0.8493138,-0.9114435,-1.4046007,-0.521,-0.6140287,-0.8423126,-0.49,-0.479138,-0.7314952,-0.7358871,-0.65,-0.88634,-1.1425228,-0.5662214,-0.7746956,-0.7358871
1680,-1.0560048,-0.844924,-1.0088534,-1.4841157,-0.9,-0.6027944,-0.9320648,-0.29,-0.6144349,-0.9813183,-0.7719083,-0.758,-0.91511,-1.08738,-0.412792,-0.84398,-0.9
1681,-0.6266433,-0.9478287,-1.0490929,-3.0371218,-0.523,-0.5105075,-0.9550783,-0.36,-0.3701799,-0.8858308,-0.8273502,-0.81,-1.1023,-1.2403506,-0.4447211,-0.912667,-0.8273502
1682,-0.6455734,-0.6271552,-0.6598141,-1.2122221,0.091,-0.5325223,-0.6965541,-0.29,-0.0837765,-0.3051944,-0.5607819,-0.54,-0.57287,-1.0383532,-0.4332216,-0.5404693,-0.5607819
1683,-0.5989864,-0.5741293,-0.5786234,-1.1610373,0.001,-0.5022119,-0.6435693,0.15,0.04375195,-0.2665286,-0.4947916,-0.508,-0.45004,-1.036092,-0.4139364,-0.4688796,-0.5022119
1684,-0.5583721,-0.4986733,-0.6175203,-0.9875614,-0.011,-0.4903304,-0.6660729,-0.14,0.08367412,-0.4109166,-0.4550327,-0.527,-0.41646,-0.8703087,-0.179742,-0.4496878,-0.4903304
1685,-0.8928429,-0.5591938,-0.6677977,-1.1492578,-0.068,-0.520827,-0.7418873,-0.15,-0.1174176,-0.4106273,-0.5145547,-0.536,-0.30189,-0.9359412,-0.3130851,-0.5252882,-0.520827
1686,-0.392752,-0.3568513,-0.4019608,-1.3217618,-0.273,-0.3939477,-0.7184933,0.04,0.04477925,-0.0936713,-0.325489,-0.454,-0.013185,-0.9701382,-0.217765,-0.3898824,-0.3568513
1687,-0.1945512,-0.2622866,-0.3669259,-0.8968145,-0.417,-0.344802,-0.552959,0.39,0.34967684,-0.0304166,-0.2390691,-0.432,0.067468,-0.9143975,-0.1180909,-0.2641446,-0.2622866
1688,-0.5167658,-0.5320662,-0.6269732,-1.35646,-0.27,-0.4664238,-0.7503464,-0.14,-0.1511446,-0.3789176,-0.4822375,-0.563,-0.4734,-1.0605143,-0.303377,-0.5381084,-0.4822375
1689,-0.1932142,-0.3206392,-0.2165936,-0.7901533,0.109,-0.430467,-0.7026849,0.1,-0.1165238,-0.1995213,-0.2956641,-0.393,0.008578,-0.8958249,-0.13625,-0.2981972,-0.2165936
1690,-0.4454358,-0.3348556,-0.5127748,-1.0537942,0.048,-0.4300573,-0.6477957,-0.57,0.13795935,-0.2703207,-0.3088855,-0.446,-0.29807,-1.0132606,-0.2157748,-0.424071,-0.4300573
1691,-0.4520582,-0.2591571,-0.2401481,-0.7262664,0.045,-0.4132173,-0.6396807,-0.08,0.04377854,0.07481843,-0.248581,-0.362,0.14379,-0.9538657,-0.1645263,-0.2821409,-0.248581
1692,-0.4994037,-0.349478,-0.4395644,-0.7143634,0.156,-0.4422997,-0.6535635,-0.18,-0.042594,-0.1653226,-0.320514,-0.423,-0.1776,-0.9911624,-0.2201918,-0.3642038,-0.349478
1693,0.28442283,-0.1567877,0.05431755,-0.6277523,0.328,-0.3381269,-0.6385247,0.06,0.04402506,0.18172158,-0.1135527,-0.276,0.42188,-0.9226679,-0.1494955,-0.123236,-0.1135527
1694,-0.0903829,-0.164614,-0.0658818,-0.5324223,0.062,-0.3956163,-0.5645635,0.1,0.16942573,-0.0966771,-0.1323792,-0.306,-0.006069,-0.9478659,-0.1826122,-0.2102439,-0.1323792
1695,-0.6742424,-0.2588435,-0.5437477,-0.5674617,-0.247,-0.4282727,-0.6292571,-0.31,-0.0754116,-0.2196331,-0.208069,-0.432,-0.0051745,-1.100954,-0.2884838,-0.3992367,-0.31
1696,-1.1540685,-0.8207694,-1.0231649,-1.4787319,-0.432,-0.6679558,-0.9311223,-0.19,-0.5744151,-0.988071,-0.7298225,-0.69,-0.96688,-1.1905023,-0.4823105,-0.821321,-0.8207694
1697,-1.0349667,-0.603631,-0.5893077,-1.0096012,-0.363,-0.5827493,-0.8074068,-0.03,-0.4513624,-0.4310072,-0.5240538,-0.504,-0.42709,-1.1776519,-0.5180443,-0.6035915,-0.5240538
1698,-1.407969,-0.9042102,-1.0839061,-0.8506477,-0.294,-0.7582852,-0.826615,-0.58,-0.6220693,-1.3219838,-0.7950591,-0.697,-1.2643,-1.1298979,-0.5409621,-0.8717937,-0.826615
1699,-1.7325448,-1.0571697,-1.0793782,-1.3652988,-0.485,-0.8242113,-0.9970383,-0.7,-0.9359431,-1.3853147,-0.9258416,-0.736,-1.3176,-1.1927088,-0.7542072,-1.0325504,-0.9970383
1700,-1.0130183,-1.0412291,-1.1018007,-1.7188316,-0.563,-0.7109921,-0.9740781,-0.41,-0.7623273,-0.9714929,-0.8778105,-0.753,-1.1113,-1.2160217,-0.7050473,-0.9286633,-0.9714929
1701,-0.930332,-0.8334494,-0.9176406,-1.3174174,-0.493,-0.6427486,-0.840333,-0.37,-0.5160949,-0.6352184,-0.7077472,-0.662,-0.88039,-1.1550638,-0.6036922,-0.7670085,-0.7077472
1702,-0.7624109,-0.9877056,-1.0814011,-1.6434406,-0.588,-0.6554597,-0.8708605,-0.01,-0.5110617,-0.9426843,-0.8362026,-0.724,-1.0399,-1.0588853,-0.538551,-0.8167042,-0.8362026
1703,-0.6297071,-0.88035,-0.8488575,-2.2716415,-0.486,-0.5591528,-0.9444593,-0.02,-0.4358544,-0.6109693,-0.7467834,-0.661,-0.74113,-1.0833299,-0.4552994,-0.7583023,-0.661
1704,-0.6154773,-0.7992177,-0.8435687,-1.9366268,-0.494,-0.5541128,-0.8865403,-0.56,-0.364224,-0.46447,-0.6666669,-0.634,-0.68594,-1.1211767,-0.4907815,-0.7411202,-0.634
1705,-0.5167658,-0.7591737,-0.7997701,-2.2645151,-0.629,-0.5359714,-1.0026137,-0.53,-0.558334,-0.6722288,-0.6861597,-0.663,-0.56611,-1.1359908,-0.4445539,-0.7842791,-0.663
1706,-0.7787727,-0.6690771,-0.6560645,-1.420024,-0.358,-0.5304094,-0.9128484,-0.03,-0.4340388,-0.7839097,-0.605516,-0.601,-0.58924,-0.9381451,-0.275356,-0.6388268,-0.605516
