,.smooth,.type,.by,.estimate,.se,age,sitename,.lower_ci,.upper_ci
463,s(age):sitenameFunda,TPRS,sitename,-0.194048154,0.122409671,1137.325455,Funda,-0.433966701,0.045870393
464,s(age):sitenameFunda,TPRS,sitename,-0.199688584,0.12349193,1156.749091,Funda,-0.44172832,0.042351151
465,s(age):sitenameFunda,TPRS,sitename,-0.204675525,0.12399432,1176.172727,Funda,-0.447699926,0.038348877
466,s(age):sitenameFunda,TPRS,sitename,-0.208809189,0.12483535,1195.596364,Funda,-0.453481978,0.035863601
467,s(age):sitenameFunda,TPRS,sitename,-0.21135419,0.12563865,1215.02,Funda,-0.457601418,0.034893039
468,s(age):sitenameFunda,TPRS,sitename,-0.213401985,0.128532602,1234.443636,Funda,-0.465321256,0.038517286
469,s(age):sitenameFunda,TPRS,sitename,-0.214305288,0.132687101,1253.867273,Funda,-0.474367228,0.045756651
470,s(age):sitenameFunda,TPRS,sitename,-0.214864327,0.138788857,1273.290909,Funda,-0.486885488,0.057156835
471,s(age):sitenameFunda,TPRS,sitename,-0.214649273,0.145099641,1292.714545,Funda,-0.499039344,0.069740799
472,s(age):sitenameFunda,TPRS,sitename,-0.213922348,0.151555622,1312.138182,Funda,-0.510965908,0.083121212
473,s(age):sitenameFunda,TPRS,sitename,-0.2130135,0.15834944,1331.561818,Funda,-0.5233727,0.097345701
474,s(age):sitenameFunda,TPRS,sitename,-0.211896695,0.164257531,1350.985455,Funda,-0.53383554,0.110042149
475,s(age):sitenameFunda,TPRS,sitename,-0.210779891,0.17182542,1370.409091,Funda,-0.547551526,0.125991744
476,s(age):sitenameFunda,TPRS,sitename,-0.209726686,0.179975597,1389.832727,Funda,-0.562472374,0.143019001
477,s(age):sitenameFunda,TPRS,sitename,-0.208817638,0.188464451,1409.256364,Funda,-0.578201174,0.160565899
478,s(age):sitenameFunda,TPRS,sitename,-0.208231028,0.196255981,1428.68,Funda,-0.592885683,0.176423627
479,s(age):sitenameFunda,TPRS,sitename,-0.207857983,0.204094413,1448.103636,Funda,-0.607875682,0.192159716
480,s(age):sitenameFunda,TPRS,sitename,-0.207751658,0.211335635,1467.527273,Funda,-0.621961892,0.206458575
481,s(age):sitenameFunda,TPRS,sitename,-0.207815649,0.218167864,1486.950909,Funda,-0.635416805,0.219785506
482,s(age):sitenameFunda,TPRS,sitename,-0.207924936,0.225104441,1506.374545,Funda,-0.649121534,0.233271662
483,s(age):sitenameFunda,TPRS,sitename,-0.208026897,0.231942104,1525.798182,Funda,-0.662625067,0.246571273
484,s(age):sitenameFunda,TPRS,sitename,-0.208025023,0.237430055,1545.221818,Funda,-0.67337938,0.257329334
485,s(age):sitenameFunda,TPRS,sitename,-0.207834741,0.241217702,1564.645455,Funda,-0.68061275,0.264943268
486,s(age):sitenameFunda,TPRS,sitename,-0.207545731,0.244918331,1584.069091,Funda,-0.687576839,0.272485377
487,s(age):sitenameFunda,TPRS,sitename,-0.207223187,0.249396601,1603.492727,Funda,-0.696031542,0.281585168
488,s(age):sitenameFunda,TPRS,sitename,-0.206865707,0.254632452,1622.916364,Funda,-0.705936142,0.292204729
489,s(age):sitenameFunda,TPRS,sitename,-0.206508226,0.261011054,1642.34,Funda,-0.718080491,0.305064039
490,s(age):sitenameFunda,TPRS,sitename,-0.206148152,0.268125971,1661.763636,Funda,-0.731665399,0.319369095
491,s(age):sitenameFunda,TPRS,sitename,-0.205776386,0.274499229,1681.187273,Funda,-0.743784988,0.332232216
492,s(age):sitenameFunda,TPRS,sitename,-0.205419018,0.28103647,1700.610909,Funda,-0.756240377,0.345402341
493,s(age):sitenameFunda,TPRS,sitename,-0.205082741,0.287364963,1720.034545,Funda,-0.768307718,0.358142237
494,s(age):sitenameFunda,TPRS,sitename,-0.204853032,0.291570284,1739.458182,Funda,-0.776320287,0.366614223
495,s(age):sitenameFunda,TPRS,sitename,-0.204655627,0.295239786,1758.881818,Funda,-0.783314975,0.374003721
496,s(age):sitenameFunda,TPRS,sitename,-0.204536299,0.297414229,1778.305455,Funda,-0.787457476,0.378384879
497,s(age):sitenameFunda,TPRS,sitename,-0.204416971,0.299641687,1797.729091,Funda,-0.791703885,0.382869943
498,s(age):sitenameFunda,TPRS,sitename,-0.204297643,0.301920986,1817.152727,Funda,-0.7960519,0.387456615
499,s(age):sitenameFunda,TPRS,sitename,-0.204178315,0.304250961,1836.576364,Funda,-0.80049924,0.392142611
500,s(age):sitenameFunda,TPRS,sitename,-0.204058986,0.306630457,1856,Funda,-0.805043639,0.396925666
501,s(age):sitenameGingal,TPRS,sitename,-0.715354983,0.205659984,-66.94,Gingal,-1.118441145,-0.312268822
502,s(age):sitenameGingal,TPRS,sitename,-0.681020491,0.198933914,-47.51636364,Gingal,-1.070923797,-0.291117184
503,s(age):sitenameGingal,TPRS,sitename,-0.583848691,0.183547054,-28.09272727,Gingal,-0.943594306,-0.224103076
504,s(age):sitenameGingal,TPRS,sitename,-0.46158749,0.174793965,-8.669090909,Gingal,-0.804177365,-0.118997614
505,s(age):sitenameGingal,TPRS,sitename,-0.357755814,0.179179116,10.75454545,Gingal,-0.708940428,-0.0065712
506,s(age):sitenameGingal,TPRS,sitename,-0.33365706,0.186134971,30.17818182,Gingal,-0.698474899,0.031160779
507,s(age):sitenameGingal,TPRS,sitename,-0.408695008,0.186392628,49.60181818,Gingal,-0.774017845,-0.04337217
508,s(age):sitenameGingal,TPRS,sitename,-0.53116055,0.187236267,69.02545455,Gingal,-0.89813689,-0.164184211
509,s(age):sitenameGingal,TPRS,sitename,-0.669524186,0.186980243,88.44909091,Gingal,-1.035998728,-0.303049645
510,s(age):sitenameGingal,TPRS,sitename,-0.787623574,0.182039214,107.8727273,Gingal,-1.144413877,-0.43083327
511,s(age):sitenameGingal,TPRS,sitename,-0.858302499,0.170697349,127.2963636,Gingal,-1.192863155,-0.523741844
512,s(age):sitenameGingal,TPRS,sitename,-0.879562813,0.158425591,146.72,Gingal,-1.190071266,-0.56905436
513,s(age):sitenameGingal,TPRS,sitename,-0.869436214,0.15362786,166.1436364,Gingal,-1.170541286,-0.568331142
514,s(age):sitenameGingal,TPRS,sitename,-0.821572699,0.15532429,185.5672727,Gingal,-1.126002713,-0.517142684
515,s(age):sitenameGingal,TPRS,sitename,-0.759476232,0.163350419,204.9909091,Gingal,-1.079637169,-0.439315294
516,s(age):sitenameGingal,TPRS,sitename,-0.693526661,0.17062452,224.4145455,Gingal,-1.027944574,-0.359108748
517,s(age):sitenameGingal,TPRS,sitename,-0.626213087,0.171666136,243.8381818,Gingal,-0.962672531,-0.289753643
518,s(age):sitenameGingal,TPRS,sitename,-0.557357951,0.169087577,263.2618182,Gingal,-0.888763513,-0.225952388
519,s(age):sitenameGingal,TPRS,sitename,-0.480336858,0.165088602,282.6854545,Gingal,-0.803904572,-0.156769144
520,s(age):sitenameGingal,TPRS,sitename,-0.388723264,0.16131114,302.1090909,Gingal,-0.704887288,-0.07255924
521,s(age):sitenameGingal,TPRS,sitename,-0.275978902,0.16009157,321.5327273,Gingal,-0.589752613,0.03779481
522,s(age):sitenameGingal,TPRS,sitename,-0.144986274,0.159936902,340.9563636,Gingal,-0.458456842,0.168484295
523,s(age):sitenameGingal,TPRS,sitename,0.002824136,0.157135613,360.38,Gingal,-0.305156005,0.310804277
524,s(age):sitenameGingal,TPRS,sitename,0.143952711,0.155358543,379.8036364,Gingal,-0.160544438,0.44844986
525,s(age):sitenameGingal,TPRS,sitename,0.263789054,0.154855182,399.2272727,Gingal,-0.039721525,0.567299633
526,s(age):sitenameGingal,TPRS,sitename,0.338295521,0.155029172,418.6509091,Gingal,0.034443928,0.642147115
527,s(age):sitenameGingal,TPRS,sitename,0.339826254,0.154256671,438.0745455,Gingal,0.037488735,0.642163773
528,s(age):sitenameGingal,TPRS,sitename,0.239215168,0.150273324,457.4981818,Gingal,-0.055315135,0.533745471
529,s(age):sitenameGingal,TPRS,sitename,0.04500997,0.145318786,476.9218182,Gingal,-0.239809616,0.329829556
530,s(age):sitenameGingal,TPRS,sitename,-0.233452686,0.146534977,496.3454545,Gingal,-0.520655963,0.053750592
531,s(age):sitenameGingal,TPRS,sitename,-0.537883901,0.164876978,515.7690909,Gingal,-0.861036839,-0.214730963
532,s(age):sitenameGingal,TPRS,sitename,-0.827694912,0.200445458,535.1927273,Gingal,-1.220560791,-0.434829034
533,s(age):sitenameGingal,TPRS,sitename,-1.065707785,0.254055472,554.6163636,Gingal,-1.563647359,-0.56776821
534,s(age):sitenameGingal,TPRS,sitename,-1.196911545,0.326089924,574.04,Gingal,-1.836036051,-0.557787039
535,s(age):sitenameGingal,TPRS,sitename,-1.206845039,0.412877882,593.4636364,Gingal,-2.016070818,-0.39761926
536,s(age):sitenameGingal,TPRS,sitename,-1.108561323,0.507944621,612.8872727,Gingal,-2.104114486,-0.11300816
537,s(age):sitenameGingal,TPRS,sitename,-0.890159109,0.596216605,632.3109091,Gingal,-2.058722182,0.278403964
538,s(age):sitenameGingal,TPRS,sitename,-0.635301395,0.680239397,651.7345455,Gingal,-1.968546114,0.697943323
539,s(age):sitenameGingal,TPRS,sitename,-0.403613613,0.725867965,671.1581818,Gingal,-1.826288682,1.019061455
540,s(age):sitenameGingal,TPRS,sitename,-0.258723649,0.722095634,690.5818182,Gingal,-1.674005086,1.156557788
541,s(age):sitenameGingal,TPRS,sitename,-0.172295214,0.715905762,710.0054545,Gingal,-1.575444723,1.230854295
542,s(age):sitenameGingal,TPRS,sitename,-0.110012496,0.725564805,729.4290909,Gingal,-1.532093383,1.31206839
543,s(age):sitenameGingal,TPRS,sitename,-0.073879687,0.737869138,748.8527273,Gingal,-1.520076622,1.372317248
544,s(age):sitenameGingal,TPRS,sitename,-0.042180243,0.741526579,768.2763636,Gingal,-1.495545631,1.411185145
545,s(age):sitenameGingal,TPRS,sitename,-0.002553835,0.737404962,787.7,Gingal,-1.447841003,1.442733333
546,s(age):sitenameGingal,TPRS,sitename,0.053072244,0.743857359,807.1236364,Gingal,-1.40486139,1.511005877
547,s(age):sitenameGingal,TPRS,sitename,0.142599117,0.746959883,826.5472727,Gingal,-1.321415351,1.606613585
548,s(age):sitenameGingal,TPRS,sitename,0.255797023,0.741019402,845.9709091,Gingal,-1.196574316,1.708168363
549,s(age):sitenameGingal,TPRS,sitename,0.370207671,0.732069873,865.3945455,Gingal,-1.064622915,1.805038257
550,s(age):sitenameGingal,TPRS,sitename,0.476733871,0.726568458,884.8181818,Gingal,-0.947314139,1.900781881
551,s(age):sitenameGingal,TPRS,sitename,0.560843584,0.717242361,904.2418182,Gingal,-0.844925612,1.966612781
552,s(age):sitenameGingal,TPRS,sitename,0.628503127,0.715277615,923.6654545,Gingal,-0.773415237,2.030421492
553,s(age):sitenameGingal,TPRS,sitename,0.681850808,0.724678539,943.0890909,Gingal,-0.73849303,2.102194645
554,s(age):sitenameGingal,TPRS,sitename,0.711389212,0.733911737,962.5127273,Gingal,-0.72705136,2.149829783
555,s(age):sitenameGingal,TPRS,sitename,0.731390339,0.747041642,981.9363636,Gingal,-0.732784375,2.195565053
556,s(age):sitenameGingal,TPRS,sitename,0.741462708,0.75382877,1001.36,Gingal,-0.736014531,2.218939947
557,s(age):sitenameGingal,TPRS,sitename,0.755311939,0.754486606,1020.783636,Gingal,-0.723454635,2.234078514
558,s(age):sitenameGingal,TPRS,sitename,0.776335299,0.758369695,1040.207273,Gingal,-0.71004199,2.262712589
559,s(age):sitenameGingal,TPRS,sitename,0.814502679,0.757481831,1059.630909,Gingal,-0.670134429,2.299139786
560,s(age):sitenameGingal,TPRS,sitename,0.857877955,0.773896847,1079.054545,Gingal,-0.658931992,2.374687902
561,s(age):sitenameGingal,TPRS,sitename,0.914996692,0.792406352,1098.478182,Gingal,-0.638091219,2.468084603
562,s(age):sitenameGingal,TPRS,sitename,0.984320283,0.805040283,1117.901818,Gingal,-0.593529678,2.562170244
563,s(age):sitenameGingal,TPRS,sitename,1.058347991,0.821386047,1137.325455,Gingal,-0.551539078,2.668235061
564,s(age):sitenameGingal,TPRS,sitename,1.12927633,0.837582163,1156.749091,Gingal,-0.512354543,2.770907203
565,s(age):sitenameGingal,TPRS,sitename,1.193627093,0.852961462,1176.172727,Gingal,-0.478146652,2.865400839
566,s(age):sitenameGingal,TPRS,sitename,1.247382364,0.871462004,1195.596364,Gingal,-0.460651778,2.955416506
567,s(age):sitenameGingal,TPRS,sitename,1.280268906,0.885299002,1215.02,Gingal,-0.454885253,3.015423066
568,s(age):sitenameGingal,TPRS,sitename,1.306491964,0.911380572,1234.443636,Gingal,-0.479781134,3.092765062
569,s(age):sitenameGingal,TPRS,sitename,1.31745045,0.93936792,1253.867273,Gingal,-0.523676841,3.158577741
570,s(age):sitenameGingal,TPRS,sitename,1.324233668,0.977781546,1273.290909,Gingal,-0.592182948,3.240650283
571,s(age):sitenameGingal,TPRS,sitename,1.323368401,1.010626097,1292.714545,Gingal,-0.65742235,3.304159153
572,s(age):sitenameGingal,TPRS,sitename,1.318701568,1.039436382,1312.138182,Gingal,-0.718556305,3.35595944
573,s(age):sitenameGingal,TPRS,sitename,1.315337304,1.06806202,1331.561818,Gingal,-0.778025788,3.408700396
574,s(age):sitenameGingal,TPRS,sitename,1.317718908,1.085997351,1350.985455,Gingal,-0.810796787,3.446234604
575,s(age):sitenameGingal,TPRS,sitename,1.320100513,1.116622262,1370.409091,Gingal,-0.868438904,3.50863993
576,s(age):sitenameGingal,TPRS,sitename,1.327934244,1.151723643,1389.832727,Gingal,-0.929402617,3.585271106
577,s(age):sitenameGingal,TPRS,sitename,1.343227965,1.190287974,1409.256364,Gingal,-0.989693595,3.676149525
578,s(age):sitenameGingal,TPRS,sitename,1.373637003,1.224823637,1428.68,Gingal,-1.026973213,3.774247218
579,s(age):sitenameGingal,TPRS,sitename,1.412073779,1.261469283,1448.103636,Gingal,-1.060360584,3.884508141
580,s(age):sitenameGingal,TPRS,sitename,1.458749661,1.296126895,1467.527273,Gingal,-1.081612371,3.999111694
581,s(age):sitenameGingal,TPRS,sitename,1.50862945,1.330151297,1486.950909,Gingal,-1.098419187,4.115678087
582,s(age):sitenameGingal,TPRS,sitename,1.556936681,1.366826727,1506.374545,Gingal,-1.121994478,4.23586784
583,s(age):sitenameGingal,TPRS,sitename,1.6006148,1.40479513,1525.798182,Gingal,-1.15273306,4.35396266
584,s(age):sitenameGingal,TPRS,sitename,1.630542222,1.436373344,1545.221818,Gingal,-1.184697801,4.445782245
585,s(age):sitenameGingal,TPRS,sitename,1.64047769,1.459553942,1564.645455,Gingal,-1.22019547,4.50115085
586,s(age):sitenameGingal,TPRS,sitename,1.640245801,1.484146452,1584.069091,Gingal,-1.268627794,4.549119395
587,s(age):sitenameGingal,TPRS,sitename,1.63621096,1.515223428,1603.492727,Gingal,-1.333572388,4.605994309
588,s(age):sitenameGingal,TPRS,sitename,1.628213986,1.552566648,1622.916364,Gingal,-1.414760727,4.671188699
589,s(age):sitenameGingal,TPRS,sitename,1.620217011,1.598237624,1642.34,Gingal,-1.512271171,4.752705193
590,s(age):sitenameGingal,TPRS,sitename,1.610887322,1.649388723,1661.763636,Gingal,-1.621855172,4.843629815
591,s(age):sitenameGingal,TPRS,sitename,1.595068937,1.695987289,1681.187273,Gingal,-1.729005067,4.919142941
592,s(age):sitenameGingal,TPRS,sitename,1.578797399,1.743701401,1700.610909,Gingal,-1.838794547,4.996389345
593,s(age):sitenameGingal,TPRS,sitename,1.562023363,1.789860622,1720.034545,Gingal,-1.946038994,5.07008572
594,s(age):sitenameGingal,TPRS,sitename,1.547902279,1.820644254,1739.458182,Gingal,-2.020494887,5.116299445
595,s(age):sitenameGingal,TPRS,sitename,1.534889052,1.847478309,1758.881818,Gingal,-2.086101897,5.15588
596,s(age):sitenameGingal,TPRS,sitename,1.525517448,1.863432165,1778.305455,Gingal,-2.126742484,5.177777379
597,s(age):sitenameGingal,TPRS,sitename,1.516145844,1.879733222,1797.729091,Gingal,-2.168063572,5.20035526
598,s(age):sitenameGingal,TPRS,sitename,1.50677424,1.896372527,1817.152727,Gingal,-2.210047613,5.223596094
599,s(age):sitenameGingal,TPRS,sitename,1.497402637,1.913341254,1836.576364,Gingal,-2.252677312,5.247482585
600,s(age):sitenameGingal,TPRS,sitename,1.488031033,1.930630718,1856,Gingal,-2.295935643,5.271997708
601,s(age):sitenamePeixinho,TPRS,sitename,-0.110799414,0.13243047,-66.94,Peixinho,-0.370358367,0.148759539
602,s(age):sitenamePeixinho,TPRS,sitename,-0.125184674,0.128923817,-47.51636364,Peixinho,-0.377870712,0.127501363
603,s(age):sitenamePeixinho,TPRS,sitename,-0.167430681,0.121697783,-28.09272727,Peixinho,-0.405953952,0.07109259
604,s(age):sitenamePeixinho,TPRS,sitename,-0.223991876,0.11982189,-8.669090909,Peixinho,-0.458838465,0.010854712
605,s(age):sitenamePeixinho,TPRS,sitename,-0.282204079,0.125472721,10.75454545,Peixinho,-0.528126093,-0.036282064
606,s(age):sitenamePeixinho,TPRS,sitename,-0.324745853,0.12973233,30.17818182,Peixinho,-0.579016546,-0.070475159
607,s(age):sitenamePeixinho,TPRS,sitename,-0.340611229,0.126695741,49.60181818,Peixinho,-0.588930318,-0.092292139
608,s(age):sitenamePeixinho,TPRS,sitename,-0.340558732,0.123950227,69.02545455,Peixinho,-0.583496712,-0.097620751
609,s(age):sitenamePeixinho,TPRS,sitename,-0.328149225,0.123697946,88.44909091,Peixinho,-0.570592745,-0.085705705
610,s(age):sitenamePeixinho,TPRS,sitename,-0.310600984,0.125865743,107.8727273,Peixinho,-0.557293307,-0.06390866
611,s(age):sitenamePeixinho,TPRS,sitename,-0.294196941,0.127979712,127.2963636,Peixinho,-0.545032567,-0.043361314
612,s(age):sitenamePeixinho,TPRS,sitename,-0.281008515,0.129404636,146.72,Peixinho,-0.534636941,-0.027380088
613,s(age):sitenamePeixinho,TPRS,sitename,-0.269521268,0.13163631,166.1436364,Peixinho,-0.527523694,-0.011518841
614,s(age):sitenamePeixinho,TPRS,sitename,-0.257830889,0.129102887,185.5672727,Peixinho,-0.510867899,-0.004793879
615,s(age):sitenamePeixinho,TPRS,sitename,-0.244630078,0.127004066,204.9909091,Peixinho,-0.493553473,0.004293316
616,s(age):sitenamePeixinho,TPRS,sitename,-0.22607909,0.124663767,224.4145455,Peixinho,-0.470415583,0.018257403
617,s(age):sitenamePeixinho,TPRS,sitename,-0.200229581,0.122686944,243.8381818,Peixinho,-0.440691572,0.040232411
618,s(age):sitenamePeixinho,TPRS,sitename,-0.168742922,0.126032575,263.2618182,Peixinho,-0.41576223,0.078276386
619,s(age):sitenamePeixinho,TPRS,sitename,-0.133269543,0.135069949,282.6854545,Peixinho,-0.398001779,0.131462693
620,s(age):sitenamePeixinho,TPRS,sitename,-0.094967402,0.146748687,302.1090909,Peixinho,-0.382589544,0.19265474
621,s(age):sitenamePeixinho,TPRS,sitename,-0.058344708,0.156404407,321.5327273,Peixinho,-0.364891713,0.248202297
622,s(age):sitenamePeixinho,TPRS,sitename,-0.026601982,0.159728941,340.9563636,Peixinho,-0.339664953,0.286460989
623,s(age):sitenamePeixinho,TPRS,sitename,-0.001730163,0.152237891,360.38,Peixinho,-0.300110946,0.29665062
624,s(age):sitenamePeixinho,TPRS,sitename,0.019586532,0.140890227,379.8036364,Peixinho,-0.256553239,0.295726303
625,s(age):sitenamePeixinho,TPRS,sitename,0.038601253,0.128347029,399.2272727,Peixinho,-0.212954301,0.290156807
626,s(age):sitenamePeixinho,TPRS,sitename,0.057800129,0.118719661,418.6509091,Peixinho,-0.17488613,0.290486389
627,s(age):sitenamePeixinho,TPRS,sitename,0.081044005,0.115839596,438.0745455,Peixinho,-0.145997431,0.308085441
628,s(age):sitenamePeixinho,TPRS,sitename,0.113481225,0.118540414,457.4981818,Peixinho,-0.118853717,0.345816167
629,s(age):sitenamePeixinho,TPRS,sitename,0.157319556,0.122050445,476.9218182,Peixinho,-0.08189492,0.396534032
630,s(age):sitenamePeixinho,TPRS,sitename,0.213303894,0.121381429,496.3454545,Peixinho,-0.024599335,0.451207123
631,s(age):sitenamePeixinho,TPRS,sitename,0.274810101,0.119832666,515.7690909,Peixinho,0.039942391,0.509677811
632,s(age):sitenamePeixinho,TPRS,sitename,0.340364965,0.11311379,535.1927273,Peixinho,0.11866601,0.56206392
633,s(age):sitenamePeixinho,TPRS,sitename,0.404537719,0.104634149,554.6163636,Peixinho,0.199458556,0.609616883
634,s(age):sitenamePeixinho,TPRS,sitename,0.46198831,0.093589696,574.04,Peixinho,0.278555876,0.645420744
635,s(age):sitenamePeixinho,TPRS,sitename,0.50862028,0.083620508,593.4636364,Peixinho,0.344727096,0.672513465
636,s(age):sitenamePeixinho,TPRS,sitename,0.543805113,0.077409,612.8872727,Peixinho,0.392086262,0.695523964
637,s(age):sitenamePeixinho,TPRS,sitename,0.56325737,0.074854953,632.3109091,Peixinho,0.416544358,0.709970381
638,s(age):sitenamePeixinho,TPRS,sitename,0.574982259,0.078957572,651.7345455,Peixinho,0.420228262,0.729736256
639,s(age):sitenamePeixinho,TPRS,sitename,0.575912722,0.082094745,671.1581818,Peixinho,0.415009978,0.736815466
640,s(age):sitenamePeixinho,TPRS,sitename,0.563027191,0.078430413,690.5818182,Peixinho,0.409306406,0.716747977
641,s(age):sitenamePeixinho,TPRS,sitename,0.539079916,0.075417638,710.0054545,Peixinho,0.391264062,0.68689577
642,s(age):sitenamePeixinho,TPRS,sitename,0.506189018,0.076116775,729.4290909,Peixinho,0.35700288,0.655375156
643,s(age):sitenamePeixinho,TPRS,sitename,0.457909433,0.077654477,748.8527273,Peixinho,0.305709454,0.610109412
644,s(age):sitenamePeixinho,TPRS,sitename,0.387980149,0.076922089,768.2763636,Peixinho,0.237215626,0.538744672
645,s(age):sitenamePeixinho,TPRS,sitename,0.295636485,0.073954956,787.7,Peixinho,0.150687435,0.440585534
646,s(age):sitenamePeixinho,TPRS,sitename,0.190743276,0.073342882,807.1236364,Peixinho,0.046993869,0.334492684
647,s(age):sitenamePeixinho,TPRS,sitename,0.075259307,0.075235245,826.5472727,Peixinho,-0.072199062,0.222717677
648,s(age):sitenamePeixinho,TPRS,sitename,-0.037081511,0.07935674,845.9709091,Peixinho,-0.192617864,0.118454841
649,s(age):sitenamePeixinho,TPRS,sitename,-0.135936743,0.084950559,865.3945455,Peixinho,-0.302436779,0.030563293
650,s(age):sitenamePeixinho,TPRS,sitename,-0.220181007,0.091515276,884.8181818,Peixinho,-0.399547652,-0.040814362
651,s(age):sitenamePeixinho,TPRS,sitename,-0.278496735,0.096751927,904.2418182,Peixinho,-0.468127028,-0.088866442
652,s(age):sitenamePeixinho,TPRS,sitename,-0.318739386,0.102316912,923.6654545,Peixinho,-0.519276848,-0.118201923
653,s(age):sitenamePeixinho,TPRS,sitename,-0.343200317,0.10855728,943.0890909,Peixinho,-0.555968677,-0.130431958
654,s(age):sitenamePeixinho,TPRS,sitename,-0.340521141,0.11347923,962.5127273,Peixinho,-0.562936345,-0.118105938
655,s(age):sitenamePeixinho,TPRS,sitename,-0.322026708,0.117787266,981.9363636,Peixinho,-0.552885506,-0.09116791
656,s(age):sitenamePeixinho,TPRS,sitename,-0.283652849,0.119746098,1001.36,Peixinho,-0.518350889,-0.04895481
657,s(age):sitenamePeixinho,TPRS,sitename,-0.235729998,0.119339335,1020.783636,Peixinho,-0.469630796,-0.0018292
658,s(age):sitenamePeixinho,TPRS,sitename,-0.185246997,0.118262722,1040.207273,Peixinho,-0.417037673,0.046543679
659,s(age):sitenamePeixinho,TPRS,sitename,-0.138463656,0.11533397,1059.630909,Peixinho,-0.364514083,0.087586771
660,s(age):sitenamePeixinho,TPRS,sitename,-0.094076885,0.114703931,1079.054545,Peixinho,-0.318892458,0.130738688
661,s(age):sitenamePeixinho,TPRS,sitename,-0.061226688,0.114551032,1098.478182,Peixinho,-0.285742585,0.163289209
662,s(age):sitenamePeixinho,TPRS,sitename,-0.044898142,0.114089522,1117.901818,Peixinho,-0.268509497,0.178713213
663,s(age):sitenamePeixinho,TPRS,sitename,-0.03856645,0.114643431,1137.325455,Peixinho,-0.263263445,0.186130546
664,s(age):sitenamePeixinho,TPRS,sitename,-0.042520378,0.115503889,1156.749091,Peixinho,-0.26890384,0.183863085
665,s(age):sitenamePeixinho,TPRS,sitename,-0.055853066,0.116121036,1176.172727,Peixinho,-0.283446115,0.171739982
666,s(age):sitenamePeixinho,TPRS,sitename,-0.074413888,0.116736179,1195.596364,Peixinho,-0.303212594,0.154384818
667,s(age):sitenamePeixinho,TPRS,sitename,-0.09851178,0.11591823,1215.02,Peixinho,-0.325707335,0.128683775
668,s(age):sitenamePeixinho,TPRS,sitename,-0.122843735,0.116519471,1234.443636,Peixinho,-0.351217702,0.105530231
669,s(age):sitenamePeixinho,TPRS,sitename,-0.146288855,0.11735819,1253.867273,Peixinho,-0.37630668,0.08372897
670,s(age):sitenamePeixinho,TPRS,sitename,-0.168553843,0.119898335,1273.290909,Peixinho,-0.403550262,0.066442576
671,s(age):sitenamePeixinho,TPRS,sitename,-0.185674824,0.122302905,1292.714545,Peixinho,-0.425384112,0.054034465
672,s(age):sitenamePeixinho,TPRS,sitename,-0.198228815,0.12470168,1312.138182,Peixinho,-0.442639618,0.046181987
673,s(age):sitenamePeixinho,TPRS,sitename,-0.207436071,0.127479411,1331.561818,Peixinho,-0.457291125,0.042418983
674,s(age):sitenamePeixinho,TPRS,sitename,-0.210243797,0.129267047,1350.985455,Peixinho,-0.463602554,0.04311496
675,s(age):sitenamePeixinho,TPRS,sitename,-0.213051523,0.132970238,1370.409091,Peixinho,-0.4736684,0.047565355
676,s(age):sitenamePeixinho,TPRS,sitename,-0.214133138,0.13743931,1389.832727,Peixinho,-0.483509236,0.055242959
677,s(age):sitenamePeixinho,TPRS,sitename,-0.213856204,0.142369932,1409.256364,Peixinho,-0.492896143,0.065183735
678,s(age):sitenamePeixinho,TPRS,sitename,-0.211309622,0.146531908,1428.68,Peixinho,-0.498506885,0.07588764
679,s(age):sitenamePeixinho,TPRS,sitename,-0.207972695,0.150816134,1448.103636,Peixinho,-0.503566886,0.087621496
680,s(age):sitenamePeixinho,TPRS,sitename,-0.203999071,0.154465414,1467.527273,Peixinho,-0.50674572,0.098747578
681,s(age):sitenamePeixinho,TPRS,sitename,-0.199770996,0.157674671,1486.950909,Peixinho,-0.508807673,0.10926568
682,s(age):sitenamePeixinho,TPRS,sitename,-0.195480559,0.161012987,1506.374545,Peixinho,-0.511060215,0.120099097
683,s(age):sitenamePeixinho,TPRS,sitename,-0.191159377,0.164131604,1525.798182,Peixinho,-0.51285141,0.130532657
684,s(age):sitenamePeixinho,TPRS,sitename,-0.186783734,0.165197079,1545.221818,Peixinho,-0.510564058,0.136996591
685,s(age):sitenamePeixinho,TPRS,sitename,-0.182318806,0.163793812,1564.645455,Peixinho,-0.503348778,0.138711166
686,s(age):sitenamePeixinho,TPRS,sitename,-0.177808998,0.162449602,1584.069091,Peixinho,-0.496204367,0.14058637
687,s(age):sitenamePeixinho,TPRS,sitename,-0.173306134,0.162664869,1603.492727,Peixinho,-0.492123419,0.145511151
688,s(age):sitenamePeixinho,TPRS,sitename,-0.168810504,0.164591118,1622.916364,Peixinho,-0.491403168,0.153782159
689,s(age):sitenamePeixinho,TPRS,sitename,-0.164314874,0.168656959,1642.34,Peixinho,-0.49487644,0.166246692
690,s(age):sitenamePeixinho,TPRS,sitename,-0.159884785,0.174450101,1661.763636,Peixinho,-0.5018007,0.18203113
691,s(age):sitenamePeixinho,TPRS,sitename,-0.155781864,0.180583342,1681.187273,Peixinho,-0.50971871,0.198154983
692,s(age):sitenamePeixinho,TPRS,sitename,-0.151853886,0.187532312,1700.610909,Peixinho,-0.519410464,0.215702692
