,.smooth,.type,.by,.estimate,.se,age,sitename,.lower_ci,.upper_ci
238,s(age):sitenameCaldeirão,TPRS,sitename,-0.038414415,0.06201661,651.7345455,Caldeirão,-0.159964737,0.083135907
239,s(age):sitenameCaldeirão,TPRS,sitename,-0.055263366,0.063331005,671.1581818,Caldeirão,-0.179389855,0.068863123
240,s(age):sitenameCaldeirão,TPRS,sitename,-0.067639121,0.062864008,690.5818182,Caldeirão,-0.190850314,0.055572071
241,s(age):sitenameCaldeirão,TPRS,sitename,-0.076421236,0.063134628,710.0054545,Caldeirão,-0.200162834,0.047320361
242,s(age):sitenameCaldeirão,TPRS,sitename,-0.083165695,0.065107423,729.4290909,Caldeirão,-0.210773898,0.044442509
243,s(age):sitenameCaldeirão,TPRS,sitename,-0.087023414,0.06744519,748.8527273,Caldeirão,-0.219213556,0.045166729
244,s(age):sitenameCaldeirão,TPRS,sitename,-0.088209765,0.068979144,768.2763636,Caldeirão,-0.223406404,0.046986873
245,s(age):sitenameCaldeirão,TPRS,sitename,-0.087172148,0.069855537,787.7,Caldeirão,-0.224086485,0.049742189
246,s(age):sitenameCaldeirão,TPRS,sitename,-0.085360888,0.071727581,807.1236364,Caldeirão,-0.225944363,0.055222587
247,s(age):sitenameCaldeirão,TPRS,sitename,-0.083561774,0.073414606,826.5472727,Caldeirão,-0.227451759,0.06032821
248,s(age):sitenameCaldeirão,TPRS,sitename,-0.082545663,0.074426873,845.9709091,Caldeirão,-0.228419654,0.063328328
249,s(age):sitenameCaldeirão,TPRS,sitename,-0.082338193,0.075157829,865.3945455,Caldeirão,-0.22964483,0.064968445
250,s(age):sitenameCaldeirão,TPRS,sitename,-0.082712299,0.075993126,884.8181818,Caldeirão,-0.23165609,0.066231491
251,s(age):sitenameCaldeirão,TPRS,sitename,-0.083780049,0.076252623,904.2418182,Caldeirão,-0.233232444,0.065672346
252,s(age):sitenameCaldeirão,TPRS,sitename,-0.085282713,0.076785278,923.6654545,Caldeirão,-0.235779093,0.065213667
253,s(age):sitenameCaldeirão,TPRS,sitename,-0.087129239,0.077968396,943.0890909,Caldeirão,-0.239944488,0.065686009
254,s(age):sitenameCaldeirão,TPRS,sitename,-0.089574618,0.0790771,962.5127273,Caldeirão,-0.244562886,0.065413651
255,s(age):sitenameCaldeirão,TPRS,sitename,-0.092520727,0.080569394,981.9363636,Caldeirão,-0.250433837,0.065392382
256,s(age):sitenameCaldeirão,TPRS,sitename,-0.096190718,0.081817661,1001.36,Caldeirão,-0.256550388,0.064168951
257,s(age):sitenameCaldeirão,TPRS,sitename,-0.100655122,0.08284659,1020.783636,Caldeirão,-0.263031454,0.06172121
258,s(age):sitenameCaldeirão,TPRS,sitename,-0.105706178,0.084134368,1040.207273,Caldeirão,-0.270606509,0.059194152
259,s(age):sitenameCaldeirão,TPRS,sitename,-0.111643908,0.085191382,1059.630909,Caldeirão,-0.278615948,0.055328133
260,s(age):sitenameCaldeirão,TPRS,sitename,-0.117812868,0.087239357,1079.054545,Caldeirão,-0.288798865,0.053173129
261,s(age):sitenameCaldeirão,TPRS,sitename,-0.124491376,0.089416684,1098.478182,Caldeirão,-0.299744856,0.050762104
262,s(age):sitenameCaldeirão,TPRS,sitename,-0.131575016,0.091265587,1117.901818,Caldeirão,-0.31045228,0.047302248
263,s(age):sitenameCaldeirão,TPRS,sitename,-0.138795157,0.093323847,1137.325455,Caldeirão,-0.321706536,0.044116222
264,s(age):sitenameCaldeirão,TPRS,sitename,-0.145834602,0.095317914,1156.749091,Caldeirão,-0.33265428,0.040985076
265,s(age):sitenameCaldeirão,TPRS,sitename,-0.152541723,0.097162468,1176.172727,Caldeirão,-0.342976662,0.037893215
266,s(age):sitenameCaldeirão,TPRS,sitename,-0.158706305,0.099040498,1195.596364,Caldeirão,-0.352822114,0.035409505
267,s(age):sitenameCaldeirão,TPRS,sitename,-0.163726341,0.100418579,1215.02,Caldeirão,-0.360543139,0.033090458
268,s(age):sitenameCaldeirão,TPRS,sitename,-0.168280208,0.102404328,1234.443636,Caldeirão,-0.368989002,0.032428586
269,s(age):sitenameCaldeirão,TPRS,sitename,-0.171631666,0.104369411,1253.867273,Caldeirão,-0.376191952,0.03292862
270,s(age):sitenameCaldeirão,TPRS,sitename,-0.174496522,0.106912437,1273.290909,Caldeirão,-0.384041048,0.035048004
271,s(age):sitenameCaldeirão,TPRS,sitename,-0.17586404,0.109063792,1292.714545,Caldeirão,-0.389625145,0.037897065
272,s(age):sitenameCaldeirão,TPRS,sitename,-0.176007741,0.110919894,1312.138182,Caldeirão,-0.393406738,0.041391255
273,s(age):sitenameCaldeirão,TPRS,sitename,-0.175285934,0.112727625,1331.561818,Caldeirão,-0.396228018,0.04565615
274,s(age):sitenameCaldeirão,TPRS,sitename,-0.172896181,0.113816747,1350.985455,Caldeirão,-0.395972907,0.050180544
275,s(age):sitenameCaldeirão,TPRS,sitename,-0.170506429,0.115673386,1370.409091,Caldeirão,-0.397222099,0.056209241
276,s(age):sitenameCaldeirão,TPRS,sitename,-0.167482261,0.117797532,1389.832727,Caldeirão,-0.39836118,0.063396658
277,s(age):sitenameCaldeirão,TPRS,sitename,-0.16375832,0.120137095,1409.256364,Caldeirão,-0.399222699,0.07170606
278,s(age):sitenameCaldeirão,TPRS,sitename,-0.158657211,0.122222941,1428.68,Caldeirão,-0.398209774,0.080895353
279,s(age):sitenameCaldeirão,TPRS,sitename,-0.152702711,0.124473775,1448.103636,Caldeirão,-0.396666827,0.091261405
280,s(age):sitenameCaldeirão,TPRS,sitename,-0.145605827,0.126635091,1467.527273,Caldeirão,-0.393806045,0.102594392
281,s(age):sitenameCaldeirão,TPRS,sitename,-0.13761102,0.128791425,1486.950909,Caldeirão,-0.390037575,0.114815536
282,s(age):sitenameCaldeirão,TPRS,sitename,-0.129147354,0.131145889,1506.374545,Caldeirão,-0.386188573,0.127893864
283,s(age):sitenameCaldeirão,TPRS,sitename,-0.120302523,0.133576319,1525.798182,Caldeirão,-0.382107298,0.141502252
284,s(age):sitenameCaldeirão,TPRS,sitename,-0.110956575,0.135457811,1545.221818,Caldeirão,-0.376449007,0.154535856
285,s(age):sitenameCaldeirão,TPRS,sitename,-0.10134921,0.136603837,1564.645455,Caldeirão,-0.36908781,0.16638939
286,s(age):sitenameCaldeirão,TPRS,sitename,-0.09167824,0.137810787,1584.069091,Caldeirão,-0.361782418,0.178425939
287,s(age):sitenameCaldeirão,TPRS,sitename,-0.082156568,0.139516782,1603.492727,Caldeirão,-0.355604436,0.191291299
288,s(age):sitenameCaldeirão,TPRS,sitename,-0.072790445,0.141732305,1622.916364,Caldeirão,-0.350580659,0.204999768
289,s(age):sitenameCaldeirão,TPRS,sitename,-0.063424322,0.144627191,1642.34,Caldeirão,-0.346888407,0.220039762
290,s(age):sitenameCaldeirão,TPRS,sitename,-0.054367226,0.148014969,1661.763636,Caldeirão,-0.344471235,0.235736783
291,s(age):sitenameCaldeirão,TPRS,sitename,-0.046840943,0.151207848,1681.187273,Caldeirão,-0.343202879,0.249520992
292,s(age):sitenameCaldeirão,TPRS,sitename,-0.03984812,0.154575263,1700.610909,Caldeirão,-0.342810068,0.263113828
293,s(age):sitenameCaldeirão,TPRS,sitename,-0.033592736,0.157913968,1720.034545,Caldeirão,-0.343098426,0.275912954
294,s(age):sitenameCaldeirão,TPRS,sitename,-0.029661614,0.160188726,1739.458182,Caldeirão,-0.343625748,0.284302519
295,s(age):sitenameCaldeirão,TPRS,sitename,-0.026377368,0.162199692,1758.881818,Caldeirão,-0.344282923,0.291528187
296,s(age):sitenameCaldeirão,TPRS,sitename,-0.02449513,0.163413151,1778.305455,Caldeirão,-0.344779021,0.29578876
297,s(age):sitenameCaldeirão,TPRS,sitename,-0.022612893,0.164661039,1797.729091,Caldeirão,-0.345342598,0.300116813
298,s(age):sitenameCaldeirão,TPRS,sitename,-0.020730655,0.165942579,1817.152727,Caldeirão,-0.345972133,0.304510823
299,s(age):sitenameCaldeirão,TPRS,sitename,-0.018848417,0.167256998,1836.576364,Caldeirão,-0.346666109,0.308969274
300,s(age):sitenameCaldeirão,TPRS,sitename,-0.01696618,0.168603526,1856,Caldeirão,-0.347423019,0.313490659
301,s(age):sitenameCaveiro,TPRS,sitename,0.028529372,0.131009548,-66.94,Caveiro,-0.228244624,0.285303368
302,s(age):sitenameCaveiro,TPRS,sitename,0.024898743,0.127595032,-47.51636364,Caveiro,-0.225182924,0.274980411
303,s(age):sitenameCaveiro,TPRS,sitename,0.015122974,0.118863315,-28.09272727,Caveiro,-0.217844841,0.24809079
304,s(age):sitenameCaveiro,TPRS,sitename,0.003762433,0.110773581,-8.669090909,Caveiro,-0.213349796,0.220874662
305,s(age):sitenameCaveiro,TPRS,sitename,-0.003370789,0.106695622,10.75454545,Caveiro,-0.212490366,0.205748788
306,s(age):sitenameCaveiro,TPRS,sitename,0.001501586,0.104592907,30.17818182,Caveiro,-0.203496744,0.206499917
307,s(age):sitenameCaveiro,TPRS,sitename,0.018335391,0.101310974,49.60181818,Caveiro,-0.180230469,0.216901251
308,s(age):sitenameCaveiro,TPRS,sitename,0.039154557,0.098896944,69.02545455,Caveiro,-0.154679891,0.232989005
309,s(age):sitenameCaveiro,TPRS,sitename,0.057622972,0.097703118,88.44909091,Caveiro,-0.133871619,0.249117564
310,s(age):sitenameCaveiro,TPRS,sitename,0.069237728,0.097174557,107.8727273,Caveiro,-0.121220904,0.259696361
311,s(age):sitenameCaveiro,TPRS,sitename,0.072683758,0.095967414,127.2963636,Caveiro,-0.115408917,0.260776432
312,s(age):sitenameCaveiro,TPRS,sitename,0.070871948,0.09405954,146.72,Caveiro,-0.113481363,0.25522526
313,s(age):sitenameCaveiro,TPRS,sitename,0.068399402,0.092804307,166.1436364,Caveiro,-0.113493698,0.250292502
314,s(age):sitenameCaveiro,TPRS,sitename,0.069972183,0.09075916,185.5672727,Caveiro,-0.107912503,0.247856868
315,s(age):sitenameCaveiro,TPRS,sitename,0.074881033,0.089863933,204.9909091,Caveiro,-0.101249039,0.251011106
316,s(age):sitenameCaveiro,TPRS,sitename,0.08501493,0.089139168,224.4145455,Caveiro,-0.089694628,0.259724488
317,s(age):sitenameCaveiro,TPRS,sitename,0.100398526,0.087338209,243.8381818,Caveiro,-0.070781219,0.271578271
318,s(age):sitenameCaveiro,TPRS,sitename,0.117047194,0.085304476,263.2618182,Caveiro,-0.050146507,0.284240896
319,s(age):sitenameCaveiro,TPRS,sitename,0.129354749,0.083307066,282.6854545,Caveiro,-0.033924099,0.292633597
320,s(age):sitenameCaveiro,TPRS,sitename,0.132826056,0.08132411,302.1090909,Caveiro,-0.026566271,0.292218383
321,s(age):sitenameCaveiro,TPRS,sitename,0.122418075,0.079923791,321.5327273,Caveiro,-0.034229677,0.279065828
322,s(age):sitenameCaveiro,TPRS,sitename,0.097073429,0.078757765,340.9563636,Caveiro,-0.057288953,0.251435811
323,s(age):sitenameCaveiro,TPRS,sitename,0.05402495,0.076502451,360.38,Caveiro,-0.095917098,0.203966998
324,s(age):sitenameCaveiro,TPRS,sitename,0.003870491,0.074736979,379.8036364,Caveiro,-0.142611296,0.150352277
325,s(age):sitenameCaveiro,TPRS,sitename,-0.050160677,0.07367288,399.2272727,Caveiro,-0.194556869,0.094235515
326,s(age):sitenameCaveiro,TPRS,sitename,-0.102726604,0.073361492,418.6509091,Caveiro,-0.246512487,0.041059279
327,s(age):sitenameCaveiro,TPRS,sitename,-0.146769921,0.073510144,438.0745455,Caveiro,-0.290847156,-0.002692686
328,s(age):sitenameCaveiro,TPRS,sitename,-0.17386948,0.073140569,457.4981818,Caveiro,-0.31722236,-0.0305166
329,s(age):sitenameCaveiro,TPRS,sitename,-0.181763034,0.071935349,476.9218182,Caveiro,-0.322753728,-0.04077234
330,s(age):sitenameCaveiro,TPRS,sitename,-0.170035856,0.069916674,496.3454545,Caveiro,-0.30707002,-0.033001692
331,s(age):sitenameCaveiro,TPRS,sitename,-0.149944244,0.069601306,515.7690909,Caveiro,-0.286360297,-0.01352819
332,s(age):sitenameCaveiro,TPRS,sitename,-0.1246954,0.069754618,535.1927273,Caveiro,-0.261411939,0.012021138
333,s(age):sitenameCaveiro,TPRS,sitename,-0.102015309,0.070829373,554.6163636,Caveiro,-0.240838329,0.036807711
334,s(age):sitenameCaveiro,TPRS,sitename,-0.089001689,0.071262343,574.04,Caveiro,-0.228673315,0.050669937
335,s(age):sitenameCaveiro,TPRS,sitename,-0.088833497,0.071604044,593.4636364,Caveiro,-0.229174844,0.051507851
336,s(age):sitenameCaveiro,TPRS,sitename,-0.099457685,0.07296182,612.8872727,Caveiro,-0.242460224,0.043544853
337,s(age):sitenameCaveiro,TPRS,sitename,-0.118865135,0.074991515,632.3109091,Caveiro,-0.265845803,0.028115533
338,s(age):sitenameCaveiro,TPRS,sitename,-0.137003491,0.079943979,651.7345455,Caveiro,-0.293690811,0.019683828
339,s(age):sitenameCaveiro,TPRS,sitename,-0.136652887,0.082695088,671.1581818,Caveiro,-0.298732282,0.025426508
340,s(age):sitenameCaveiro,TPRS,sitename,-0.105125871,0.07995883,690.5818182,Caveiro,-0.261842298,0.051590556
341,s(age):sitenameCaveiro,TPRS,sitename,-0.059622055,0.077795604,710.0054545,Caveiro,-0.212098636,0.092854527
342,s(age):sitenameCaveiro,TPRS,sitename,-0.011174819,0.078843286,729.4290909,Caveiro,-0.165704819,0.143355181
343,s(age):sitenameCaveiro,TPRS,sitename,0.037314595,0.08108115,748.8527273,Caveiro,-0.121601539,0.196230728
344,s(age):sitenameCaveiro,TPRS,sitename,0.076117057,0.082335817,768.2763636,Caveiro,-0.08525818,0.237492294
345,s(age):sitenameCaveiro,TPRS,sitename,0.100778295,0.08244677,787.7,Caveiro,-0.060814406,0.262370995
346,s(age):sitenameCaveiro,TPRS,sitename,0.112954316,0.084119231,807.1236364,Caveiro,-0.051916348,0.277824979
347,s(age):sitenameCaveiro,TPRS,sitename,0.103880991,0.085537794,826.5472727,Caveiro,-0.063770005,0.271531987
348,s(age):sitenameCaveiro,TPRS,sitename,0.079631013,0.086177562,845.9709091,Caveiro,-0.089273904,0.248535931
349,s(age):sitenameCaveiro,TPRS,sitename,0.052215993,0.086768268,865.3945455,Caveiro,-0.117846687,0.222278674
350,s(age):sitenameCaveiro,TPRS,sitename,0.026740057,0.087835348,884.8181818,Caveiro,-0.145414062,0.198894177
351,s(age):sitenameCaveiro,TPRS,sitename,0.009866271,0.088158216,904.2418182,Caveiro,-0.162920656,0.182653199
352,s(age):sitenameCaveiro,TPRS,sitename,-0.00022218,0.088977804,923.6654545,Caveiro,-0.174615472,0.174171112
353,s(age):sitenameCaveiro,TPRS,sitename,-0.003509299,0.090796802,943.0890909,Caveiro,-0.181467762,0.174449163
354,s(age):sitenameCaveiro,TPRS,sitename,0.00527666,0.092304387,962.5127273,Caveiro,-0.175636614,0.186189933
355,s(age):sitenameCaveiro,TPRS,sitename,0.021055905,0.094167628,981.9363636,Caveiro,-0.163509254,0.205621065
356,s(age):sitenameCaveiro,TPRS,sitename,0.045440331,0.095283431,1001.36,Caveiro,-0.141311763,0.232192425
357,s(age):sitenameCaveiro,TPRS,sitename,0.072914964,0.095719088,1020.783636,Caveiro,-0.114691002,0.26052093
358,s(age):sitenameCaveiro,TPRS,sitename,0.100309436,0.096399083,1040.207273,Caveiro,-0.088629294,0.289248166
359,s(age):sitenameCaveiro,TPRS,sitename,0.123590419,0.096547236,1059.630909,Caveiro,-0.065638686,0.312819524
360,s(age):sitenameCaveiro,TPRS,sitename,0.145040377,0.098384955,1079.054545,Caveiro,-0.047790592,0.337871345
361,s(age):sitenameCaveiro,TPRS,sitename,0.15911907,0.100477942,1098.478182,Caveiro,-0.037814077,0.356052217
362,s(age):sitenameCaveiro,TPRS,sitename,0.163266959,0.102026541,1117.901818,Caveiro,-0.036701386,0.363235304
363,s(age):sitenameCaveiro,TPRS,sitename,0.161553891,0.103895815,1137.325455,Caveiro,-0.042078164,0.365185947
364,s(age):sitenameCaveiro,TPRS,sitename,0.154032322,0.105594694,1156.749091,Caveiro,-0.052929475,0.36099412
365,s(age):sitenameCaveiro,TPRS,sitename,0.141230963,0.106921367,1176.172727,Caveiro,-0.068331066,0.350792991
366,s(age):sitenameCaveiro,TPRS,sitename,0.125322532,0.108192536,1195.596364,Caveiro,-0.086730943,0.337376007
367,s(age):sitenameCaveiro,TPRS,sitename,0.10567172,0.108540455,1215.02,Caveiro,-0.107063663,0.318407102
368,s(age):sitenameCaveiro,TPRS,sitename,0.085387874,0.109867893,1234.443636,Caveiro,-0.12994924,0.300724989
369,s(age):sitenameCaveiro,TPRS,sitename,0.064083452,0.111246159,1253.867273,Caveiro,-0.153955012,0.282121916
370,s(age):sitenameCaveiro,TPRS,sitename,0.042644241,0.113623485,1273.290909,Caveiro,-0.180053697,0.265342179
371,s(age):sitenameCaveiro,TPRS,sitename,0.021264484,0.115528255,1292.714545,Caveiro,-0.205166735,0.247695702
372,s(age):sitenameCaveiro,TPRS,sitename,5.35E-05,0.117006269,1312.138182,Caveiro,-0.229274564,0.229381584
373,s(age):sitenameCaveiro,TPRS,sitename,-0.020938741,0.118368053,1331.561818,Caveiro,-0.252935861,0.21105838
374,s(age):sitenameCaveiro,TPRS,sitename,-0.041430528,0.118522502,1350.985455,Caveiro,-0.273730364,0.190869308
375,s(age):sitenameCaveiro,TPRS,sitename,-0.061922316,0.11973314,1370.409091,Caveiro,-0.296594957,0.172750326
376,s(age):sitenameCaveiro,TPRS,sitename,-0.081967571,0.121265403,1389.832727,Caveiro,-0.319643393,0.155708251
377,s(age):sitenameCaveiro,TPRS,sitename,-0.101238354,0.123077495,1409.256364,Caveiro,-0.342465811,0.139989103
378,s(age):sitenameCaveiro,TPRS,sitename,-0.118677707,0.124543583,1428.68,Caveiro,-0.362778645,0.12542323
379,s(age):sitenameCaveiro,TPRS,sitename,-0.134158179,0.126372194,1448.103636,Caveiro,-0.381843128,0.11352677
380,s(age):sitenameCaveiro,TPRS,sitename,-0.14609985,0.128312552,1467.527273,Caveiro,-0.397587831,0.10538813
381,s(age):sitenameCaveiro,TPRS,sitename,-0.154279487,0.130518914,1486.950909,Caveiro,-0.410091858,0.101532884
382,s(age):sitenameCaveiro,TPRS,sitename,-0.159602618,0.133225654,1506.374545,Caveiro,-0.420720101,0.101514865
383,s(age):sitenameCaveiro,TPRS,sitename,-0.161672374,0.136220465,1525.798182,Caveiro,-0.428659579,0.105314831
384,s(age):sitenameCaveiro,TPRS,sitename,-0.15722804,0.13860352,1545.221818,Caveiro,-0.428885947,0.114429866
385,s(age):sitenameCaveiro,TPRS,sitename,-0.145245077,0.140120634,1564.645455,Caveiro,-0.419876472,0.129386318
386,s(age):sitenameCaveiro,TPRS,sitename,-0.12966701,0.141949642,1584.069091,Caveiro,-0.407883195,0.148549175
387,s(age):sitenameCaveiro,TPRS,sitename,-0.11313864,0.144705917,1603.492727,Caveiro,-0.396757026,0.170479746
388,s(age):sitenameCaveiro,TPRS,sitename,-0.095620191,0.148405698,1622.916364,Caveiro,-0.386490014,0.195249633
389,s(age):sitenameCaveiro,TPRS,sitename,-0.078101741,0.153229138,1642.34,Caveiro,-0.378425333,0.22222185
390,s(age):sitenameCaveiro,TPRS,sitename,-0.060732574,0.158859289,1661.763636,Caveiro,-0.372091059,0.250625911
391,s(age):sitenameCaveiro,TPRS,sitename,-0.044136925,0.164256776,1681.187273,Caveiro,-0.366074291,0.277800441
392,s(age):sitenameCaveiro,TPRS,sitename,-0.028321931,0.169912016,1700.610909,Caveiro,-0.361343362,0.304699501
393,s(age):sitenameCaveiro,TPRS,sitename,-0.01361914,0.17549409,1720.034545,Caveiro,-0.357581236,0.330342955
394,s(age):sitenameCaveiro,TPRS,sitename,-0.003546909,0.179312093,1739.458182,Caveiro,-0.354992153,0.347898334
395,s(age):sitenameCaveiro,TPRS,sitename,0.005146154,0.182680712,1758.881818,Caveiro,-0.352901463,0.363193771
396,s(age):sitenameCaveiro,TPRS,sitename,0.01055325,0.184726114,1778.305455,Caveiro,-0.351503281,0.372609781
397,s(age):sitenameCaveiro,TPRS,sitename,0.015960345,0.186821753,1797.729091,Caveiro,-0.350203561,0.382124252
398,s(age):sitenameCaveiro,TPRS,sitename,0.021367441,0.188965956,1817.152727,Caveiro,-0.348999027,0.391733909
399,s(age):sitenameCaveiro,TPRS,sitename,0.026774536,0.19115709,1836.576364,Caveiro,-0.347886476,0.401435549
400,s(age):sitenameCaveiro,TPRS,sitename,0.032181632,0.193393561,1856,Caveiro,-0.346862782,0.411226045
401,s(age):sitenameFunda,TPRS,sitename,0.35496152,0.132617141,-66.94,Funda,0.095036699,0.61488634
402,s(age):sitenameFunda,TPRS,sitename,0.3557419,0.129650398,-47.51636364,Funda,0.10163179,0.609852011
403,s(age):sitenameFunda,TPRS,sitename,0.35773354,0.122159838,-28.09272727,Funda,0.118304658,0.597162422
404,s(age):sitenameFunda,TPRS,sitename,0.359716815,0.115440659,-8.669090909,Funda,0.133457282,0.585976348
405,s(age):sitenameFunda,TPRS,sitename,0.359742886,0.112165556,10.75454545,Funda,0.139902435,0.579583336
406,s(age):sitenameFunda,TPRS,sitename,0.354724505,0.110075075,30.17818182,Funda,0.138981322,0.570467688
407,s(age):sitenameFunda,TPRS,sitename,0.343881753,0.106459411,49.60181818,Funda,0.135225141,0.552538366
408,s(age):sitenameFunda,TPRS,sitename,0.329935265,0.103759321,69.02545455,Funda,0.126570733,0.533299796
409,s(age):sitenameFunda,TPRS,sitename,0.313687759,0.102503941,88.44909091,Funda,0.112783727,0.514591792
410,s(age):sitenameFunda,TPRS,sitename,0.296227955,0.102297407,107.8727273,Funda,0.095728723,0.496727188
411,s(age):sitenameFunda,TPRS,sitename,0.278244183,0.101754686,127.2963636,Funda,0.078808663,0.477679703
412,s(age):sitenameFunda,TPRS,sitename,0.259805683,0.100553588,146.72,Funda,0.062724272,0.456887095
413,s(age):sitenameFunda,TPRS,sitename,0.240714429,0.099734939,166.1436364,Funda,0.04523754,0.436191318
414,s(age):sitenameFunda,TPRS,sitename,0.219940188,0.09739878,185.5672727,Funda,0.029042087,0.410838289
415,s(age):sitenameFunda,TPRS,sitename,0.198168486,0.095778878,204.9909091,Funda,0.010445335,0.385891636
416,s(age):sitenameFunda,TPRS,sitename,0.175318302,0.094170111,224.4145455,Funda,-0.009251723,0.359888328
417,s(age):sitenameFunda,TPRS,sitename,0.151646582,0.091645576,243.8381818,Funda,-0.027975447,0.33126861
418,s(age):sitenameFunda,TPRS,sitename,0.12832762,0.089283295,263.2618182,Funda,-0.046664422,0.303319662
419,s(age):sitenameFunda,TPRS,sitename,0.107261114,0.087366368,282.6854545,Funda,-0.063973821,0.278496049
420,s(age):sitenameFunda,TPRS,sitename,0.090103106,0.085682508,302.1090909,Funda,-0.077831524,0.258037736
421,s(age):sitenameFunda,TPRS,sitename,0.078604361,0.084490896,321.5327273,Funda,-0.086994753,0.244203475
422,s(age):sitenameFunda,TPRS,sitename,0.073355173,0.083303702,340.9563636,Funda,-0.089917082,0.236627428
423,s(age):sitenameFunda,TPRS,sitename,0.07577772,0.08074445,360.38,Funda,-0.082478494,0.234033933
424,s(age):sitenameFunda,TPRS,sitename,0.082020798,0.078502081,379.8036364,Funda,-0.071840454,0.235882049
425,s(age):sitenameFunda,TPRS,sitename,0.091216851,0.076831718,399.2272727,Funda,-0.059370548,0.241804251
426,s(age):sitenameFunda,TPRS,sitename,0.101771204,0.075859879,418.6509091,Funda,-0.046911428,0.250453835
427,s(age):sitenameFunda,TPRS,sitename,0.111056442,0.075391721,438.0745455,Funda,-0.036708616,0.258821499
428,s(age):sitenameFunda,TPRS,sitename,0.115197778,0.07454096,457.4981818,Funda,-0.030899819,0.261295376
429,s(age):sitenameFunda,TPRS,sitename,0.111119408,0.073000218,476.9218182,Funda,-0.03195839,0.254197206
430,s(age):sitenameFunda,TPRS,sitename,0.096790295,0.070705184,496.3454545,Funda,-0.04178932,0.235369909
431,s(age):sitenameFunda,TPRS,sitename,0.076066719,0.070014459,515.7690909,Funda,-0.061159099,0.213292538
432,s(age):sitenameFunda,TPRS,sitename,0.044992943,0.069881063,535.1927273,Funda,-0.091971423,0.181957309
433,s(age):sitenameFunda,TPRS,sitename,0.007432252,0.070730441,554.6163636,Funda,-0.131196865,0.146061369
434,s(age):sitenameFunda,TPRS,sitename,-0.036140392,0.071031273,574.04,Funda,-0.175359129,0.103078344
435,s(age):sitenameFunda,TPRS,sitename,-0.080436677,0.071014288,593.4636364,Funda,-0.219622123,0.058748769
436,s(age):sitenameFunda,TPRS,sitename,-0.122025599,0.071445513,612.8872727,Funda,-0.262056232,0.018005035
437,s(age):sitenameFunda,TPRS,sitename,-0.155666952,0.071974188,632.3109091,Funda,-0.296733769,-0.014600135
438,s(age):sitenameFunda,TPRS,sitename,-0.183281722,0.074910722,651.7345455,Funda,-0.33010404,-0.036459405
439,s(age):sitenameFunda,TPRS,sitename,-0.198542793,0.076344245,671.1581818,Funda,-0.348174764,-0.048910821
440,s(age):sitenameFunda,TPRS,sitename,-0.199640156,0.073469486,690.5818182,Funda,-0.343637702,-0.055642611
441,s(age):sitenameFunda,TPRS,sitename,-0.196464231,0.071054011,710.0054545,Funda,-0.335727533,-0.057200929
442,s(age):sitenameFunda,TPRS,sitename,-0.192919232,0.071210012,729.4290909,Funda,-0.332488292,-0.053350172
443,s(age):sitenameFunda,TPRS,sitename,-0.19022153,0.072477875,748.8527273,Funda,-0.332275555,-0.048167505
444,s(age):sitenameFunda,TPRS,sitename,-0.190399306,0.073349439,768.2763636,Funda,-0.334161565,-0.046637047
445,s(age):sitenameFunda,TPRS,sitename,-0.19364589,0.073839887,787.7,Funda,-0.338369409,-0.04892237
446,s(age):sitenameFunda,TPRS,sitename,-0.198255818,0.075991087,807.1236364,Funda,-0.347195611,-0.049316024
447,s(age):sitenameFunda,TPRS,sitename,-0.20278186,0.078341281,826.5472727,Funda,-0.356327949,-0.049235771
448,s(age):sitenameFunda,TPRS,sitename,-0.205123999,0.080029578,845.9709091,Funda,-0.361979089,-0.048268909
449,s(age):sitenameFunda,TPRS,sitename,-0.204883852,0.081354318,865.3945455,Funda,-0.364335386,-0.045432319
450,s(age):sitenameFunda,TPRS,sitename,-0.202656959,0.082794468,884.8181818,Funda,-0.364931134,-0.040382783
451,s(age):sitenameFunda,TPRS,sitename,-0.198148731,0.083533741,904.2418182,Funda,-0.361871855,-0.034425606
452,s(age):sitenameFunda,TPRS,sitename,-0.192402958,0.084834124,923.6654545,Funda,-0.358674786,-0.02613113
453,s(age):sitenameFunda,TPRS,sitename,-0.186258774,0.087231059,943.0890909,Funda,-0.357228508,-0.015289041
454,s(age):sitenameFunda,TPRS,sitename,-0.179933603,0.08991597,962.5127273,Funda,-0.356165667,-0.00370154
455,s(age):sitenameFunda,TPRS,sitename,-0.174613185,0.093414002,981.9363636,Funda,-0.357701265,0.008474896
456,s(age):sitenameFunda,TPRS,sitename,-0.170969622,0.097010645,1001.36,Funda,-0.361106992,0.019167748
457,s(age):sitenameFunda,TPRS,sitename,-0.169708373,0.100621431,1020.783636,Funda,-0.366922755,0.027506008
458,s(age):sitenameFunda,TPRS,sitename,-0.170231634,0.10485847,1040.207273,Funda,-0.375750459,0.035287192
459,s(age):sitenameFunda,TPRS,sitename,-0.173378584,0.10857598,1059.630909,Funda,-0.386183594,0.039426427
460,s(age):sitenameFunda,TPRS,sitename,-0.177169002,0.113683781,1079.054545,Funda,-0.399985118,0.045647114
461,s(age):sitenameFunda,TPRS,sitename,-0.182174646,0.118047914,1098.478182,Funda,-0.413544306,0.049195013
462,s(age):sitenameFunda,TPRS,sitename,-0.187997496,0.120492795,1117.901818,Funda,-0.424159035,0.048164043
